WarNum,WarName,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2,EndYear2,TransFrom,WhereFought,Initiator,Outcome,TransTo,SideADeaths,SideBDeaths,Version
813,Overthrow of the Shah,4,630,Iran,-8,Anti-Shah Coalition,0,9,3,1978,2,11,1979,-8,-8,-8,-8,-8,-8,-8,6,Iran,2,-8,100,1000,4.1
815,Sandinista Rebellion,4,93,Nicaragua,-8,Sandinistas,0,9,9,1978,7,18,1979,-8,-8,-8,-8,-8,-8,-8,1,Sandinistas,2,-8,1000,3000,4.1
816,Anti-Khomeini Coalition,4,630,Iran,-8,Anti-Khmoneini Coalition: Fedayeen Kalq & Kurds,0,2,12,1979,3,-9,1984,-8,-8,-8,-8,-8,-8,-8,6,Coalition,1,-8,-9,-9,4.1
817,El Salvador,4,92,El Salvador,-8,Salvadorean Democratic Front,0,7,1,1979,2,1,1992,-8,-8,-8,-8,-8,-8,-8,1,Salvadorean Democratic Front,3,-8,-9,-9,4.1
818,Mozambique,4,510,Tanzania,-8,-8,1,-9,-9,1985,10,4,1992,-8,-8,-8,-8,-8,-8,-8,4,Renamo,1,-8,50,-8,4.1
818,Mozambique,4,541,Mozambique,-8,Renamo,1,10,21,1979,10,4,1992,-8,-8,-8,-8,-8,-8,-8,4,Renamo,1,-8,-9,-9,4.1
818,Mozambique,4,552,Zimbabwe,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,4,Renamo,1,-8,500,-8,4.1
820,Second Chad (Habre Revolt),5,-8,-8,220,France,1,8,9,1983,9,-9,1984,-8,-8,-8,-8,-8,-8,-8,4,FAN,2,-8,-8,200,4.1
820,Second Chad (Habre Revolt),5,483,Chad,-8,FAN,1,3,22,1980,9,-9,1984,-8,-8,-8,-8,-8,-8,-8,4,FAN,2,-8,3500,1500,4.1
820,Second Chad (Habre Revolt),5,620,Libya,-8,-8,1,12,-9,1980,10,-9,1981,6,-9,1983,9,-9,1984,-8,4,FAN,2,-8,1000,-8,4.1
822,Second Uganda,5,500,Uganda,-8,National Resistance Army,0,12,8,1980,3,19,1986,-8,-8,-8,-8,-8,-8,-8,4,National Resistance Army,2,-8,40000,6000,4.1
823,Nigeria-Muslim,5,475,Nigeria,-8,Muslim fundamentalists,0,12,18,1980,1,1,1981,-8,-8,-8,-8,-8,-8,-8,4,Muslim fundamentalists,1,-8,50,1000,4.1
825,Hama,4,652,Syria,-8,Muslim Brotherhood,0,11,-9,1981,2,23,1982,-8,-8,-8,-8,-8,-8,-8,6,Muslim Brotherhood,1,-8,1000,2000,4.1
826,Tigrean and Eritrean,5,530,Ethiopia,-8,Tigray & Eritrea,0,1,23,1982,5,28,1991,-8,-8,-8,-8,-8,-8,-8,4,Tigray & Eritrea,2,-8,10000,65000,4.1
827,Shining Path,4,135,Peru,-8,Shining Path & TARM,0,3,4,1982,9,12,1992,-8,-8,-8,-8,-8,-8,-8,1,Shining Path,1,-8,4000,12000,4.1
828,Contra War,4,93,Nicaragua,-8,Contras,0,3,18,1982,4,19,1990,-8,-8,-8,-8,-8,-8,-8,1,Contras,6,-8,7000,25200,4.1
831,Matabeleland,4,552,Zimbabwe,-8,ZAPU,0,1,-9,1983,12,27,1987,-8,-8,-8,-8,-8,-8,-8,4,Zimbabwe,1,-8,-9,-9,4.1
832,Fourth Burmese,5,775,Burma,-8,Karen & Kachin Rebels,0,2,1,1983,1,-9,1988,-8,-8,-8,-8,-8,-8,-8,7,Kachin Rebels,1,-8,2800,1200,4.1
833,Fourth Lebanese Civil,4,2,United States,-8,-8,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,6,Druze,2,-8,273,-8,4.1
833,Fourth Lebanese Civil,4,220,France,-8,-8,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,6,Druze,2,-8,95,-8,4.1
833,Fourth Lebanese Civil,4,660,Lebanon,-8,Shi'ites & Druze,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,6,Druze,2,-8,-9,-9,4.1
835,First Sri Lanka Tamil,5,750,India,-8,-8,1,7,25,1987,5,24,1990,-8,-8,-8,-8,-8,-8,-8,7,Tamils,3,-8,1155,-8,4.1
835,First Sri Lanka Tamil,5,780,Sri Lanka,-8,Tamils,1,7,25,1983,2,22,2002,-8,-8,-8,-8,-8,-8,-8,7,Tamils,3,-8,8500,17000,4.1
836,Second South Sudan,4,625,Sudan,-8,SPLA-Garang faction,0,11,17,1983,8,27,1991,4,15,1992,1,10,2005,-8,6,SPLA-Garang faction,3,-8,-9,-9,4.1
837,Indian Golden Temple,5,750,India,-8,Sikhs,0,6,1,1984,7,30,1984,-8,-8,-8,-8,-8,-8,-8,7,India,6,-8,-9,1200,4.1
838,First Turkish Kurds,5,640,Turkey,-8,"Kurds, PKK",0,8,14,1984,3,-9,1986,-8,-8,-8,-8,-8,-8,-8,6,"Kurds, PKK",7,-8,1500,9000,4.1
840,Fifth Iraqi  Kurds,5,-8,-8,630,Iran,1,1,-9,1985,7,17,1988,-8,-8,-8,-8,-8,-8,-8,6,Kurds,1,-8,-8,-9,4.1
840,Fifth Iraqi  Kurds,5,645,Iraq,-8,Kurds,1,1,-9,1985,9,6,1988,-8,-8,-8,-8,-8,-8,-8,6,Kurds,1,-8,-9,-9,4.1
842,South Yemen,4,680,Yemen People's Republic,-8,Leftist Factions,0,1,13,1986,1,29,1986,-8,-8,-8,-8,-8,-8,-8,6,PDRY,2,-8,4200,8800,4.1
843,Holy Spirit Movement,4,500,Uganda,-8,HSMF,0,8,-9,1986,10,-9,1987,-8,-8,-8,-8,-8,-8,-8,4,HSMF,1,-8,2000,5000,4.1
845,Second Sri Lanka-JVP,4,780,Sri Lanka,-8,JVP,0,7,29,1987,12,29,1989,-8,-8,-8,-8,-8,-8,-8,7,JVP,1,-8,-9,-9,4.1
846,Inkatha-ANC,7,-8,Inkatha,-8,ANC,0,12,20,1987,4,26,1994,-8,-8,-8,-8,-8,-8,-8,4,Inkatha,6,-8,-9,-9,4.1
847,Fifth Burmese,4,775,Burma,-8,Pro-democracy,0,3,-9,1988,10,3,1988,-8,-8,-8,-8,-8,-8,-8,7,Pro-democracy,1,-8,-9,-9,4.1
848,First Somalia,4,520,Somalia,-8,rebel clans,0,5,26,1988,1,26,1991,-8,-8,-8,-8,-8,-8,-8,4,USC,2,-8,-9,-9,4.1
850,Fifth Lebanese,4,-8,-8,652,Syria,1,2,-9,1989,10,13,1990,-8,-8,-8,-8,-8,-8,-8,6,Lebanon,2,-8,-8,150,4.1
850,Fifth Lebanese,4,660,Lebanon,-8,militias,1,2,-9,1989,10,13,1990,-8,-8,-8,-8,-8,-8,-8,6,Lebanon,2,-8,-9,2500,4.1
851,Second Afghan Mujahideen Uprising,4,700,Afghanistan,-8,Mujahadin,0,2,16,1989,10,6,2001,-8,-8,-8,-8,-8,-8,476,7,Mujahadin,4,225,-9,-9,4.1
852,Third Chad (Deby Coup),4,483,Chad,-8,Deby's MPS,0,3,-9,1989,12,4,1990,-8,-8,-8,-8,-8,-8,-8,4,Deby,2,-8,3000,800,4.1
853,First Aceh,5,850,Indonesia,-8,GAM,0,6,-9,1989,6,-9,1991,-8,-8,-8,-8,-8,-8,-8,7,GAM,1,-8,-9,-9,4.1
854,Bougainville Secession,5,910,Papua New Guinea,-8,BRA,0,7,14,1989,9,-9,1992,-8,-8,-8,-8,-8,-8,-8,7,P.N.G.,7,-8,-9,-9,4.1
856,Eighth Colombia,5,100,Colombia,-8,FARC & Drug Lords,0,8,19,1989,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,1,Drug Lords & FARC,5,-8,"10,480","17,681",4.1
857,First Cambodian Civil War,4,811,Cambodia,-8,Khmer Rouge & KPNFL,0,9,26,1989,10,23,1991,-8,-8,-8,-8,-8,-8,475,7,Khmer Rouge & KPNFL,3,-8,-9,-9,4.1
858,Romania,4,360,Romania,-8,Anti-Ceaucescu Rebels,0,12,18,1989,12,26,1989,-8,-8,-8,-8,-8,-8,-8,2,Anti-Ceaucescu Rebels,2,-8,300,700,4.1
860,First Liberia,4,450,Liberia,-8,NPFL,1,12,24,1989,11,28,1990,-8,-8,-8,-8,-8,-8,-8,4,NPFL,7,-8,-9,-9,4.1
860,First Liberia,4,475,Nigeria,-8,-8,1,11,-9,1990,11,28,1990,-8,-8,-8,-8,-8,-8,-8,4,NPFL,7,-8,0,-8,4.1
861,Kashmir Insurgents,5,750,India,-8,Kashmiri Guerillas,0,9,19,1990,10,8,2005,-8,-8,-8,-8,-8,-8,-8,7,Kashmiri Guerillas,7,-8,6000,21700,4.1
862,Shiite and Kurdish,5,645,Iraq,-8,Shiites & Kurds,0,3,1,1991,3,31,1991,-8,-8,-8,-8,-8,-8,-8,6,Shiites,1,-8,-9,-9,4.1
863,First Sierra Leone,4,451,Sierra Leone,-8,RUF,0,3,23,1991,4,23,1996,-8,-8,-8,-8,-8,-8,-8,4,RUF,1,-8,-9,-9,4.1
864,Croatian Independence,5,345,Yugoslavia/Serbia,-8,Croatia,0,5,2,1991,1,2,1992,-8,-8,-8,-8,-8,-8,-8,2,Yugoslavia,2,-8,-9,-9,4.1
865,Second Turkish Kurds,5,640,Turkey,-8,"Kurds, PKK",0,7,10,1991,2,16,1999,-8,-8,-8,-8,-8,-8,-8,6,"Kurds, PKK",6,-8,3500,13000,4.1
866,The SPLA Division (Dinka-Nuer) War,7,-8,Garang faction,-8,Nuer faction,0,8,28,1991,11,-9,1992,-8,-8,-8,-8,-8,-8,-8,4,Nuer faction,7,-8,-9,-9,4.1
868,Jukun-Tiv War,7,-8,Jukun,-8,Tiv,0,10,-9,1991,3,-9,1992,-8,-8,-8,-8,-8,-8,-8,4,Tiv,6,-8,-9,-9,4.1
870,Second Somalia,4,475,Nigeria,-8,-8,1,12,13,1992,3,1,1995,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,-9,-8,4.1
870,Second Somalia,4,520,Somalia,-8,Aideed Faction,1,11,-9,1991,1,-9,1997,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,-9,-9,4.1
870,Second Somalia,4,770,Pakistan,-8,-8,1,12,13,1992,3,1,1995,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,24,-8,4.1
870,Second Somalia,4,900,Australia,-8,-8,1,12,13,1992,3,1,1995,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,-9,-8,4.1
870,Second Somalia,4,220,France,-8,-8,1,12,13,1992,3,1,1995,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,2,-8,4.1
870,Second Somalia,4,2,United States of America,-8,-8,1,12,13,1992,3,25,1994,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,44,-8,4.1
870,Second Somalia,4,325,Italy,-8,-8,1,12,13,1992,3,1,1995,-8,-8,-8,-8,-8,-8,-8,4,Aideed Faction,3,-8,-9,-8,4.1
871,Georgia,4,372,Georgia,-8,Reform,0,12,26,1991,3,-9,1992,-8,-8,-8,-8,-8,-8,-8,2,Reform,2,-8,-9,-9,4.1
872,Nagorno-Karabakh,5,-8,-8,371,Armenia,1,12,26,1991,2,5,1993,-8,-8,-8,-8,-8,-8,-8,2,Nagorno-Karabakh,4,216,-8,1000,4.1
872,Nagorno-Karabakh,5,373,Azerbaijan,-8,Nagorno-Karabakh,1,12,26,1991,2,5,1993,-8,-8,-8,-8,-8,-8,-8,2,Nagorno-Karabakh,4,216,7000,3000,4.1
873,Dniestrian Independence,5,359,Moldova,-8,Dniestria,0,12,26,1991,7,2,1992,-8,-8,-8,-8,-8,-8,-8,2,Dniestria,3,-8,-9,-9,4.1
875,Algerian Islamic Front,4,615,Algeria,-8,Islamic Front,0,2,7,1992,6,-9,1999,-8,-8,-8,-8,-8,-8,-8,6,Algeria,3,-8,-9,-9,4.1
876,Tajikistan,4,365,Russia,-8,-8,1,3,-9,1993,6,27,1997,-8,-8,-8,-8,-8,-8,-8,7,United Tajik Opposition,3,-8,-9,-8,4.1
876,Tajikistan,4,702,Tadzhikistan,-8,United Tajik Opposition,1,5,1,1992,6,27,1997,-8,-8,-8,-8,-8,-8,-8,7,United Tajik Opposition,3,-8,-9,-9,4.1
877,Bosnian-Serb Rebellion,5,346,Bosnia,-8,Bosnian Serbs,1,6,6,1992,12,31,1994,3,20,1995,12,14,1995,215,2,Bosnian Serbs,1,-8,27500,18543,4.1
877,Bosnian-Serb Rebellion,5,2,United States,-8,-8,1,8,30,1995,9,20,1995,-8,-8,-8,-8,-8,-8,215,2,Bosnian Serbs,1,-8,0,-8,4.1
877,Bosnian-Serb Rebellion,5,-8,-8,344,Croatia,1,2,23,1994,12,31,1994,3,20,1995,12,14,1995,215,2,Bosnian Serbs,1,-8,-8,185,4.1
877,Bosnian-Serb Rebellion,5,344,Croatia,-8,-8,1,10,19,1992,2,22,1994,-8,-8,-8,-8,-8,-8,215,2,Bosnian Serbs,1,-8,-9,-8,4.1
878,Second Liberia,4,450,Liberia,-8,NPFL & ULIMO,1,10,15,1992,8,19,1995,-8,-8,-8,-8,-8,-8,-8,4,NPFL & ULIMO,3,-8,-9,-9,4.1
878,Second Liberia,4,475,Nigeria,-8,-8,1,10,15,1992,12,31,1992,-8,-8,-8,-8,-8,-8,-8,4,NPFL & ULIMO,3,-8,-9,-8,4.1
880,Angolan War of the Cities,4,540,Angola,-8,UNITA,0,10,28,1992,11,15,1994,-8,-8,-8,-8,-8,-8,-8,4,UNITA,3,-8,-9,-9,4.1
881,Second Cambodia Civil,4,811,Cambodia,-8,Khmer Rouge,0,1,29,1993,7,1,1997,-8,-8,-8,-8,-8,-8,-8,7,Khmer Rouge,1,-8,-9,-9,4.1
882,Abkhazia Revolt,5,372,Georgia,-8,Abkhazia,0,8,18,1993,4,14,1994,-8,-8,-8,-8,-8,-8,-8,2,Georgia,2,-8,5000,3000,4.1
883,Second Burundi,4,516,Burundi,-8,Tutsi army,0,10,21,1993,6,-9,1998,-8,-8,-8,-8,-8,-8,-8,4,Tutsi army,7,-8,-9,-9,4.1
885,South Yemeni Secessionist,5,679,Yemen,-8,South Yemen,0,2,21,1994,7,7,1994,-8,-8,-8,-8,-8,-8,-8,6,South Yemen,1,-8,-9,-9,4.1
886,Second Rwanda,4,517,Rwanda,-8,Patriotic Front,0,4,6,1994,7,18,1994,-8,-8,-8,-8,-8,-8,-8,4,Patriotic Front,2,-8,-9,-9,4.1
888,First Chechnya,5,365,Russia,-8,Chechnya,0,12,11,1994,8,31,1996,-8,-8,-8,-8,-8,-8,-8,2,Chechnya,2,-8,4000,6000,4.1
890,Iraqi Kurd Internecine,7,-8,PUK,-8,KDP,0,12,20,1994,8,11,1995,-8,-8,-8,-8,-8,-8,-8,6,KDP,6,-8,-9,-9,4.1
891,Croatia-Krajina War,5,344,Croatia,-8,Krajinia Serbs,0,5,-9,1995,11,-9,1995,-8,-8,-8,-8,-8,-8,-8,2,Krajinian Serba,1,-8,-9,-9,4.1
892,Third Liberia,4,450,Liberia,-8,NPFL,0,4,5,1996,8,20,1996,-8,-8,-8,-8,-8,-8,-8,4,National Patriotic Forces,3,-8,-9,-9,4.1
893,Sixth Iraqi Kurds,5,645,Iraq,-8,PUK,0,8,31,1996,10,23,1996,-8,-8,-8,-8,-8,-8,-8,6,PUK,6,-8,-9,-9,4.1
895,Fifth DRC,4,-8,-8,500,Uganda,1,1,1,1997,1,30,1997,-8,-8,-8,-8,-8,-8,-8,4,Kabila-ADFL,2,-8,-8,-9,4.1
895,Fifth DRC,4,-8,-8,517,Rwanda,1,1,1,1997,5,17,1997,-8,-8,-8,-8,-8,-8,-8,4,Kabila-ADFL,2,-8,-8,-9,4.1
895,Fifth DRC,4,-8,-8,540,Angola,1,4,28,1997,5,17,1997,-8,-8,-8,-8,-8,-8,-8,4,Kabila-ADFL,2,-8,-8,-9,4.1
895,Fifth DRC,4,490,DRC,-8,ADFL,1,10,8,1996,5,17,1997,-8,-8,-8,-8,-8,-8,-8,4,Kabila-ADFL,2,-8,-9,-9,4.1
896,Third Rwanda,4,517,Rwanda,-8,Hutu rebels,0,3,17,1997,10,30,1998,-8,-8,-8,-8,-8,-8,-8,4,Hutu rebels,1,-8,300,3000,4.1
897,First Congo (Brazzaville),4,-8,-8,540,Angola,1,10,10,1997,10,15,1997,-8,-8,-8,-8,-8,-8,-8,4,FDU,2,-8,-8,-9,4.1
897,First Congo (Brazzaville),4,484,Congo,-8,FDU (Cobra militia),1,6,5,1997,10,15,1997,-8,-8,-8,-8,-8,-8,-8,4,FDU (Cobra militia),2,-8,-9,-9,4.1
898,Second Sierra Leone,4,451,Sierra Leone,-8,Kabbah faction,1,2,6,1998,7,7,1999,5,11,2000,11,10,2000,-8,4,Kabbah faction,2,-8,-9,-9,4.1
898,Second Sierra Leone,4,-8,-8,452,Ghana,1,2,6,1998,7,7,1999,5,11,2000,11,10,2000,-8,4,Kabbah faction,2,-8,-8,-9,4.1
898,Second Sierra Leone,4,-8,-8,475,Nigeria,1,2,6,1998,7,7,1999,5,11,2000,11,10,2000,-8,4,Kabbah faction,2,-8,-8,-9,4.1
898,Second Sierra Leone,4,-8,-8,438,Guinea,1,2,6,1998,7,7,1999,5,11,2000,11,10,2000,-8,4,Kabbah faction,2,-8,-8,-9,4.1
898,Second Sierra Leone,4,-8,-8,200,United Kingdom,1,5,8,2000,11,10,2000,-8,-8,-8,-8,-8,-8,-8,4,Kabbah faction,2,-8,-8,-9,4.1
900,Kosovo Independence,5,345,Yugoslavia,-8,KLA,0,2,28,1998,3,23,1999,-8,-8,-8,-8,-8,-8,-8,2,Yugoslavia,4,221,400,800,4.1
902,Guinea-Bissau Military,4,438,Guinea,-8,-8,1,6,9,1998,11,1,1998,-8,-8,-8,-8,-8,-8,-8,4,Mané Junta,2,-8,-9,-8,4.1
902,Guinea-Bissau Military,4,404,Guinea-Bissau,-8,Mané Junta,1,6,7,1998,5,6,1999,-8,-8,-8,-8,-8,-8,-8,4,Mané Junta,2,-8,-9,-9,4.1
902,Guinea-Bissau Military,4,433,Senegal,-8,-8,1,6,9,1998,11,1,1998,-8,-8,-8,-8,-8,-8,-8,4,Mané Junta,2,-8,-9,-8,4.1
905,Africa's World War,4,540,Angola,-8,-8,1,8,24,1998,11,4,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-9,-8,4.1
905,Africa's World War,4,625,Sudan,-8,-8,1,9,17,1998,7,22,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-9,-8,4.1
905,Africa's World War,4,565,Namibia,-8,-8,1,8,28,1998,8,4,2001,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-9,-8,4.1
905,Africa's World War,4,552,Zimbabwe,-8,-8,1,8,21,1998,9,13,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-9,-8,4.1
905,Africa's World War,4,-8,-8,517,Rwanda,1,8,11,1998,7,22,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-8,-9,4.1
905,Africa's World War,4,-8,-8,516,Burundi,1,9,17,1998,7,22,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-8,-9,4.1
905,Africa's World War,4,-8,-8,500,Uganda,1,8,26,1998,7,22,2002,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-8,-9,4.1
905,Africa's World War,4,483,Chad,-8,-8,1,9,30,1998,4,18,1999,-8,-8,-8,-8,-8,-8,-8,4,,3,-8,-9,-8,4.1
905,Africa's World War,4,490,Democratic Republic of Congo,-8,"RCD, MLC, et al",1,8,2,1998,12,17,2002,-8,-8,-8,-8,-8,-8,-8,4,"RCD, MLC, et al",3,-8,-9,-9,4.1
906,Fourth Chad (Togoimi Revolt),4,483,Chad,-8,MDD & MDJT,0,10,16,1998,4,28,2000,-8,-8,-8,-8,-8,-8,-8,4,MDD & MDJT,7,-8,-9,-9,4.1
907,Third Angolan,4,540,Angola,-8,UNITA,0,12,4,1998,2,22,2002,-8,-8,-8,-8,-8,-8,-8,4,Angola,1,-8,-9,-9,4.1
908,Second Congo (Brazzaville),4,484,Congo (Brazzaville),-8,Ninjas and Cocoye militias,0,12,15,1998,11,16,1999,-8,-8,-8,-8,-8,-8,-8,4,Ninjas and Cocoye militias,1,-8,-9,-9,4.1
910,Moluccas Sectarian,7,-8,Laskar Jihad,-8,FKM & RMS,0,1,-9,1999,8,22,2000,-8,-8,-8,-8,-8,-8,-8,7,Laskar Jihad,7,-8,-9,1800,4.1
911,First Nigeria Christian-Muslim,7,-8,Christian Tarok,-8,Muslim Fulani,0,5,-9,1999,5,31,2000,-8,-8,-8,-8,-8,-8,-8,4,Muslim Fulani,1,-8,-9,-9,4.1
912,Second Aceh,5,850,Indonesia,-8,GAM,0,5,3,1999,12,9,2002,-8,-8,-8,-8,-8,-8,-8,7,GAM,3,-8,330,3500,4.1
913,Oromo Liberation,5,530,Ethiopia,-8,Oromo Lib. Front,0,5,30,1999,8,18,1999,-8,-8,-8,-8,-8,-8,-8,4,Oromo Lib. Front,1,-8,200,800,4.1
915,Second Chechen,5,365,Russia,-8,Chechnya,0,8,7,1999,10,3,2003,-8,-8,-8,-8,-8,-8,-8,2,Cechnya,1,-8,5000,15000,4.1
916,Second Philippine-Moro,5,840,Philippines,-8,MILF,0,4,23,2000,6,22,2001,-8,-8,-8,-8,-8,-8,-8,7,Phillippines,3,-8,-9,-9,4.1
917,Guinean,4,438,Guinea ,-8,RDFG,0,9,11,2000,4,-9,2001,-8,-8,-8,-8,-8,-8,-8,4,RDFG,6,-8,-9,-9,4.1
918,Third Burundi,4,516,Burundi,-8,FNL & FROLINA,0,3,21,2001,10,8,2003,-8,-8,-8,-8,-8,-8,-8,4,FNL,3,-8,150,3000,4.1
920,Fourth Rwanda,4,517,Rwanda,-8,Army for the Liberation of Rwanda,0,5,21,2001,9,4,2001,-8,-8,-8,-8,-8,-8,-8,4,ALIR,1,-8,-9,1800,4.1
921,First Nepal Maoist Insurgency,4,790,Nepal ,-8,CPN,0,11,23,2001,1,29,2003,-8,-8,-8,-8,-8,-8,-8,7,CPN,6,-8,680,3100,4.1
922,Fourth Liberian,4,450,Liberia,-8,LURD & MODEL,0,2,-9,2002,8,11,2003,-8,-8,-8,-8,-8,-8,-8,4,LURD & MODEL,2,-8,-9,-9,4.1
923,Ethiopian Anyuaa-Nuer,7,,Anyuaa,-8,Nuer,0,8,-9,2002,1,-9,2003,-8,-8,-8,-8,-8,-8,-8,4,Nuer,7,-8,-9,-9,4.1
925,Cote d'Ivoire Military,4,220,France,-8,-8,1,12,11,2002,11,16,2004,-8,-8,-8,-8,-8,-8,-8,4,"MPCI, MPIGO, MJP",2,-8,9,-8,4.1
925,Cote d'Ivoire Military,4,437,Cote d'Ivoire,-8,"MPCI, MPIGO, MJP",1,9,19,2002,11,16,2004,-8,-8,-8,-8,-8,-8,-8,4,"MPCI, MPIGO, MJP",2,-8,200,2500,4.1
926,Third Philippine-Moro,5,840,Phillippines,-8,MILF & ASG,0,2,11,2003,7,-9,2003,-8,-8,-8,-8,-8,-8,-8,7,Phillippines,7,-8,410,590,4.1
927,Darfur,5,625,Sudan,-8,SLA & JEM,0,2,26,2003,12,11,2006,-8,-8,-8,-8,-8,-8,-8,6,SLA,6,-8,-9,-9,4.1
930,Third Aceh,5,850,Indonesia,-8,GAM,0,5,18,2003,11,18,2003,-8,-8,-8,-8,-8,-8,-8,7,Indonesia,1,-8,150,1400,4.1
931,Second Nepal Maoists,4,790,Nepal,-8,CPN,0,8,27,2003,4,26,2006,-8,-8,-8,-8,-8,-8,-8,7,CPN,3,-8,1260,5770,4.1
932,Waziristan,5,2,United States,-8,-8,1,2,20,2004,9,5,2006,-8,-8,-8,-8,-8,-8,-8,7,US & Pakistan,2,-8,-9,-8,4.1
932,Waziristan,5,770,Pakistan,-8,Waziri tribes,1,2,20,2004,9,5,2006,-8,-8,-8,-8,-8,-8,-8,7,US & Pakistan,2,-8,1200,1800,4.1
933,Second Nigeria Christian-Muslim,7,,Christian Tarok,-8,Muslim Fulani,0,3,-9,2004,9,16,2004,-8,-8,-8,-8,-8,-8,-8,4,Muslim Fulani,6,-8,-9,-9,4.1
935,First Yemeni Cleric,4,679,Yemen,-8,Zaidi Muslims,0,6,21,2004,4,8,2005,-8,-8,-8,-8,-8,-8,-8,6,Zaidi Muslims,1,-8,900,1350,4.1
936,Philippine Joint Offensive,5,840,Phillippines,-8,MILF & NPA,0,1,17,2005,7,11,2006,-8,-8,-8,-8,-8,-8,-8,7,Phillippines,7,-8,723,2100,4.1
937,Fifth Chad,4,483,Chad,-8,FUDC,0,12,18,2005,12,20,2006,-8,-8,-8,-8,-8,-8,-8,4,FUDC,1,-8,100,1000,4.1
938,Third Somalia,4,2,United States,-8,-8,1,1,7,2007,6,3,2007,-8,-8,-8,-8,-8,-8,-8,4,SCIC,1,-8,-9,-8,4.1
938,Third Somalia,4,520,Somalia,-8,SCIC,1,3,6,2006,6,1,2008,-8,-8,-8,-8,-8,-8,-8,4,SCIC,1,-8,-9,-9,4.1
938,Third Somalia,4,530,Ethiopia,-8,-8,1,10,9,2006,6,11,2008,-8,-8,-8,-8,-8,-8,-8,4,SCIC,1,-8,-9,-8,4.1
938,Third Somalia,4,-8,-8,531,Eritrea,1,10,19,2006,6,11,2008,-8,-8,-8,-8,-8,-8,-8,4,SCIC,1,-8,-8,-9,4.1
940,Second Sri Lanka Tamil,5,780,Sri Lanka,-8,LTTE,0,10,11,2006,-7,-7,-7,-8,-8,-8,-8,-8,-8,-8,7,Sri Lanka,5,-8,-9,-9,4.1
941,Second Yemeni Cleric,4,679,Yemen,-8,Zaidi Muslims,0,1,29,2007,6,16,2007,-8,-8,-8,-8,-8,-8,-8,6,Zaidi Muslims,6,-8,1500,2000,4.1
