wage	educ	exper	race	smsa	ne	mw	so	we	pt
13731	61.73	18	33	0	1	0	0	1	0	1
14039	1068.38	18	16	0	1	0	0	1	0	0
25744	261.16	12	4	0	1	0	0	0	1	0
14115	466.62	14	26	1	1	0	0	1	0	0
5539	427.35	18	36	0	1	1	0	0	0	0
15133	593.54	16	6	0	1	0	0	1	0	0
10357	807.22	16	47	0	1	0	1	0	0	0
23605	925.93	12	27	0	0	0	0	0	1	0
5675	759.73	14	25	0	1	1	0	0	0	0
17861	211.64	12	22	0	1	0	0	1	0	0
23070	86.42	18	35	0	1	0	0	0	1	1
4694	123.46	18	-1	0	1	1	0	0	0	1
25256	462.96	17	6	0	1	0	0	0	1	0
23550	142.45	3	19	0	0	0	0	0	1	0
5472	783.48	12	31	0	1	1	0	0	0	0
18561	634.43	18	2	0	1	0	0	1	0	0
24528	148.15	10	8	0	1	0	0	0	1	0
19577	296.3	8	20	0	1	0	0	1	0	0
5638	169.55	15	1	0	1	1	0	0	0	1
8367	2374.15	18	7	0	1	0	1	0	0	0
16803	439.22	8	26	0	1	0	0	1	0	0
15548	200.62	12	0	0	1	0	0	1	0	0
21269	284.9	13	0	0	1	0	0	1	0	1
26160	166.19	13	0	0	1	0	0	0	1	1
11849	332.38	11	30	0	0	0	1	0	0	0
25205	712.25	12	11	0	1	0	0	0	1	0
4480	712.25	12	29	0	1	1	0	0	0	0
13509	593.54	12	19	1	0	0	0	1	0	0
26206	735.99	14	19	0	1	0	0	0	1	0
18486	332.38	4	54	1	1	0	0	1	0	0
9667	403.61	12	7	0	1	0	1	0	0	0
17224	356.13	12	13	0	1	0	0	1	0	0
17812	759.73	12	40	0	0	0	0	1	0	0
11276	394.11	12	10	0	0	0	1	0	0	0
20798	467.71	18	22	0	1	0	0	1	0	0
2156	669.52	16	6	0	1	1	0	0	0	0
917	617.28	15	-1	0	1	1	0	0	0	0
24793	925.93	12	26	0	1	0	0	0	1	0
14177	641.03	11	32	1	1	0	0	1	0	0
21202	735.99	12	9	0	1	0	0	1	0	0
17584	220.16	13	6	0	1	0	0	1	0	0
13612	985.28	14	23	1	1	0	0	1	0	0
9752	1068.38	18	37	0	1	0	1	0	0	0
26361	546.06	15	10	0	1	0	0	0	1	0
4247	189.93	12	1	0	1	1	0	0	0	0
18829	1139.6	18	12	0	1	0	0	1	0	0
14309	664.77	13	7	0	1	0	0	1	0	0
9562	1120.09	12	18	0	1	0	1	0	0	0
23259	308.64	16	5	0	1	0	0	0	1	0
11003	759.73	12	12	0	1	0	1	0	0	0
6148	74.07	12	0	0	1	1	0	0	0	0
27085	474.83	12	33	0	1	0	0	0	1	0
27894	427.35	12	16	0	0	0	0	0	1	0
28111	1424.5	16	29	0	1	0	0	0	1	0
17940	2362.44	16	17	0	1	0	0	1	0	0
14495	641.03	12	9	0	1	0	0	1	0	0
12824	254.51	13	6	0	0	0	1	0	0	0
14033	503.91	7	44	1	1	0	0	1	0	0
6724	407.17	16	10	1	1	0	1	0	0	0
27095	522.32	15	4	0	1	0	0	0	1	1
19341	356.13	12	10	0	1	0	0	1	0	0
16008	1187.08	18	19	0	0	0	0	1	0	0
21941	308.64	13	1	0	0	0	0	1	0	0
21711	259.26	12	2	0	1	0	0	1	0	1
22188	277.78	16	5	0	0	0	0	0	1	0
20975	740.74	12	21	0	1	0	0	1	0	0
4402	641.03	16	14	0	1	1	0	0	0	0
511	474.83	16	4	0	1	1	0	0	0	0
7328	1139.6	12	25	0	1	0	1	0	0	0
5694	437.24	17	5	0	1	1	0	0	0	0
14857	191.36	9	7	0	0	0	0	1	0	0
14163	712.25	12	32	1	1	0	0	1	0	0
21501	105.62	12	11	0	0	0	0	1	0	1
8459	705.13	13	21	0	1	0	1	0	0	0
5711	1137.1	16	30	0	1	1	0	0	0	0
21642	747.86	13	4	0	1	0	0	1	0	0
24635	284.9	14	11	0	1	0	0	0	1	0
4223	830.96	12	43	0	1	1	0	0	0	0
12991	493.83	16	18	0	1	0	1	0	0	0
15642	474.83	12	8	1	0	0	0	1	0	0
20062	271.6	15	-1	0	1	0	0	1	0	1
1376	569.8	13	0	0	1	1	0	0	0	0
9178	439.22	18	26	0	1	0	1	0	0	0
1461	641.03	14	17	0	1	1	0	0	0	0
71	197.53	11	1	0	1	1	0	0	0	0
23987	166.19	10	3	0	1	0	0	0	1	0
1967	1234.57	18	32	0	1	1	0	0	0	0
15063	617.28	10	47	0	1	0	0	1	0	0
24218	612.54	16	19	0	1	0	0	0	1	0
22093	940.74	12	33	0	1	0	0	0	1	0
23883	2374.15	16	13	0	1	0	0	0	1	0
25109	154.32	14	11	0	1	0	0	0	1	0
22889	1115.86	15	16	0	0	0	0	0	1	0
9548	475.02	12	7	0	1	0	1	0	0	0
2218	1234.57	12	26	0	1	1	0	0	0	0
9110	2207.98	16	15	0	1	0	1	0	0	0
21479	237.42	16	0	1	0	0	0	1	0	1
24637	189.93	13	2	0	1	0	0	0	1	0
15089	246.91	15	-1	0	1	0	0	1	0	1
24290	380.62	18	7	0	1	0	0	0	1	0
10247	546.06	14	6	0	1	0	1	0	0	0
6785	807.22	18	18	0	1	0	1	0	0	0
1332	830.96	12	7	0	1	1	0	0	0	0
17797	315.76	12	20	0	1	0	0	1	0	0
2096	617.28	11	38	0	1	1	0	0	0	0
19149	237.42	12	38	1	1	0	0	1	0	0
10970	641.03	12	19	0	1	0	1	0	0	0
21693	324.79	9	16	0	1	0	0	1	0	0
27802	524.69	14	5	0	0	0	0	0	1	0
23545	878.44	18	13	0	1	0	0	0	1	0
3986	1068.38	18	13	0	1	1	0	0	0	0
25194	636.28	12	23	0	1	0	0	0	1	0
26154	296.3	15	41	0	1	0	0	0	1	1
21880	98.77	4	52	0	1	0	0	1	0	1
24774	1092.12	18	21	0	1	0	0	0	1	0
1509	73.6	16	34	0	1	1	0	0	0	0
7476	246.91	11	17	0	0	0	1	0	0	1
25907	197.17	3	25	0	1	0	0	0	1	0
943	593.54	11	13	0	1	1	0	0	0	0
14196	522.32	18	11	0	1	0	0	1	0	0
20104	788.75	16	26	0	0	0	0	1	0	0
5883	522.32	11	46	0	1	1	0	0	0	0
4553	522.32	12	17	0	1	1	0	0	0	0
16505	284.9	12	16	1	0	0	0	1	0	0
22238	284.9	10	9	0	0	0	0	0	1	0
19136	641.03	12	30	0	0	0	0	1	0	0
21239	416.84	12	20	0	1	0	0	1	0	0
22511	71.23	14	-1	0	0	0	0	0	1	1
17151	617.28	12	1	0	1	0	0	1	0	0
13972	415.48	14	13	0	0	0	0	1	0	0
14369	1305.79	18	13	0	1	0	0	1	0	0
18454	617.28	16	18	0	0	0	0	1	0	0
8954	308.64	11	20	0	0	0	1	0	0	1
21783	617.28	12	47	0	0	0	0	1	0	0
7	284.9	8	51	0	1	1	0	0	0	0
18363	327.52	14	5	0	0	0	0	1	0	0
6742	688.51	12	37	1	1	0	1	0	0	0
1605	1020.89	16	25	0	1	1	0	0	0	0
3764	593.54	12	23	0	0	1	0	0	0	0
4036	341.88	12	25	0	0	1	0	0	0	0
26969	474.83	15	7	0	1	0	0	0	1	0
14520	902.18	18	12	0	1	0	0	1	0	0
22951	902.18	14	12	0	0	0	0	0	1	0
26434	617.28	14	8	0	1	0	0	0	1	0
13119	728.87	18	17	0	0	0	1	0	0	0
3337	144.44	15	0	0	1	1	0	0	0	1
8111	676.64	16	5	0	1	0	1	0	0	0
24095	391.74	16	11	0	0	0	0	0	1	0
4173	1282.05	15	25	0	1	1	0	0	0	0
8330	427.35	8	37	0	1	0	1	0	0	0
8181	906.93	18	29	0	1	0	1	0	0	0
2994	712.25	15	9	0	1	1	0	0	0	0
27160	1661.92	18	11	0	1	0	0	0	1	0
4594	104.46	14	8	0	1	1	0	0	0	0
13456	759.73	16	14	0	1	0	0	1	0	0
5090	427.35	12	14	0	1	1	0	0	0	0
17863	779.73	12	31	0	1	0	0	1	0	0
9416	764.48	12	11	0	1	0	1	0	0	0
22655	190.8	11	44	0	0	0	0	0	1	1
19246	308.64	12	31	0	0	0	0	1	0	0
18912	540.12	8	42	0	1	0	0	1	0	0
11886	617.28	14	3	0	1	0	1	0	0	0
15561	919.36	12	34	0	0	0	0	1	0	0
14013	451.09	9	53	1	1	0	0	1	0	0
14073	254.04	12	3	1	1	0	0	1	0	0
2154	712.25	12	42	0	1	1	0	0	0	0
8145	569.8	12	8	0	1	0	1	0	0	0
11582	768.18	12	11	0	1	0	1	0	0	0
9494	1055.89	12	24	0	1	0	1	0	0	0
4420	854.7	12	24	0	1	1	0	0	0	0
23504	420.88	10	11	0	1	0	0	0	1	0
2482	664.77	14	7	0	1	1	0	0	0	0
2591	237.42	12	7	0	1	1	0	0	0	1
2137	735.99	16	10	0	1	1	0	0	0	0
13593	735.99	16	38	0	0	0	0	1	0	0
9501	830.96	12	43	0	1	0	1	0	0	0
14542	759.73	10	27	1	1	0	0	1	0	0
24730	370.37	14	17	0	1	0	0	0	1	0
23806	403.61	13	25	0	1	0	0	0	1	0
3078	118.71	13	2	0	1	1	0	0	0	0
27191	1187.08	12	14	0	1	0	0	0	1	0
16016	569.8	7	30	0	0	0	0	1	0	0
9342	720.94	9	42	0	1	0	1	0	0	0
22014	384.62	12	4	1	1	0	0	1	0	0
18214	807.22	12	39	0	1	0	0	1	0	0
15793	123.46	12	1	1	0	0	0	1	0	1
2834	760.45	13	26	1	1	1	0	0	0	0
10959	109.21	12	2	0	1	0	1	0	0	1
21367	100.78	13	0	0	1	0	0	1	0	1
25090	288.07	12	48	0	1	0	0	0	1	1
12439	878.44	12	13	0	0	0	1	0	0	0
9685	266.67	12	4	0	1	0	1	0	0	0
22120	183.39	12	28	0	0	0	0	0	1	1
7198	284.9	9	19	0	1	0	1	0	0	0
7705	320.51	13	5	0	1	0	1	0	0	0
3615	522.32	12	40	0	1	1	0	0	0	0
21732	216.05	13	10	0	0	0	0	1	0	0
14107	232.67	12	12	1	1	0	0	1	0	0
22802	414.01	13	25	0	0	0	0	0	1	0
27262	664.77	13	26	0	1	0	0	0	1	0
13907	717	15	11	0	1	0	0	1	0	0
17631	493.83	18	19	1	1	0	0	1	0	1
16178	189.93	16	-1	0	1	0	0	1	0	0
19205	411.52	12	43	0	1	0	0	1	0	0
8485	427.98	14	0	0	1	0	1	0	0	1
13786	652.9	12	39	0	1	0	0	1	0	0
17301	368	12	39	0	1	0	0	1	0	0
22956	1187.08	18	17	0	0	0	0	0	1	0
22436	379.87	13	2	0	0	0	0	0	1	0
2595	225.13	11	7	0	1	1	0	0	0	0
27072	641.03	16	1	0	1	0	0	0	1	0
25573	284.9	16	8	0	1	0	0	0	1	0
9806	717.77	12	4	0	1	0	1	0	0	0
18047	154.32	13	0	0	1	0	0	1	0	0
8756	641.03	18	30	0	1	0	1	0	0	0
15677	199.43	16	4	1	0	0	0	1	0	0
19035	555.56	12	14	0	0	0	0	1	0	0
1718	240.55	8	15	0	0	1	0	0	0	0
26233	205.76	4	28	0	1	0	0	0	1	0
21281	203.75	16	7	0	1	0	0	1	0	1
3391	522.32	16	9	0	1	1	0	0	0	0
3773	797.65	12	30	0	1	1	0	0	0	0
12681	569.8	18	24	0	1	0	1	0	0	0
11748	498.58	13	15	0	1	0	1	0	0	0
11556	1742.92	12	19	0	1	0	1	0	0	0
12262	237.42	12	28	0	0	0	1	0	0	0
6037	403.61	12	11	0	0	1	0	0	0	0
23924	63.24	17	9	0	1	0	0	0	1	0
20769	249.29	13	2	0	1	0	0	1	0	0
7642	399.42	12	5	0	0	0	1	0	0	0
25701	142.45	5	16	0	1	0	0	0	1	0
7178	128.6	15	-2	0	1	0	1	0	0	1
14625	154.32	9	32	0	0	0	0	1	0	0
17246	1187.08	14	24	0	1	0	0	1	0	0
21676	284.9	14	14	0	1	0	0	1	0	1
3864	79.77	8	49	0	0	1	0	0	0	1
18841	944.92	16	9	0	1	0	0	1	0	0
14318	498.46	18	10	0	1	0	0	1	0	0
27334	830.96	16	3	0	1	0	0	0	1	0
20419	427.35	13	13	0	0	0	0	1	0	0
14434	1092.12	18	19	0	1	0	0	1	0	0
20179	287.11	12	6	0	1	0	0	1	0	0
10587	1041.98	8	52	0	1	0	1	0	0	0
27780	92.59	12	0	0	1	0	0	0	1	1
15667	286.42	7	57	0	1	0	0	1	0	0
25781	197.53	6	14	0	1	0	0	0	1	0
20251	830.96	13	23	0	1	0	0	1	0	0
10489	925.93	18	33	0	1	0	1	0	0	0
18326	94.97	9	10	0	0	0	0	1	0	0
14780	160.49	11	2	0	1	0	0	1	0	0
12285	343.36	15	6	0	0	0	1	0	0	0
17600	253.24	12	6	0	1	0	0	1	0	0
24854	367.9	9	41	0	1	0	0	0	1	0
2110	1068.38	17	15	0	1	1	0	0	0	0
9673	593.54	12	20	0	1	0	1	0	0	0
21219	213.68	5	10	0	1	0	0	1	0	0
4588	1044.63	12	42	0	1	1	0	0	0	0
5927	284.9	16	2	0	1	1	0	0	0	1
19307	65.65	12	11	0	0	0	0	1	0	0
2087	280.58	13	1	0	1	1	0	0	0	0
13984	50.39	18	6	0	1	0	0	1	0	1
18130	712.25	14	21	0	1	0	0	1	0	0
13959	498.58	12	13	0	0	0	0	1	0	0
9222	296.3	18	10	0	1	0	1	0	0	0
8306	712.25	13	31	1	1	0	1	0	0	0
24297	216.05	15	0	0	1	0	0	0	1	0
10288	1150.39	11	45	0	1	0	1	0	0	0
5189	593.54	16	41	0	1	1	0	0	0	0
18627	237.42	10	15	0	1	0	0	1	0	0
21163	997.15	10	37	0	1	0	0	1	0	0
6209	68.59	14	1	0	1	1	0	0	0	0
2444	261.16	16	1	0	1	1	0	0	0	1
20119	166.19	18	25	0	1	0	0	1	0	0
5069	498.58	11	43	1	1	1	0	0	0	0
8948	77.16	14	0	0	1	0	1	0	0	1
16015	301.52	10	35	0	0	0	0	1	0	0
16476	569.8	12	13	0	0	0	0	1	0	0
23109	474.83	16	25	0	1	0	0	0	1	0
6547	536.56	12	18	0	1	0	1	0	0	0
3862	427.35	12	12	0	0	1	0	0	0	0
14168	192.04	12	1	1	1	0	0	1	0	0
25221	1780.63	18	21	0	1	0	0	0	1	0
15502	256.79	12	21	1	1	0	0	1	0	0
7141	356.13	12	16	0	1	0	1	0	0	0
5856	246.91	12	11	0	1	1	0	0	0	0
7131	1251.89	12	38	0	1	0	1	0	0	0
27933	1187.08	15	19	0	0	0	0	0	1	0
10562	488.19	12	24	0	0	0	1	0	0	0
26253	1543.21	17	36	0	1	0	0	0	1	0
26332	148.15	17	2	0	1	0	0	0	1	1
21933	84.28	8	25	0	1	0	0	1	0	1
17499	284.9	7	50	0	1	0	0	1	0	0
24317	589.21	11	23	0	1	0	0	0	1	0
22313	730.58	12	31	0	0	0	0	0	1	0
12650	1661.92	18	17	0	1	0	1	0	0	0
26028	1032.76	13	23	0	1	0	0	0	1	0
8318	1139.6	18	16	0	1	0	1	0	0	0
18973	795.35	15	27	0	1	0	0	1	0	0
25168	2374.15	18	19	0	1	0	0	0	1	0
24473	427.35	12	3	0	1	0	0	0	1	0
812	666.67	18	4	0	1	1	0	0	0	0
17310	308.64	14	7	0	1	0	0	1	0	0
26991	493.83	5	40	0	1	0	0	0	1	0
8221	104.3	4	36	0	1	0	1	0	0	0
27179	949.67	16	9	0	1	0	0	0	1	0
19467	591.93	12	40	0	1	0	0	1	0	0
4204	444.44	12	14	0	1	1	0	0	0	0
24917	759.73	12	33	0	1	0	0	0	1	0
17062	237.42	17	12	0	1	0	0	1	0	0
16309	356.13	13	1	1	1	0	0	1	0	0
98	949.67	17	17	0	0	1	0	0	0	0
23486	474.83	12	18	0	1	0	0	0	1	0
18194	567.71	12	12	0	1	0	0	1	0	0
22096	546.06	12	16	0	1	0	0	0	1	0
24400	152.51	13	-1	0	0	0	0	0	1	0
10298	740.74	18	13	0	1	0	1	0	0	0
5256	1899.34	16	23	0	1	1	0	0	0	0
1468	246.91	18	4	0	1	1	0	0	0	1
673	543.54	12	11	0	1	1	0	0	0	0
16779	1044.63	13	35	0	0	0	0	1	0	0
26189	370.37	12	12	0	1	0	0	0	1	0
2377	338.9	8	12	0	1	1	0	0	0	0
10713	83.1	16	3	0	0	0	1	0	0	1
23562	735.99	12	16	1	1	0	0	0	1	0
27174	112.35	15	2	0	1	0	0	0	1	1
15463	1474.03	18	33	0	1	0	0	1	0	0
7447	220.46	12	1	0	0	0	1	0	0	0
1521	759.73	14	24	0	1	1	0	0	0	0
7171	67.02	12	5	0	1	0	1	0	0	0
3319	949.67	13	26	0	1	1	0	0	0	0
20402	356.13	10	30	1	0	0	0	1	0	0
9573	1020.89	16	16	1	1	0	1	0	0	0
22483	404.04	16	7	0	1	0	0	0	1	1
27691	126.61	13	7	1	1	0	0	0	1	0
20066	832.62	18	19	0	1	0	0	1	0	0
25371	617.28	12	45	0	1	0	0	0	1	0
13974	712.25	15	12	0	0	0	0	1	0	0
4476	712.25	12	16	0	1	1	0	0	0	0
25653	92.59	11	1	0	1	0	0	0	1	0
399	973.41	18	23	0	1	1	0	0	0	0
18263	432.1	12	25	1	1	0	0	1	0	0
9296	987.65	16	5	0	1	0	1	0	0	0
7459	177.78	12	14	0	0	0	1	0	0	0
6445	617.28	12	23	0	1	0	1	0	0	0
7205	237.42	14	33	0	1	0	1	0	0	0
2471	493.83	15	8	0	1	1	0	0	0	0
27313	284.9	11	7	0	1	0	0	0	1	0
9571	451.09	12	12	0	1	0	1	0	0	0
24065	349.79	15	46	0	0	0	0	0	1	0
19167	353.21	15	9	0	0	0	0	1	0	0
16155	1780.63	15	22	0	1	0	0	1	0	0
10024	498.58	12	7	0	1	0	1	0	0	0
4102	664.77	12	37	0	1	1	0	0	0	0
24613	237.42	10	10	0	1	0	0	0	1	0
25918	1187.08	14	32	1	1	0	0	0	1	0
19751	284.9	7	35	0	0	0	0	1	0	0
11020	474.83	14	18	0	0	0	1	0	0	0
17827	783.48	14	39	0	1	0	0	1	0	0
6280	629.15	16	11	0	1	1	0	0	0	0
21001	213.99	12	1	0	1	0	0	1	0	1
19717	389.08	12	8	0	0	0	0	1	0	0
24532	284.59	13	13	1	1	0	0	0	1	0
11355	503.21	12	16	0	0	0	1	0	0	0
320	1187.08	7	33	0	1	1	0	0	0	0
12024	142.45	12	50	0	0	0	1	0	0	1
8670	949.67	16	25	0	1	0	1	0	0	0
12125	333.57	18	2	0	1	0	1	0	0	0
6100	251.4	12	6	0	0	1	0	0	0	0
21763	189.93	12	12	1	1	0	0	1	0	0
6629	493.83	14	17	0	1	0	1	0	0	0
22980	830.96	14	17	0	0	0	0	0	1	0
20838	959.88	16	5	0	1	0	0	1	0	0
9593	807.22	16	3	0	1	0	1	0	0	0
14629	759.73	12	13	0	0	0	0	1	0	0
13561	474.83	12	23	0	0	0	0	1	0	0
9652	1020.89	11	29	0	1	0	1	0	0	0
20475	498.58	16	2	0	1	0	0	1	0	0
18264	356.13	14	9	0	1	0	0	1	0	0
11986	61.73	17	-1	0	0	0	1	0	0	1
21935	160.18	6	20	0	1	0	0	1	0	0
18113	493.83	12	3	0	1	0	0	1	0	0
15231	1305.79	16	45	0	1	0	0	1	0	0
19527	830.96	13	32	0	1	0	0	1	0	0
21739	527.07	14	14	0	1	0	0	1	0	0
25608	220.8	10	11	0	1	0	0	0	1	0
14730	712.25	11	27	0	0	0	0	1	0	0
10660	955.79	15	22	0	1	0	1	0	0	0
20645	686.04	12	7	0	1	0	0	1	0	0
1458	688.51	12	20	0	1	1	0	0	0	0
24202	436.85	16	26	0	1	0	0	0	1	0
14588	664.77	10	9	0	0	0	0	1	0	0
23876	1780.63	18	5	0	1	0	0	0	1	0
19952	356.13	14	5	1	1	0	0	1	0	0
27292	664.77	16	6	0	1	0	0	0	1	0
26983	569.8	6	19	0	1	0	0	0	1	0
12194	391.74	16	11	0	1	0	1	0	0	0
14299	284.9	12	8	0	1	0	0	1	0	0
12484	71.23	13	28	0	0	0	1	0	0	0
17037	1139.6	18	11	0	1	0	0	1	0	0
21548	194.44	1	16	0	0	0	0	1	0	0
11594	522.32	12	25	0	1	0	1	0	0	0
16865	451.09	17	5	0	0	0	0	1	0	0
5724	293.4	12	5	0	1	1	0	0	0	0
27355	237.42	12	4	0	1	0	0	0	1	0
27405	617.28	12	12	0	1	0	0	0	1	0
17785	563.77	12	42	0	1	0	0	1	0	0
7767	522.32	15	5	0	1	0	1	0	0	0
19310	581.67	14	13	0	0	0	0	1	0	0
25267	546.06	9	28	0	0	0	0	0	1	0
11341	593.54	12	37	0	0	0	1	0	0	0
4120	522.32	11	45	1	1	1	0	0	0	0
22185	1234.57	18	15	0	0	0	0	0	1	0
7985	130.41	12	38	0	0	0	1	0	0	0
24268	1139.6	14	34	0	1	0	0	0	1	0
25557	284.9	12	27	1	1	0	0	0	1	0
10403	735.99	16	12	0	1	0	1	0	0	0
14931	356.13	12	12	0	0	0	0	1	0	0
22043	985.28	14	44	0	0	0	0	1	0	0
9195	790.36	12	30	0	0	0	1	0	0	0
16216	830.96	10	34	0	1	0	0	1	0	0
3794	356.13	15	9	0	1	1	0	0	0	0
19868	372.84	4	24	1	0	0	0	1	0	0
2525	403.61	12	10	0	1	1	0	0	0	0
25196	227.02	15	0	0	1	0	0	0	1	1
14153	108.02	13	0	1	1	0	0	1	0	1
7651	284.9	16	0	0	0	0	1	0	0	1
21436	356.13	0	54	0	1	0	0	1	0	0
16342	403.61	14	13	1	1	0	0	1	0	0
18093	911.68	14	10	0	1	0	0	1	0	0
26388	617.28	12	8	0	1	0	0	0	1	0
13844	1384.57	18	21	0	1	0	0	1	0	0
25053	593.54	14	19	0	0	0	0	0	1	0
1808	712.25	13	13	0	0	1	0	0	0	0
14170	460.39	16	12	0	1	0	0	1	0	0
24180	546.06	16	7	0	1	0	0	0	1	0
21971	688.51	16	6	0	1	0	0	1	0	0
27812	1187.08	15	18	0	0	0	0	0	1	0
22356	345.68	16	22	0	0	0	0	0	1	1
14630	123.46	11	49	0	0	0	0	1	0	1
11533	709.88	12	16	0	1	0	1	0	0	0
15958	382.19	12	15	0	0	0	0	1	0	0
16512	641.03	18	32	0	1	0	0	1	0	0
12904	256.41	12	25	0	0	0	1	0	0	0
11015	442.83	12	8	0	0	0	1	0	0	0
14726	213.68	2	51	0	0	0	0	1	0	0
7859	166.19	14	18	0	0	0	1	0	0	0
25389	237.42	6	28	0	1	0	0	0	1	0
10715	415.48	12	14	0	0	0	1	0	0	0
12428	415.48	12	22	0	0	0	1	0	0	0
3721	1092.12	16	5	0	1	1	0	0	0	0
3538	109.19	14	-1	0	1	1	0	0	0	1
10234	347.79	12	13	0	0	0	1	0	0	0
15116	403.61	16	15	0	1	0	0	1	0	0
6485	451.09	12	43	0	1	0	1	0	0	0
27447	712.25	11	31	0	1	0	0	0	1	0
8923	1377.02	18	13	0	1	0	1	0	0	0
7098	293.21	10	31	0	1	0	1	0	0	0
28026	427.35	13	39	0	1	0	0	0	1	0
25276	3283.95	10	10	0	1	0	0	0	1	1
20525	304.8	12	10	0	1	0	0	1	0	0
10735	451.09	11	14	0	1	0	1	0	0	0
10798	380.34	11	21	0	1	0	1	0	0	0
6253	2374.15	18	17	0	1	1	0	0	0	0
15387	7716.05	3	59	0	1	0	0	1	0	1
26916	830.96	12	29	0	1	0	0	0	1	0
23146	123.46	12	42	0	1	0	0	0	1	1
27914	1899.34	9	36	0	1	0	0	0	1	0
13319	833.74	13	35	0	1	0	0	1	0	0
25160	370.37	12	7	0	1	0	0	0	1	0
1045	74.51	14	-2	0	1	1	0	0	0	1
26246	830.96	7	26	0	1	0	0	0	1	0
26391	199.43	2	15	0	1	0	0	0	1	0
6230	324.38	12	10	0	1	1	0	0	0	0
14420	408.36	12	5	0	1	0	0	1	0	0
6031	810.47	12	13	0	1	1	0	0	0	0
15638	237.42	16	8	0	0	0	0	1	0	0
20370	733.88	12	31	0	0	0	0	1	0	0
19231	185.19	10	5	0	0	0	0	1	0	0
2264	237.42	12	13	0	1	1	0	0	0	0
10284	118.64	15	7	0	0	0	1	0	0	1
1664	308.64	14	9	0	1	1	0	0	0	0
28087	1899.34	15	21	0	1	0	0	0	1	0
10141	1056.51	18	18	0	1	0	1	0	0	0
13754	197.22	16	0	0	1	0	0	1	0	1
6461	261.16	16	4	0	1	0	1	0	0	1
4356	664.77	15	12	0	1	1	0	0	0	0
11139	73.6	14	13	0	1	0	1	0	0	1
12570	688.51	12	8	0	0	0	1	0	0	0
13176	284.9	9	19	0	1	0	1	0	0	0
26486	213.68	12	10	0	1	0	0	0	1	0
24432	593.54	14	27	0	0	0	0	0	1	0
2312	515.62	12	8	0	1	1	0	0	0	0
4558	474.83	12	6	0	1	1	0	0	0	0
1584	741.41	14	14	0	0	1	0	0	0	0
9228	712.25	10	20	0	1	0	1	0	0	0
7704	592.59	12	10	1	1	0	1	0	0	0
4008	427.35	12	12	0	0	1	0	0	0	0
19191	185.19	9	13	0	0	0	0	1	0	0
14915	712.25	13	26	0	1	0	0	1	0	0
24659	392.82	15	14	0	0	0	0	0	1	1
9071	182.72	12	2	0	0	0	1	0	0	0
20158	1333.33	13	27	0	1	0	0	1	0	0
21324	165.43	14	10	0	1	0	0	1	0	0
11635	308.64	9	8	0	1	0	1	0	0	0
23193	735.99	15	17	0	1	0	0	0	1	0
25543	830.96	12	39	0	1	0	0	0	1	0
8250	712.25	12	31	0	1	0	1	0	0	0
13250	106.84	12	1	0	0	0	1	0	0	1
20216	256.17	7	41	0	1	0	0	1	0	0
14371	997.15	15	33	0	1	0	0	1	0	0
7213	225.55	12	27	1	1	0	1	0	0	0
25731	1068.38	12	15	1	1	0	0	0	1	0
21911	691.36	13	4	0	0	0	0	1	0	0
21842	426.16	12	8	0	0	0	0	1	0	0
10477	664.77	11	32	1	1	0	1	0	0	0
14927	617.28	10	15	1	0	0	0	1	0	0
9428	767.08	16	22	0	1	0	1	0	0	0
8528	474.83	12	8	0	1	0	1	0	0	0
7392	712.25	15	15	1	1	0	1	0	0	0
7561	709.88	12	16	0	0	0	1	0	0	0
16494	356.05	12	22	1	0	0	0	1	0	0
11662	82.3	12	4	1	1	0	1	0	0	1
26601	237.42	16	7	0	1	0	0	0	1	0
10473	949.67	16	43	0	1	0	1	0	0	0
1620	493.83	14	0	0	0	1	0	0	0	0
2342	735.99	14	17	1	0	1	0	0	0	0
24303	973.41	12	28	0	1	0	0	0	1	0
27990	498.58	16	4	0	1	0	0	0	1	0
15201	308.64	7	48	0	1	0	0	1	0	0
15489	961.54	18	28	0	1	0	0	1	0	0
4471	462.96	12	13	0	1	1	0	0	0	0
6957	830.96	18	10	0	1	0	1	0	0	0
18888	1115.86	18	27	1	1	0	0	1	0	0
15542	393.4	7	48	0	0	0	0	1	0	0
7739	465.8	18	0	0	1	0	1	0	0	0
13279	261.16	16	6	0	1	0	1	0	0	0
20335	416.67	11	9	0	1	0	0	1	0	0
22094	892.92	12	45	0	1	0	0	0	1	0
2560	757.36	12	43	0	1	1	0	0	0	0
8140	118.71	15	4	0	1	0	1	0	0	1
17461	171.47	7	55	0	1	0	0	1	0	1
19835	213.27	12	25	1	0	0	0	1	0	0
5853	973.41	8	43	0	1	1	0	0	0	0
19433	453.51	12	12	0	0	0	0	1	0	0
13405	771.6	14	30	0	1	0	0	1	0	0
25082	1092.12	18	27	0	1	0	0	0	1	0
10760	661.38	12	2	0	0	0	1	0	0	0
4585	626.52	13	22	0	1	1	0	0	0	0
7768	1139.28	12	36	0	1	0	1	0	0	0
20662	432.1	13	9	0	1	0	0	1	0	0
24013	890.31	16	23	0	1	0	0	0	1	0
6067	284.9	16	5	0	1	1	0	0	0	0
13773	1424.5	18	19	0	1	0	0	1	0	0
20945	2374.15	18	12	0	1	0	0	1	0	0
5820	830.96	12	15	0	1	1	0	0	0	0
25842	569.8	12	26	0	1	0	0	0	1	0
