popul	TVnews	selfLR	ClinLR	DoleLR	PID	age	educ	income	vote
669	50	4	sliLib	Lib	Con	strDem	44	HS	$50K-$60K	Clinton
670	1	7	Con	sliCon	Lib	indDem	39	Coll	$50K-$60K	Clinton
671	11	1	Mod	sliLib	Con	weakDem	45	HS	$50K-$60K	Clinton
672	51	5	sliLib	sliLib	Con	strDem	72	BAdeg	$50K-$60K	Clinton
673	160	7	Lib	sliLib	sliCon	weakDem	44	MAdeg	$50K-$60K	Clinton
674	16	7	extLib	sliLib	Con	strDem	61	MAdeg	$60K-$75K	Clinton
675	110	6	Con	Lib	Con	strRep	34	MAdeg	$60K-$75K	Dole
676	110	4	sliCon	Lib	sliCon	weakRep	61	BAdeg	$60K-$75K	Dole
677	13	6	sliLib	sliLib	extCon	weakDem	67	Coll	$60K-$75K	Clinton
678	220	7	Mod	extLib	Mod	strRep	38	BAdeg	$60K-$75K	Dole
679	470	7	Mod	Lib	Con	weakDem	50	BAdeg	$60K-$75K	Clinton
680	22	6	Con	extLib	Con	strRep	62	Coll	$60K-$75K	Dole
681	9	2	Con	sliLib	Con	weakRep	36	BAdeg	$60K-$75K	Dole
682	22	3	Con	sliLib	sliCon	indRep	50	BAdeg	$60K-$75K	Dole
683	190	2	Mod	Lib	extCon	weakDem	30	BAdeg	$60K-$75K	Clinton
684	100	5	Con	Lib	Con	strRep	59	CCdeg	$60K-$75K	Dole
685	14	7	sliLib	sliLib	Con	strDem	62	BAdeg	$60K-$75K	Clinton
686	0	7	Mod	sliLib	Con	indind	40	Coll	$60K-$75K	Clinton
687	180	1	Con	extLib	Con	strRep	30	Coll	$60K-$75K	Dole
688	3	6	sliLib	Lib	Con	indDem	47	HS	$60K-$75K	Clinton
689	51	2	sliCon	Lib	Con	weakDem	41	BAdeg	$60K-$75K	Clinton
690	9	2	Con	extLib	Con	strRep	35	MAdeg	$60K-$75K	Dole
691	0	7	sliCon	Lib	Con	strRep	45	Coll	$60K-$75K	Dole
692	0	2	Mod	Lib	Con	indRep	34	BAdeg	$60K-$75K	Dole
693	71	2	sliCon	extCon	Lib	indDem	55	HS	$60K-$75K	Clinton
694	290	1	sliCon	sliLib	Con	indDem	37	Coll	$60K-$75K	Clinton
695	45	3	sliCon	Lib	Mod	indRep	61	MAdeg	$60K-$75K	Dole
696	0	3	Mod	sliCon	Mod	weakDem	62	HSdrop	$60K-$75K	Clinton
697	26	1	sliCon	Lib	Con	strRep	54	BAdeg	$60K-$75K	Dole
698	87	3	Lib	sliLib	Con	weakDem	33	BAdeg	$60K-$75K	Clinton
699	0	0	Lib	sliLib	Con	weakDem	50	BAdeg	$60K-$75K	Clinton
700	630	0	sliLib	Mod	extCon	indDem	37	HS	$60K-$75K	Clinton
701	50	5	sliCon	sliLib	Con	indind	44	HS	$60K-$75K	Dole
702	35	7	Mod	sliLib	Mod	indind	78	HS	$60K-$75K	Clinton
703	180	7	Con	Lib	Mod	strRep	56	HS	$60K-$75K	Clinton
704	32	0	Lib	sliLib	Mod	indDem	29	BAdeg	$60K-$75K	Clinton
705	0	7	sliLib	Lib	sliCon	indRep	52	BAdeg	$60K-$75K	Clinton
706	51	1	Con	Mod	sliCon	weakDem	31	HS	$60K-$75K	Clinton
707	40	0	Con	sliLib	Con	strRep	34	MAdeg	$60K-$75K	Dole
708	0	2	sliCon	sliLib	Con	weakRep	31	MAdeg	$60K-$75K	Dole
709	0	7	Mod	sliLib	sliCon	indDem	43	BAdeg	$60K-$75K	Clinton
710	0	1	Mod	Mod	sliLib	weakRep	31	HS	$60K-$75K	Dole
711	1	6	Con	extLib	Con	strRep	63	MAdeg	$60K-$75K	Dole
712	7	2	Lib	sliLib	extCon	indRep	38	Coll	$60K-$75K	Clinton
713	0	2	Con	Lib	Con	strRep	31	CCdeg	$60K-$75K	Dole
714	71	2	Lib	extLib	extCon	strDem	64	HS	$60K-$75K	Clinton
715	75	2	sliLib	Lib	sliCon	weakRep	55	MAdeg	$60K-$75K	Clinton
716	55	1	Lib	Lib	Con	strDem	41	HS	$60K-$75K	Clinton
717	290	4	sliLib	Mod	sliCon	weakRep	38	Coll	$60K-$75K	Dole
718	88	4	Con	sliLib	Con	weakRep	28	BAdeg	$60K-$75K	Dole
719	0	7	Mod	sliLib	sliCon	weakRep	42	CCdeg	$60K-$75K	Dole
720	16	7	Lib	Mod	sliLib	weakDem	43	Coll	$60K-$75K	Clinton
721	75	1	sliCon	extLib	Con	weakRep	37	Coll	$60K-$75K	Dole
722	220	1	Mod	Lib	Con	indind	47	CCdeg	$60K-$75K	Clinton
723	3	5	sliCon	extLib	Con	weakRep	52	MAdeg	$60K-$75K	Dole
724	130	0	sliCon	Lib	Con	weakRep	32	Coll	$60K-$75K	Dole
725	0	5	Mod	Mod	sliLib	indDem	29	HS	$60K-$75K	Clinton
726	110	2	Con	Lib	sliCon	indRep	56	HS	$60K-$75K	Dole
727	12	7	Mod	sliLib	sliCon	weakRep	63	MAdeg	$60K-$75K	Dole
728	180	3	sliLib	sliLib	Con	weakDem	35	CCdeg	$60K-$75K	Clinton
729	93	7	Mod	sliLib	sliCon	indind	36	Coll	$60K-$75K	Dole
730	170	7	Mod	Lib	extCon	strDem	75	CCdeg	$60K-$75K	Clinton
731	31	5	sliLib	sliLib	Con	weakDem	48	BAdeg	$60K-$75K	Clinton
732	62	4	extCon	Lib	Con	strRep	36	CCdeg	$60K-$75K	Dole
733	30	4	Mod	sliLib	Con	indDem	34	BAdeg	$60K-$75K	Clinton
734	66	7	Mod	sliLib	extCon	weakDem	35	CCdeg	$60K-$75K	Clinton
735	3	3	sliCon	Lib	sliCon	strRep	50	Coll	$60K-$75K	Dole
736	18	3	sliCon	Lib	sliCon	strRep	39	MAdeg	$60K-$75K	Dole
737	350	5	sliCon	Mod	Con	weakRep	70	MAdeg	$60K-$75K	Dole
738	71	7	Mod	Lib	sliCon	strRep	76	HS	$60K-$75K	Dole
739	3500	5	sliCon	Lib	sliCon	weakRep	35	BAdeg	$60K-$75K	Dole
740	0	0	sliLib	Mod	sliLib	indind	53	MAdeg	$60K-$75K	Dole
741	360	6	sliCon	Lib	Con	indRep	46	BAdeg	$60K-$75K	Dole
742	81	2	sliCon	Lib	sliCon	indRep	34	Coll	$60K-$75K	Dole
743	350	5	Mod	Mod	Con	weakRep	69	Coll	$60K-$75K	Clinton
744	190	1	sliCon	Lib	sliCon	weakDem	32	HS	$60K-$75K	Clinton
745	0	7	sliCon	extLib	Con	strRep	50	HSdrop	$60K-$75K	Dole
746	290	1	sliCon	sliLib	Con	strRep	35	BAdeg	$60K-$75K	Dole
747	18	0	Con	extLib	Con	strRep	67	CCdeg	$60K-$75K	Dole
748	11	3	sliCon	sliCon	Con	weakRep	47	HS	$60K-$75K	Clinton
749	2	2	Con	sliLib	sliCon	indRep	50	BAdeg	$60K-$75K	Dole
750	570	0	Con	Lib	Con	indRep	32	HS	$60K-$75K	Dole
751	310	3	sliCon	Mod	Con	indDem	58	CCdeg	$60K-$75K	Clinton
752	1	7	sliLib	Lib	extCon	strDem	49	MAdeg	$60K-$75K	Clinton
753	0	2	Con	sliLib	Con	weakDem	43	Coll	$60K-$75K	Dole
754	35	1	sliCon	Lib	Con	weakRep	24	BAdeg	$60K-$75K	Dole
755	22	7	sliCon	sliLib	Mod	indDem	58	MAdeg	$60K-$75K	Clinton
756	2	1	Lib	Lib	sliCon	strDem	43	Coll	$60K-$75K	Clinton
757	0	7	Mod	sliLib	Con	weakRep	59	HS	$60K-$75K	Dole
758	0	3	Con	extLib	Con	strRep	40	CCdeg	$60K-$75K	Dole
759	310	0	sliCon	Lib	extCon	strDem	35	Coll	$60K-$75K	Clinton
760	470	5	Lib	sliLib	sliCon	weakDem	48	Coll	$60K-$75K	Clinton
761	0	4	Con	extLib	Con	strRep	40	HS	$60K-$75K	Dole
762	270	3	sliLib	Lib	extCon	strDem	48	HS	$60K-$75K	Clinton
763	110	0	Lib	Mod	Con	strDem	47	MAdeg	$60K-$75K	Clinton
764	50	3	Con	Mod	extLib	weakDem	23	HS	$60K-$75K	Clinton
765	0	0	Con	extLib	Con	strRep	38	HS	$60K-$75K	Dole
766	3	7	Con	Lib	Con	strRep	81	MAdeg	$60K-$75K	Dole
767	31	5	sliLib	sliLib	Con	weakDem	48	BAdeg	$60K-$75K	Clinton
768	22	7	sliCon	Con	Lib	indRep	52	HS	$60K-$75K	Clinton
769	83	2	Mod	extLib	Con	indind	24	BAdeg	$60K-$75K	Dole
770	9	0	Mod	Lib	Con	weakDem	21	CCdeg	$60K-$75K	Clinton
771	5	7	sliCon	Lib	Con	weakRep	70	BAdeg	$60K-$75K	Dole
772	0	7	extCon	extLib	extCon	strRep	24	BAdeg	$60K-$75K	Dole
773	0	7	Mod	sliLib	sliCon	weakDem	57	MAdeg	$60K-$75K	Clinton
774	0	6	sliLib	sliCon	Con	indRep	37	BAdeg	$60K-$75K	Clinton
775	27	1	sliLib	sliCon	sliLib	weakRep	25	CCdeg	$60K-$75K	Clinton
776	110	1	Con	sliCon	extLib	weakDem	33	HS	$60K-$75K	Clinton
777	0	7	Mod	Con	sliLib	strDem	45	HS	$75K-$90K	Clinton
778	0	3	sliCon	Lib	extCon	weakRep	42	BAdeg	$75K-$90K	Clinton
779	350	3	sliLib	sliLib	Con	indDem	47	BAdeg	$75K-$90K	Clinton
780	0	7	Con	extLib	Con	strRep	51	MAdeg	$75K-$90K	Dole
781	5	7	sliCon	Mod	Con	weakRep	85	HSdrop	$75K-$90K	Clinton
782	15	4	sliLib	sliLib	Con	indDem	32	MAdeg	$75K-$90K	Clinton
783	35	7	sliLib	sliLib	Con	indDem	31	MAdeg	$75K-$90K	Clinton
784	0	2	Mod	sliLib	Con	indDem	23	BAdeg	$75K-$90K	Clinton
785	75	3	sliLib	sliLib	Con	strDem	42	BAdeg	$75K-$90K	Clinton
786	0	5	Con	Lib	sliCon	weakRep	55	BAdeg	$75K-$90K	Dole
787	16	7	Con	Lib	Con	strRep	45	BAdeg	$75K-$90K	Dole
788	0	1	Con	Lib	sliCon	strRep	35	MAdeg	$75K-$90K	Dole
789	0	0	Lib	Mod	Con	strDem	45	BAdeg	$75K-$90K	Clinton
790	0	0	sliLib	sliLib	sliCon	indDem	42	HS	$75K-$90K	Clinton
791	4	1	Con	Lib	Con	weakRep	37	Coll	$75K-$90K	Dole
792	62	0	Mod	Mod	Mod	weakRep	38	HS	$75K-$90K	Dole
793	0	3	Lib	Lib	Con	weakDem	47	MAdeg	$75K-$90K	Clinton
794	4	7	Mod	Lib	Con	indDem	32	BAdeg	$75K-$90K	Clinton
795	56	2	sliCon	Lib	Con	weakRep	35	BAdeg	$75K-$90K	Dole
796	2	6	Mod	Lib	Con	weakRep	38	Coll	$75K-$90K	Dole
797	0	0	Mod	Mod	Mod	indind	40	HS	$75K-$90K	Clinton
798	75	7	Con	Lib	sliCon	strRep	62	BAdeg	$75K-$90K	Dole
799	10	2	Lib	Lib	Con	weakDem	28	MAdeg	$75K-$90K	Clinton
800	0	6	Con	Lib	sliCon	strRep	59	CCdeg	$75K-$90K	Dole
801	0	2	extLib	Lib	Con	strDem	25	BAdeg	$75K-$90K	Clinton
802	220	2	Mod	Lib	Con	strRep	31	BAdeg	$75K-$90K	Dole
803	0	1	extCon	Lib	Con	strRep	45	Coll	$75K-$90K	Dole
804	75	0	sliCon	Lib	extCon	weakRep	42	BAdeg	$75K-$90K	Clinton
805	0	3	Lib	Lib	sliCon	weakDem	56	MAdeg	$75K-$90K	Clinton
806	140	5	sliLib	sliLib	Con	weakDem	47	MAdeg	$75K-$90K	Clinton
807	290	1	Con	Lib	sliCon	weakRep	38	BAdeg	$75K-$90K	Dole
808	350	7	Mod	sliLib	extCon	indDem	47	BAdeg	$75K-$90K	Clinton
809	55	1	sliCon	Lib	Con	strRep	49	Coll	$75K-$90K	Dole
810	31	3	sliLib	sliLib	Con	indDem	29	MAdeg	$75K-$90K	Clinton
811	17	7	Lib	Lib	Con	strDem	57	BAdeg	$75K-$90K	Clinton
812	51	4	Con	sliLib	sliCon	strRep	68	HS	$75K-$90K	Dole
813	140	7	Lib	Lib	Mod	strDem	76	BAdeg	$75K-$90K	Clinton
814	9	4	Con	Lib	Con	weakRep	66	BAdeg	$75K-$90K	Dole
815	0	7	sliCon	extLib	Con	indRep	59	Coll	$75K-$90K	Dole
816	640	7	sliCon	sliLib	Con	indRep	37	MAdeg	$75K-$90K	Clinton
817	32	2	sliCon	Lib	Con	strRep	38	BAdeg	$75K-$90K	Dole
818	5	7	Con	Lib	Con	weakRep	47	MAdeg	$75K-$90K	Dole
819	8	1	sliCon	Lib	Mod	weakRep	36	MAdeg	$75K-$90K	Dole
820	18	0	sliCon	Mod	Con	strDem	45	MAdeg	$75K-$90K	Clinton
821	0	6	sliCon	Lib	Con	weakRep	39	MAdeg	$75K-$90K	Dole
822	0	1	sliLib	Lib	Con	weakDem	34	BAdeg	$75K-$90K	Clinton
823	0	3	Con	Con	Mod	strDem	49	Coll	$75K-$90K	Clinton
824	31	2	Con	Lib	Con	weakRep	36	BAdeg	$75K-$90K	Dole
825	350	7	Con	extLib	Con	strRep	81	CCdeg	$75K-$90K	Dole
826	20	1	sliCon	Lib	Con	indRep	29	Coll	$75K-$90K	Dole
827	70	3	sliCon	sliLib	Mod	strDem	45	BAdeg	$75K-$90K	Clinton
828	31	3	sliCon	Lib	Con	weakRep	21	Coll	$75K-$90K	Dole
829	3	7	Lib	Mod	sliLib	strRep	33	BAdeg	$75K-$90K	Dole
830	9	7	Mod	Mod	Lib	indDem	44	HS	$90K-$105K	Clinton
831	59	1	Lib	Lib	Con	indRep	52	MAdeg	$90K-$105K	Clinton
832	27	2	sliLib	sliCon	extCon	weakDem	38	Coll	$90K-$105K	Clinton
833	51	4	Lib	sliLib	Con	indDem	44	CCdeg	$90K-$105K	Clinton
834	9	7	Con	Lib	Con	strRep	87	MAdeg	$90K-$105K	Dole
835	0	2	extCon	Lib	Con	weakRep	22	HS	$90K-$105K	Dole
836	88	0	sliLib	sliLib	sliCon	indDem	32	BAdeg	$90K-$105K	Dole
837	67	0	Mod	sliCon	Con	indRep	69	HS	$90K-$105K	Clinton
838	29	2	Con	Lib	sliCon	strRep	49	BAdeg	$90K-$105K	Dole
839	5	0	Con	Lib	Con	strRep	53	HS	$90K-$105K	Dole
840	0	0	Con	extLib	Con	weakRep	44	BAdeg	$90K-$105K	Dole
841	900	1	Con	Lib	extCon	weakRep	34	BAdeg	$90K-$105K	Dole
842	18	1	Con	extLib	sliCon	weakRep	55	MAdeg	$90K-$105K	Dole
843	190	2	sliLib	sliLib	Con	strDem	35	BAdeg	$90K-$105K	Clinton
844	2	7	Mod	sliCon	sliCon	indind	55	HS	$90K-$105K	Clinton
845	5	3	Con	sliLib	sliCon	weakRep	27	BAdeg	$90K-$105K	Dole
846	56	3	Mod	Mod	sliCon	weakDem	26	BAdeg	$90K-$105K	Clinton
847	75	7	Mod	Lib	Con	weakRep	54	BAdeg	$90K-$105K	Clinton
848	56	0	sliCon	Lib	Con	weakRep	42	Coll	$90K-$105K	Dole
849	0	5	Con	extLib	Con	strRep	57	MAdeg	$90K-$105K	Dole
850	0	0	extCon	extLib	Mod	strRep	54	BAdeg	$90K-$105K	Dole
851	75	6	Con	sliLib	Con	strRep	55	BAdeg	$90K-$105K	Dole
852	1600	7	sliCon	sliLib	Con	strRep	50	MAdeg	$90K-$105K	Dole
853	15	0	sliCon	sliCon	Con	weakDem	57	MAdeg	$90K-$105K	Clinton
854	19	3	sliCon	sliLib	extCon	indind	46	Coll	$90K-$105K	Clinton
855	16	7	Con	Lib	Con	strRep	53	BAdeg	$90K-$105K	Dole
856	42	2	sliLib	sliLib	sliCon	strDem	32	MAdeg	$90K-$105K	Clinton
857	18	5	sliCon	Lib	sliCon	indind	53	CCdeg	$90K-$105K	Dole
858	0	3	sliLib	sliLib	Con	weakDem	39	BAdeg	$90K-$105K	Clinton
859	310	1	sliCon	Lib	sliCon	indRep	47	BAdeg	$90K-$105K	Dole
860	1600	7	sliCon	Lib	Mod	indDem	57	Coll	$90K-$105K	Clinton
861	23	5	Con	sliLib	Con	strRep	49	BAdeg	$90K-$105K	Dole
862	20	1	sliCon	Mod	Con	weakRep	31	CCdeg	$90K-$105K	Clinton
863	51	5	sliCon	sliLib	sliCon	weakRep	43	BAdeg	$90K-$105K	Dole
864	0	2	sliCon	Lib	sliCon	indRep	44	BAdeg	$90K-$105K	Dole
865	0	4	Mod	sliLib	Con	strDem	39	BAdeg	$90K-$105K	Clinton
866	0	2	Con	extLib	Con	weakRep	49	Coll	$90K-$105K	Dole
867	18	7	sliCon	Mod	Con	indRep	72	BAdeg	$90K-$105K	Dole
868	7300	7	sliCon	Lib	Con	weakRep	50	BAdeg	$90K-$105K	Dole
869	110	1	sliCon	Lib	Con	strRep	28	Coll	$90K-$105K	Dole
870	0	0	sliCon	Lib	extCon	indind	48	MAdeg	$90K-$105K	Dole
871	3500	1	sliLib	Mod	extCon	weakDem	32	BAdeg	$90K-$105K	Clinton
872	720	7	sliCon	sliCon	sliCon	weakDem	63	Coll	$90K-$105K	Clinton
873	9	4	Mod	sliCon	Con	weakRep	36	Coll	$90K-$105K	Dole
874	47	7	Con	sliLib	Con	strRep	36	BAdeg	$90K-$105K	Dole
875	350	7	sliLib	Lib	extCon	indDem	53	HS	$90K-$105K	Clinton
876	0	5	Lib	Lib	Con	indDem	44	MAdeg	$90K-$105K	Clinton
877	0	0	Mod	Lib	Con	strRep	41	MAdeg	$105Kplus	Dole
878	83	0	Lib	sliLib	Con	weakDem	56	MAdeg	$105Kplus	Clinton
879	1	4	Mod	Mod	Con	indDem	63	MAdeg	$105Kplus	Clinton
880	190	7	Lib	Mod	Con	strDem	52	BAdeg	$105Kplus	Clinton
881	0	7	sliLib	sliLib	extCon	indDem	43	MAdeg	$105Kplus	Clinton
882	12	7	Mod	sliLib	Con	indDem	40	HS	$105Kplus	Clinton
883	9	5	sliCon	extLib	extCon	indRep	69	Coll	$105Kplus	Dole
884	23	7	Lib	Lib	Con	strDem	49	MAdeg	$105Kplus	Clinton
885	9	1	sliLib	sliLib	Con	indDem	65	MAdeg	$105Kplus	Clinton
886	18	5	Con	extLib	Con	weakRep	53	MAdeg	$105Kplus	Dole
887	0	5	sliCon	sliLib	sliCon	strRep	50	Coll	$105Kplus	Dole
888	12	3	Lib	Mod	Con	strDem	27	CCdeg	$105Kplus	Clinton
889	0	6	sliCon	sliLib	sliCon	weakRep	44	BAdeg	$105Kplus	Dole
890	170	2	Lib	sliLib	sliCon	strDem	54	MAdeg	$105Kplus	Clinton
891	0	7	Mod	Lib	Con	indRep	33	CCdeg	$105Kplus	Dole
892	9	0	Mod	Mod	Con	indind	48	MAdeg	$105Kplus	Clinton
893	23	3	sliCon	Lib	Con	weakRep	54	CCdeg	$105Kplus	Dole
894	0	0	Con	Lib	sliCon	strRep	56	HS	$105Kplus	Dole
895	9	1	Lib	Mod	extCon	indDem	34	MAdeg	$105Kplus	Clinton
896	290	7	Con	Mod	extCon	strRep	41	BAdeg	$105Kplus	Clinton
897	1	0	sliCon	extLib	sliCon	strRep	40	BAdeg	$105Kplus	Dole
898	350	1	extCon	Lib	Con	strRep	55	BAdeg	$105Kplus	Dole
899	20	0	Mod	sliLib	sliCon	weakRep	38	BAdeg	$105Kplus	Dole
900	0	3	Con	Lib	Con	strRep	40	BAdeg	$105Kplus	Dole
901	23	1	Con	extLib	Con	strRep	46	Coll	$105Kplus	Dole
902	150	4	sliLib	sliLib	Mod	strDem	26	BAdeg	$105Kplus	Clinton
903	31	0	sliCon	Lib	extCon	indind	49	BAdeg	$105Kplus	Clinton
904	0	7	Mod	extLib	sliCon	strRep	51	CCdeg	$105Kplus	Dole
905	9	2	sliCon	Lib	Con	indRep	46	BAdeg	$105Kplus	Clinton
906	47	0	sliLib	Mod	Con	indDem	40	MAdeg	$105Kplus	Clinton
907	900	0	sliLib	Mod	extCon	indDem	30	CCdeg	$105Kplus	Clinton
908	83	3	Lib	sliLib	Con	indDem	45	CCdeg	$105Kplus	Clinton
909	18	7	sliCon	Mod	Con	indRep	52	MAdeg	$105Kplus	Dole
910	0	0	Con	extLib	sliCon	strRep	36	BAdeg	$105Kplus	Dole
911	20	0	Mod	sliLib	sliCon	indind	49	BAdeg	$105Kplus	Clinton
912	24	7	sliLib	Mod	sliCon	weakDem	38	MAdeg	$105Kplus	Clinton
913	18	0	Lib	Mod	Con	weakDem	51	MAdeg	$105Kplus	Clinton
914	9	3	sliLib	Lib	sliCon	weakDem	47	BAdeg	$105Kplus	Clinton
915	0	1	Con	extLib	sliCon	strRep	52	MAdeg	$105Kplus	Dole
916	9	0	Con	Lib	Con	strRep	33	BAdeg	$105Kplus	Dole
917	0	4	Mod	Lib	Con	strRep	50	Coll	$105Kplus	Dole
918	18	7	Con	Lib	sliCon	indRep	48	MAdeg	$105Kplus	Dole
919	19	3	Lib	Lib	Con	strDem	36	BAdeg	$105Kplus	Clinton
920	31	3	Lib	sliLib	Con	weakDem	35	MAdeg	$105Kplus	Clinton
921	3500	7	extCon	sliLib	sliCon	indRep	34	MAdeg	$105Kplus	Clinton
922	0	7	Lib	Mod	sliCon	indDem	53	BAdeg	$105Kplus	Clinton
923	33	0	Mod	sliLib	Con	indDem	33	MAdeg	$105Kplus	Clinton
924	0	1	Con	sliLib	Con	strRep	52	BAdeg	$105Kplus	Dole
925	18	3	Mod	sliLib	Con	indRep	44	MAdeg	$105Kplus	Clinton
926	0	0	sliLib	Mod	Mod	strDem	48	BAdeg	$105Kplus	Clinton
927	31	3	sliCon	Lib	Con	weakRep	20	Coll	$105Kplus	Dole
928	0	5	sliLib	Lib	Mod	strRep	45	BAdeg	$105Kplus	Dole
929	59	7	Mod	Lib	Con	indDem	70	HS	$105Kplus	Clinton
930	0	0	sliLib	sliLib	Mod	indDem	39	HS	$105Kplus	Clinton
931	7300	7	sliLib	sliLib	sliCon	weakDem	40	MAdeg	$105Kplus	Dole
932	75	4	sliCon	Lib	extCon	weakRep	62	BAdeg	$105Kplus	Dole
933	0	7	sliCon	Lib	Con	indRep	46	BAdeg	$105Kplus	Dole
934	27	7	Mod	Mod	extCon	indDem	46	HS	$105Kplus	Clinton
935	1600	7	Mod	Lib	sliCon	strRep	56	MAdeg	$105Kplus	Dole
936	0	7	Con	sliLib	Con	strRep	55	MAdeg	$105Kplus	Dole
937	0	7	Con	Lib	Con	strRep	41	Coll	$105Kplus	Dole
938	7300	1	Lib	sliLib	Con	strDem	43	MAdeg	$105Kplus	Clinton
939	16	7	extCon	extLib	extCon	strRep	34	HS	$105Kplus	Dole
940	0	7	extCon	extLib	Con	indRep	73	BAdeg	$105Kplus	Dole
941	0	7	sliCon	Lib	Con	strRep	50	BAdeg	$105Kplus	Dole
942	0	3	Con	Lib	extCon	weakRep	43	BAdeg	$105Kplus	Dole
943	0	6	Con	Lib	sliCon	strRep	46	MAdeg	$105Kplus	Dole
944	18	7	Mod	Lib	Con	indind	61	MAdeg	$105Kplus	Dole
