date           axp           vw            ew            sp
20051221       0.012367      0.003787      0.005357      0.002517
20051222      -0.001718      0.004625      0.005428      0.004221
20051223       0.000191      0.000983      0.003363      0.000426
20051227      -0.019881     -0.009810     -0.007569     -0.009553
20051228       0.003121      0.002854      0.003299      0.001297
20051229      -0.006222     -0.002346      0.000072     -0.002981
20051230       0.006848     -0.004413      0.000053     -0.004887
20060103       0.021765      0.016412      0.010981      0.016430
20060104      -0.009700      0.005520      0.007697      0.003673
20060105       0.010587     -0.000335      0.002920      0.000016
20060106       0.003429      0.009804      0.009032      0.009399
20060109       0.024867      0.004309      0.007009      0.003656
20060110      -0.002964      0.000984      0.004278     -0.000357
20060111      -0.005387      0.003199      0.003297      0.003481
20060112       0.000187     -0.006280     -0.002945     -0.006274
20060113      -0.002054      0.001439      0.002924      0.001205
20060117      -0.008982     -0.003420     -0.002867     -0.003635
20060118      -0.003588     -0.004251     -0.001829     -0.003897
20060119      -0.003411      0.007661      0.010498      0.005564
20060120      -0.022628     -0.015945     -0.008844     -0.018326
20060123       0.000778      0.003153      0.003408      0.001847
20060124       0.026827      0.004172      0.007592      0.002405
20060125       0.001515     -0.002229     -0.000175     -0.001721
20060126       0.007939      0.008207      0.009464      0.007235
20060127      -0.000375      0.007043      0.005410      0.007764
20060130      -0.011632      0.001837      0.002908      0.001153
20060131      -0.004366     -0.001532      0.002841     -0.003984
20060201       0.003241      0.001464      0.002352      0.001859
20060202      -0.001140     -0.008453     -0.006317     -0.009061
20060203      -0.004376     -0.004865     -0.002056     -0.005359
20060206      -0.002102      0.002141      0.002836      0.000783
20060207      -0.002872     -0.010211     -0.009193     -0.008095
20060208       0.012675      0.006766      0.003501      0.008663
20060209       0.005879     -0.001720      0.000101     -0.001478
20060210      -0.000754      0.000948     -0.001475      0.002540
20060213       0.000377     -0.004784     -0.005837     -0.003260
20060214       0.009242      0.009489      0.006873      0.010033
20060215       0.012708      0.003465      0.004129      0.003504
20060216       0.005352      0.007796      0.007215      0.007328
20060217      -0.000551     -0.000569      0.001237     -0.001660
20060221      -0.010836     -0.002572     -0.001776     -0.003271
20060222       0.018195      0.006633      0.004830      0.007513
20060223      -0.004923     -0.002802     -0.000399     -0.003775
20060224       0.005498      0.002340      0.003795      0.001274
20060227      -0.002369      0.003458      0.003158      0.003637
20060228      -0.015711     -0.009847     -0.006854     -0.010401
20060301       0.004454      0.009407      0.009078      0.008261
20060302      -0.006282     -0.000444      0.000231     -0.001626
20060303      -0.000558     -0.001261     -0.001027     -0.001482
20060306       0.000000     -0.007396     -0.005855     -0.006968
20060307      -0.002977     -0.005323     -0.009664     -0.001862
20060308       0.004665      0.000701     -0.000948      0.002030
20060309      -0.011887     -0.004217     -0.001974     -0.004881
20060310       0.019361      0.007388      0.006532      0.007349
20060313      -0.007192      0.002776      0.002713      0.001990
20060314       0.002229      0.010221      0.006560      0.010396
20060315       0.001112      0.005301      0.006043      0.004270
20060316       0.001851      0.001689      0.001906      0.001773
20060317       0.009793      0.001368      0.001734      0.001471
20060320      -0.009698     -0.001417      0.000322     -0.001660
20060321      -0.009793     -0.006704     -0.007002     -0.006015
20060322      -0.000746      0.005976      0.006191      0.006021
20060323      -0.008403     -0.001277      0.002541     -0.002582
20060324       0.001507      0.002592      0.006016      0.000983
20060327       0.003385     -0.000992      0.000744     -0.001028
20060328      -0.014805     -0.005285     -0.002449     -0.006438
20060329      -0.001332      0.009248      0.010950      0.007470
20060330      -0.007048     -0.000605      0.001429     -0.002026
20060331       0.008057     -0.002630      0.003551     -0.004168
20060403      -0.002284      0.000840     -0.003250      0.002301
20060404       0.015258      0.005585      0.001845      0.006257
20060405      -0.003945      0.004911      0.004004      0.004311
20060406      -0.011909     -0.000812      0.000650     -0.001921
20060407      -0.010905     -0.009971     -0.006807     -0.010343
20060410       0.002901      0.000102     -0.002352      0.000849
20060411      -0.011572     -0.008214     -0.009424     -0.007736
20060412      -0.001171      0.001734      0.003313      0.001205
20060413       0.000391      0.001234      0.002778      0.000776
20060417      -0.004101     -0.001484     -0.000978     -0.002940
20060418       0.025490      0.017352      0.013838      0.017365
20060419      -0.008222      0.004278      0.007719      0.001744
20060420       0.010989     -0.000838     -0.001617      0.001168
20060421      -0.003623      0.000200      0.001230     -0.000137
20060424      -0.008995     -0.002944     -0.003063     -0.002417
20060425      -0.009077     -0.004009     -0.001083     -0.004870
20060426       0.011499      0.002150      0.002321      0.002819
20060427       0.034682      0.001832     -0.001708      0.003302
20060428       0.002048      0.001321      0.003117      0.000680
20060501      -0.018584     -0.003287     -0.002505     -0.004135
20060502      -0.005302      0.006058      0.004142      0.006145
20060503      -0.002855     -0.003148     -0.000189     -0.004082
20060504       0.007064      0.003973      0.005046      0.003364
20060505       0.018957      0.010549      0.007474      0.010295
20060508      -0.002791     -0.000119      0.000513     -0.000830
20060509      -0.000560      0.000871     -0.000121      0.000362
20060510       0.000933     -0.001473     -0.003500     -0.001728
20060511      -0.016971     -0.013546     -0.015042     -0.012798
20060512       0.003415     -0.012841     -0.013382     -0.011241
20060515       0.004538     -0.001099     -0.008804      0.002525
20060516      -0.002823     -0.001041      0.000396     -0.001869
20060517      -0.018498     -0.017059     -0.012913     -0.016841
20060518      -0.001731     -0.007176     -0.005529     -0.006699
20060519       0.006165      0.004171      0.001897      0.004137
20060522      -0.006318     -0.006262     -0.010935     -0.003915
20060523       0.006166     -0.003454     -0.000263     -0.004350
20060524       0.022788     -0.000252     -0.004146      0.001584
20060525       0.012732      0.013925      0.012579      0.011370
20060526       0.005916      0.006304      0.006560      0.005719
20060530      -0.011211     -0.015235     -0.012826     -0.015873
20060531       0.010409      0.009334      0.008139      0.008136
20060601       0.007726      0.012592      0.012271      0.012298
20060602      -0.001095      0.002576      0.004354      0.001952
20060605      -0.020468     -0.018886     -0.016441     -0.017800
20060606      -0.006343     -0.003570     -0.006274     -0.001138
20060607       0.004131     -0.006568     -0.003708     -0.006092
20060608      -0.001683     -0.001106     -0.006287      0.001417
20060609       0.001311     -0.003273     -0.001844     -0.004476
20060612      -0.011784     -0.014857     -0.018169     -0.012697
20060613      -0.011546     -0.013067     -0.016883     -0.010280
20060614       0.009958      0.005103      0.003091      0.005189
20060615       0.015738      0.023845      0.024470      0.021235
20060616      -0.012134     -0.004448     -0.005124     -0.003678
20060619      -0.013227     -0.010177     -0.010771     -0.009109
20060620       0.009766     -0.000528     -0.001002     -0.000016
20060621       0.007586      0.011798      0.011320      0.009741
20060622      -0.007152     -0.004868     -0.002921     -0.005271
20060623      -0.003033      0.000929      0.002375     -0.000883
20060626       0.007606      0.005547      0.004767      0.004869
20060627      -0.012833     -0.009674     -0.010046     -0.009084
20060628      -0.002485      0.004943      0.002077      0.005487
20060629       0.032771      0.023608      0.022214      0.021565
20060630      -0.012433      0.001024      0.007850     -0.002098
20060703       0.008268      0.007914      0.006226      0.007865
20060705      -0.018822     -0.008494     -0.007863     -0.007249
20060706       0.000762      0.002207      0.002125      0.002494
20060707      -0.010659     -0.007515     -0.008871     -0.006750
20060710       0.002309      0.000432     -0.002190      0.001470
20060711       0.007486      0.004157      0.003267      0.004087
20060712      -0.005525     -0.010938     -0.009838     -0.010939
20060713      -0.018199     -0.014156     -0.014840     -0.012959
20060714       0.000390     -0.005293     -0.006891     -0.004902
20060717      -0.000390     -0.003581     -0.006947     -0.001383
20060718      -0.005854      0.001625      0.000127      0.001920
20060719       0.022571      0.019859      0.019059      0.018555
20060720      -0.005950     -0.011010     -0.013452     -0.008477
20060721      -0.022591     -0.008942     -0.010792     -0.007077
20060724       0.000790      0.017724      0.015016      0.016625
20060725       0.003553      0.007589      0.006220      0.006321
20060726       0.017899      0.000340      0.000631     -0.000378
20060727      -0.008889     -0.005474     -0.005409     -0.004100
20060728       0.017547      0.013054      0.011783      0.012152
20060731      -0.002491     -0.000508      0.002424     -0.001478
20060801       0.000960     -0.005262     -0.007660     -0.004496
20060802      -0.006525      0.006705      0.006878      0.006004
20060803       0.006954      0.002359      0.003799      0.001345
20060804       0.001535     -0.001162     -0.001980     -0.000711
20060807      -0.002107     -0.002993     -0.004334     -0.002806
20060808       0.003263     -0.003911     -0.006171     -0.003363
20060809      -0.004018     -0.004153     -0.005288     -0.004349
20060810      -0.001537      0.003930      0.002548      0.004629
20060811      -0.003463     -0.004547     -0.006284     -0.003986
20060814       0.000000      0.000688      0.000266      0.001160
20060815       0.019498      0.014929      0.012949      0.013696
20060816       0.004166      0.009378      0.009995      0.007662
20060817       0.009051      0.001453      0.003179      0.001582
20060818      -0.004672      0.002967      0.002935      0.003715
20060821       0.000751     -0.003125     -0.003393     -0.003670
20060822      -0.003940      0.001257      0.002716      0.001002
20060823      -0.001695     -0.005153     -0.006090     -0.004489
20060824       0.002453      0.001265      0.000662      0.002374
20060825      -0.003953     -0.000290      0.001549     -0.000748
20060828       0.000378      0.005567      0.005269      0.005166
20060829      -0.007367      0.003011      0.006953      0.001920
20060830      -0.001522      0.001337      0.005191     -0.000008
20060831       0.001334      0.000882      0.003152     -0.000345
20060901       0.000190      0.005059      0.003610      0.005515
20060905       0.001903      0.002576      0.004396      0.001709
20060906      -0.006268     -0.011471     -0.012579     -0.009891
20060907      -0.000382     -0.005378     -0.005234     -0.004799
20060908       0.006119      0.002436      0.001332      0.003787
20060911      -0.002661     -0.001582     -0.004027      0.000477
20060912       0.002477      0.011403      0.011914      0.010442
20060913       0.015206      0.005103      0.006698      0.003777
20060914       0.001311     -0.002186     -0.001893     -0.001358
20060915       0.005049      0.002149      0.001515      0.002727
20060918      -0.004837      0.001525      0.001479      0.000993
20060919      -0.001496     -0.003258     -0.003654     -0.002172
20060920       0.015915      0.005182      0.004920      0.005211
20060921      -0.000369     -0.004423     -0.003890     -0.005395
20060922      -0.002397     -0.003774     -0.005440     -0.002466
20060925       0.015339      0.007917      0.004576      0.008815
20060926       0.018566      0.007256      0.003932      0.007517
20060927       0.001251      0.002110      0.003679      0.000187
20060928      -0.000714      0.001858      0.001176      0.001915
20060929       0.001607     -0.002990     -0.001974     -0.002464
20061002      -0.016049     -0.003891     -0.005594     -0.003391
20061003       0.014679     -0.000401     -0.003132      0.002096
20061004       0.012859      0.012358      0.010910      0.012075
20061005       0.001591      0.005073      0.008536      0.002222
20061006      -0.001059     -0.003106     -0.001430     -0.002690
20061009      -0.001237      0.002157      0.003724      0.000800
20061010       0.020170      0.002248      0.002689      0.002043
20061011      -0.003642     -0.003595     -0.002578     -0.002564
20061012       0.007659      0.010569      0.012753      0.009541
20061013       0.002246      0.003339      0.005475      0.002047
20061016      -0.006549      0.004352      0.007510      0.002512
20061017       0.007981     -0.004594     -0.004043     -0.003652
20061018      -0.002926      0.001014      0.000516      0.001400
20061019       0.000691      0.002380      0.004938      0.000732
20061020       0.001208     -0.000423     -0.002823      0.001200
20061023      -0.023949      0.005413      0.001172      0.006152
20061024       0.000883      0.000815      0.000190      0.000261
20061025       0.002822      0.004356      0.004211      0.003514
20061026       0.016884      0.006468      0.006882      0.004963
20061027      -0.009512     -0.008191     -0.005486     -0.008452
20061030       0.000698      0.000328      0.001295      0.000428
20061031       0.008724      0.000059      0.000668      0.000007
20061101      -0.002768     -0.009000     -0.010090     -0.007352
20061102      -0.003296     -0.000140     -0.002943     -0.000344
20061103      -0.006961     -0.000309      0.002871     -0.002223
20061106       0.019278      0.011518      0.009337      0.011346
20061107       0.004986      0.001821      0.001225      0.002218
20061108       0.010607      0.003359      0.003894      0.002083
20061109      -0.002709     -0.004648     -0.003960     -0.005333
20061110      -0.000849      0.002154      0.003670      0.001865
20061113       0.001869      0.002277      0.003079      0.002549
20061114       0.006274      0.006943      0.008046      0.006356
20061115       0.002359      0.004005      0.005532      0.002405
20061116       0.001513      0.001130      0.000185      0.002284
20061117       0.004532      0.000212     -0.000954      0.001029
20061120      -0.004345      0.000485      0.001416     -0.000500
20061121      -0.002853      0.003137      0.003135      0.001649
20061122       0.008079      0.002996      0.003233      0.002338
20061124       0.000167     -0.001905      0.001694     -0.003656
20061127      -0.018030     -0.014726     -0.014156     -0.013598
20061128       0.001360      0.003034      0.002724      0.003488
20061129      -0.002207      0.009660      0.009720      0.009202
20061130      -0.000851      0.001695      0.004401      0.000822
20061201      -0.002895     -0.002828     -0.002653     -0.002799
20061204       0.022886      0.009988      0.009365      0.008885
20061205      -0.000668      0.003871      0.003597      0.004002
20061206      -0.003008     -0.001088      0.000116     -0.001315
20061207      -0.008379     -0.003426     -0.001337     -0.003971
20061208       0.011154      0.001163      0.000435      0.001812
20061211      -0.008691      0.001976      0.000909      0.002270
20061212      -0.003204     -0.002024     -0.003558     -0.001047
20061213       0.014378      0.001178      0.000337      0.001169
20061214       0.032183      0.007671      0.004441      0.008689
20061215      -0.004200      0.000015     -0.000502      0.001122
20061218       0.002109     -0.004991     -0.007152     -0.003230
20061219      -0.003562      0.001881     -0.000050      0.002158
20061220      -0.003574     -0.000624      0.002350     -0.001417
20061221      -0.007663     -0.003827     -0.001329     -0.003674
20061222      -0.000164     -0.004549     -0.000630     -0.005316
20061226       0.005095      0.004336      0.004164      0.004352
20061227       0.006704      0.007794      0.008709      0.007015
20061228      -0.006984     -0.001035     -0.000452     -0.001479
20061229      -0.007687     -0.004519     -0.001140     -0.004513
20070103      -0.002637     -0.001356     -0.000159     -0.001199
20070104      -0.007290      0.000607      0.000591      0.001228
20070105      -0.013184     -0.007247     -0.009809     -0.006085
20070108       0.009471      0.002557      0.001731      0.002220
20070109      -0.006366     -0.000018      0.000262     -0.000517
20070110      -0.000674      0.002094      0.001338      0.001940
20070111       0.003037      0.007298      0.007760      0.006340
20070112      -0.007401      0.006144      0.006821      0.004853
20070116       0.002034      0.000329      0.000561      0.000818
20070117       0.001522     -0.000606     -0.000106     -0.000894
20070118      -0.003715     -0.004780     -0.007338     -0.002971
20070119      -0.015424      0.004369      0.005339      0.002895
20070122      -0.000516     -0.005419     -0.004337     -0.005278
20070123      -0.008956      0.005237      0.006200      0.003542
20070124       0.024157      0.008694      0.006918      0.008501
20070125      -0.019684     -0.010806     -0.007872     -0.011270
20070126       0.001385      0.000139      0.003034     -0.001208
20070129      -0.003630      0.000128      0.003428     -0.001097
20070130       0.006419      0.005736      0.005123      0.005772
20070131       0.003620      0.006309      0.003520      0.006593
20070201      -0.002576      0.006272      0.006416      0.005354
20070202       0.001550      0.001217      0.002299      0.001694
20070205       0.000688     -0.000570     -0.001074     -0.000967
20070206      -0.002405      0.001549      0.003197      0.000698
20070207       0.010679      0.002245      0.003716      0.001395
20070208      -0.003238     -0.000457      0.001075     -0.001179
20070209      -0.016413     -0.006879     -0.004901     -0.007077
20070212      -0.009213     -0.003910     -0.002915     -0.003261
20070213       0.010526      0.008057      0.005359      0.007597
20070214       0.018924      0.007260      0.004639      0.007644
20070215       0.002726      0.001731      0.001444      0.001038
20070216       0.002889      0.000477      0.002640     -0.000872
20070220      -0.005252      0.003606      0.005982      0.002844
20070221      -0.003066     -0.000274      0.001667     -0.001404
20070222      -0.006492     -0.000362      0.002277     -0.000858
20070223      -0.002236     -0.002576      0.000068     -0.003564
20070226      -0.015167     -0.001326     -0.001080     -0.001254
20070227      -0.027126     -0.034103     -0.031232     -0.034725
20070228       0.023026      0.004685      0.003802      0.005561
20070301      -0.005627     -0.002850     -0.004932     -0.002595
20070302      -0.019629     -0.012476     -0.011435     -0.011403
20070305      -0.009740     -0.012014     -0.017184     -0.009408
20070306       0.026776      0.016743      0.017683      0.015494
20070307      -0.009047     -0.001346      0.000064     -0.002465
20070308       0.017186      0.007243      0.005598      0.007127
20070309       0.001408      0.001628      0.001708      0.000685
20070312      -0.003339      0.003146      0.004002      0.002673
20070313      -0.034562     -0.020152     -0.017483     -0.020368
20070314       0.017534      0.005427      0.002280      0.006691
20070315       0.007180      0.004783      0.006076      0.003684
20070316      -0.009980     -0.003609     -0.003144     -0.003828
20070319       0.008821      0.011054      0.007394      0.010894
20070320       0.003926      0.006793      0.005634      0.006334
20070321       0.021863      0.016755      0.012048      0.017081
20070322      -0.000870     -0.000142      0.002375     -0.000348
20070323      -0.000174      0.001714      0.002268      0.001094
20070326      -0.004005      0.000552      0.000050      0.000968
20070327      -0.013462     -0.005695     -0.004883     -0.006184
20070328      -0.010101     -0.006998     -0.004442     -0.007966
20070329       0.010741      0.003514      0.001980      0.003740
20070330      -0.001063     -0.000367      0.002458     -0.001174
20070402      -0.009574      0.003036      0.002025      0.002597
20070403       0.003759      0.008919      0.006778      0.009280
20070404       0.006974      0.001489      0.001204      0.001113
20070405      -0.006216      0.003627      0.003187      0.003050
20070409       0.007148      0.000587      0.000858      0.000589
20070410       0.000887      0.002692      0.002476      0.002617
20070411      -0.006382     -0.005862     -0.004224     -0.006573
20070412       0.008207      0.006381      0.005780      0.006206
20070413       0.015042      0.003734      0.005191      0.003488
20070416       0.020921      0.010487      0.009227      0.010751
20070417      -0.005464      0.001029     -0.000892      0.002050
20070418       0.003434      0.000314     -0.000862      0.000693
20070419       0.008727     -0.002800     -0.004174     -0.001202
20070420       0.034775      0.009335      0.007880      0.009261
20070423       0.002459     -0.001728     -0.000693     -0.002304
20070424      -0.003925     -0.000743     -0.001111     -0.000351
20070425       0.023149      0.009474      0.005081      0.010139
20070426      -0.002888     -0.000575     -0.000090     -0.000782
20070427       0.000000     -0.000787     -0.001686     -0.000120
20070430      -0.023656     -0.009285     -0.008639     -0.007831
20070501       0.010714      0.001748     -0.000804      0.002651
20070502       0.023157      0.008281      0.009140      0.006472
20070503       0.011476      0.003888      0.001993      0.004325
20070504      -0.001103      0.002887      0.002650      0.002150
20070507      -0.001893      0.002603      0.000893      0.002564
20070508       0.000000     -0.001402     -0.002055     -0.001166
20070509       0.000158      0.003685      0.003003      0.003223
20070510      -0.008375     -0.013744     -0.013007     -0.013956
20070511       0.003506      0.010358      0.008263      0.009641
20070514      -0.008734     -0.002700     -0.004631     -0.001793
20070515       0.009612     -0.001858     -0.006056     -0.001304
20070516       0.015233      0.007334      0.002548      0.008626
20070517      -0.006565     -0.000504     -0.002035     -0.000918
20070518       0.006293      0.006784      0.005646      0.006610
20070521       0.004847      0.003246      0.005990      0.001543
20070522       0.000000      0.000937      0.004045     -0.000643
20070523      -0.004357     -0.000939     -0.000894     -0.001207
20070524       0.000469     -0.011322     -0.011304     -0.009703
20070525      -0.006092      0.006379      0.006418      0.005453
20070529       0.011158      0.003061      0.004865      0.001570
20070530       0.010258      0.008236      0.004318      0.007984
20070531      -0.000308      0.001608      0.004507      0.000255
20070601       0.001385      0.005132      0.005396      0.003737
20070604      -0.000768      0.002108      0.002524      0.001849
20070605      -0.003537     -0.005316     -0.003570     -0.005347
20070606      -0.016206     -0.009361     -0.007294     -0.008864
20070607      -0.015689     -0.018107     -0.014220     -0.017570
20070608       0.004782      0.010776      0.006328      0.011370
20070611       0.000317      0.001117      0.000193      0.000962
20070612      -0.014906     -0.010829     -0.010319     -0.010682
20070613       0.016581      0.014168      0.008852      0.015184
20070614      -0.000158      0.005361      0.004925      0.004816
20070615       0.009978      0.007417      0.007951      0.006527
20070618      -0.009879     -0.000898      0.000237     -0.001213
20070619       0.000158      0.001778      0.002899      0.001731
20070620      -0.017419     -0.012711     -0.008315     -0.013601
20070621       0.009831      0.005389      0.002338      0.006180
20070622      -0.013884     -0.010741     -0.005932     -0.012896
20070625       0.000162     -0.004826     -0.006476     -0.003208
20070626      -0.007605     -0.004023     -0.003078     -0.003238
20070627       0.003261      0.009352      0.008031      0.009009
20070628      -0.005038      0.000737      0.002356     -0.000418
20070629      -0.000653     -0.000728      0.000124     -0.001567
20070702       0.009971      0.011410      0.008541      0.010696
20070703       0.012623      0.003445      0.002199      0.003580
20070705      -0.016661      0.001211      0.001641      0.000348
20070706       0.002118      0.004461      0.003896      0.003304
20070709       0.015119      0.001557      0.002156      0.000921
20070710      -0.034273     -0.013590     -0.010451     -0.014185
20070711      -0.000332      0.005066      0.002479      0.005721
20070712       0.050597      0.017507      0.010693      0.019055
20070713      -0.007895      0.003172      0.001082      0.003101
20070716      -0.015120     -0.003051     -0.004465     -0.001919
20070717       0.046218     -0.000087      0.000060     -0.000097
20070718       0.004788     -0.001547     -0.003549     -0.002065
20070719       0.007686      0.004876      0.005587      0.004469
20070720      -0.015866     -0.011674     -0.009234     -0.012221
20070723       0.002325      0.003035     -0.000493      0.004869
20070724      -0.053975     -0.020115     -0.019044     -0.019804
20070725       0.009155      0.002673     -0.002476      0.004666
20070726      -0.023813     -0.023865     -0.021884     -0.023339
20070727      -0.028377     -0.014716     -0.010659     -0.015992
20070730       0.027156      0.009309      0.004439      0.010254
20070731      -0.026605     -0.010148     -0.003866     -0.012647
20070801       0.018620      0.004128     -0.005684      0.007243
20070802       0.021466      0.005961      0.004093      0.004359
20070803      -0.056148     -0.025921     -0.022608     -0.026586
20070806       0.047660      0.018020      0.000292      0.024151
20070807       0.003321      0.006585      0.005444      0.006159
20070808       0.041867      0.015635      0.017730      0.014072
20070809      -0.036690     -0.026893     -0.015539     -0.029650
20070810       0.002143     -0.000481     -0.000983      0.000379
20070813      -0.021882     -0.000579     -0.001632     -0.000495
20070814      -0.036165     -0.019068     -0.017482     -0.018157
20070815      -0.009773     -0.015678     -0.016756     -0.013908
20070816       0.025203      0.001845     -0.003934      0.003249
20070817       0.012378      0.024411      0.021044      0.024567
20070820      -0.003566      0.001607      0.004000     -0.000270
20070821       0.007839      0.002180      0.003189      0.001086
20070822       0.016740      0.013015      0.013399      0.011713
20070823      -0.001663     -0.001603     -0.002708     -0.001072
20070824       0.014326      0.012340      0.009734      0.011535
20070827      -0.015273     -0.008304     -0.004717     -0.008504
20070828      -0.043529     -0.023426     -0.018346     -0.023473
20070829       0.013775      0.021819      0.016636      0.021922
20070830      -0.007224     -0.003801     -0.002015     -0.004181
20070831       0.015592      0.012287      0.012035      0.011217
20070904       0.036677      0.011107      0.008003      0.010468
20070905      -0.023860     -0.010076     -0.007605     -0.011501
20070906       0.001349      0.004426      0.003937      0.004252
20070907      -0.027778     -0.016224     -0.012456     -0.016908
20070910       0.016623     -0.002901     -0.005696     -0.001273
20070911       0.011242      0.013512      0.009619      0.013632
20070912       0.001853      0.000217     -0.001838      0.000048
20070913       0.018830      0.007390      0.001737      0.008420
20070914      -0.027393      0.001268      0.002020      0.000202
20070917      -0.012555     -0.005812     -0.007233     -0.005120
20070918       0.044674      0.029284      0.023126      0.029208
20070919       0.002467      0.005780      0.008313      0.006086
20070920      -0.013618     -0.005201     -0.004042     -0.006723
20070921      -0.013972      0.004909      0.004343      0.004609
20070924      -0.015013     -0.004463     -0.004006     -0.005256
20070925       0.007536     -0.000439     -0.002189     -0.000343
20070926       0.003060      0.005503      0.005468      0.005411
20070927       0.009490      0.005353      0.006289      0.003907
20070928      -0.003357     -0.002693     -0.001759     -0.003023
20071001       0.021223      0.013721      0.012510      0.013290
20071002      -0.000165      0.000501      0.004613     -0.000265
20071003      -0.010063     -0.005150     -0.003678     -0.004552
20071004      -0.001671      0.002715      0.003147      0.002111
20071005       0.022423      0.011821      0.012578      0.009560
20071008      -0.006710     -0.003014     -0.002330     -0.003217
20071009       0.030153      0.008053      0.006015      0.008096
20071010      -0.010077     -0.000231      0.001133     -0.001712
20071011       0.009048     -0.005192     -0.007075     -0.005158
20071012       0.012490      0.005326      0.005038      0.004754
20071015      -0.022616     -0.008590     -0.008211     -0.008381
20071016      -0.025405     -0.007025     -0.006445     -0.006573
20071017      -0.002490      0.002858      0.001282      0.001761
20071018      -0.023635      0.000369      0.000275     -0.000753
20071019      -0.026423     -0.024578     -0.020862     -0.025616
20071022      -0.004202      0.003271      0.003888      0.003798
20071023       0.031475      0.010251      0.007452      0.008803
20071024       0.004773     -0.003230     -0.004885     -0.002441
20071025       0.013912     -0.001013     -0.002178     -0.000976
20071026       0.015228      0.013812      0.010359      0.013788
20071029      -0.002637      0.005380      0.002905      0.003713
20071030      -0.003470     -0.006902     -0.005777     -0.006463
20071031       0.010779      0.013184      0.009573      0.011992
20071101      -0.042002     -0.025891     -0.024110     -0.026423
20071102       0.000514      0.002065     -0.000496      0.000802
20071105      -0.004279     -0.006617     -0.009896     -0.004955
20071106       0.006876      0.012828      0.006438      0.012049
20071107      -0.054635     -0.026867     -0.022753     -0.029370
20071108       0.013184     -0.000590     -0.001326     -0.000576
20071109       0.006952     -0.015042     -0.010192     -0.014287
20071112      -0.007081     -0.014019     -0.011189     -0.009988
20071113       0.054733      0.027895      0.018369      0.029093
20071114      -0.001014     -0.005795     -0.004734     -0.007069
20071115      -0.014552     -0.014102     -0.011762     -0.013212
20071116       0.007383      0.004588     -0.001511      0.005230
20071119      -0.022158     -0.018689     -0.020127     -0.017460
20071120      -0.006449      0.003993     -0.003493      0.004486
20071121      -0.046667     -0.015273     -0.011390     -0.015927
20071123       0.023739      0.016330      0.015283      0.016891
20071126      -0.037570     -0.020443     -0.016998     -0.023239
20071127       0.038849      0.012299      0.003986      0.014930
20071128       0.032183      0.029414      0.024263      0.028560
20071129      -0.009058     -0.000340     -0.000088      0.000477
20071130       0.036738      0.007100      0.007040      0.007770
20071203      -0.006443     -0.005526     -0.006714     -0.005887
20071204      -0.025427     -0.007238     -0.007345     -0.006540
20071205       0.014358      0.014452      0.010811      0.015190
20071206       0.027620      0.015719      0.016994      0.015037
20071207      -0.043172     -0.000223      0.002029     -0.001778
20071210       0.010885      0.007772      0.005163      0.007510
20071211      -0.052449     -0.025429     -0.020362     -0.025271
20071212      -0.008798      0.005691      0.002328      0.006050
20071213      -0.004438     -0.000987     -0.005211      0.001224
20071214      -0.028789     -0.013464     -0.013185     -0.013746
20071217      -0.002104     -0.016025     -0.017896     -0.015021
20071218      -0.007666      0.006435      0.007592      0.006280
20071219       0.002511     -0.000330      0.000468     -0.001361
20071220      -0.016952      0.006283      0.005770      0.004900
20071221       0.018029      0.017088      0.015064      0.016670
20071224       0.024832      0.009139      0.009065      0.008077
20071226      -0.006386      0.001502      0.003201      0.000809
20071227      -0.034027     -0.013541     -0.014165     -0.014216
20071228      -0.005088      0.002044     -0.000388      0.001436
20071231       0.023210     -0.006522      0.001087     -0.006852
20080102      -0.015379     -0.011799     -0.006595     -0.014438
20080103      -0.012343     -0.000951     -0.004544      0.000000
20080104      -0.025193     -0.025649     -0.022417     -0.024552
20080107       0.004477      0.000202     -0.001854      0.003223
20080108      -0.028566     -0.017021     -0.014033     -0.018352
20080109       0.023566      0.010008     -0.000434      0.013624
20080110      -0.003260      0.008399      0.009699      0.007948
20080111      -0.100572     -0.013906     -0.011295     -0.013595
20080114       0.011364      0.010461      0.007797      0.010871
20080115      -0.038876     -0.024732     -0.018427     -0.024925
20080116       0.034370     -0.006669     -0.000088     -0.005612
20080117      -0.035488     -0.027708     -0.021596     -0.029093
20080118       0.022030     -0.005568     -0.007317     -0.006045
20080122      -0.006191     -0.009420     -0.010336     -0.011085
20080123       0.066221      0.019785      0.018216      0.021442
20080124       0.019476      0.012549      0.011073      0.010063
20080125      -0.035449     -0.012996     -0.001540     -0.015872
20080128       0.043134      0.017169      0.013508      0.017556
20080129       0.008439      0.006383      0.007683      0.006152
20080130      -0.009623     -0.005362     -0.002545     -0.004764
20080131       0.037812      0.014949      0.015154      0.016772
20080201       0.009566      0.015984      0.015751      0.012238
20080204      -0.039113     -0.008978     -0.003026     -0.010463
20080205      -0.041125     -0.030844     -0.021564     -0.031995
20080206       0.003720     -0.007995     -0.007234     -0.007624
20080207       0.012644      0.007726      0.005190      0.007886
20080208      -0.031647     -0.002061     -0.002751     -0.004204
20080211      -0.007781      0.005804      0.002814      0.005889
20080212       0.010083      0.006273      0.004114      0.007266
20080213       0.039263      0.014371      0.013170      0.013604
20080214      -0.024760     -0.013210     -0.013637     -0.013421
20080215      -0.012694     -0.000453     -0.004058      0.000838
