"","x"
"3625",0.671
"3626",0.686
"3627",0.959
"3628",0.987
"3629",1.416
"3630",0.951
"3631",0.334
"3632",0.184
"3633",1.251
"3634",0.825
"3635",1.043
"3636",0.985
"3637",0.634
"3638",0.873
"3639",1.117
"3640",0.899
"3641",1.166
"3642",1.36
"3643",1.311
"3644",1.286
"3645",1.032
"3646",1.388
"3647",1.285
"3648",1.243
"3649",1.135
"3650",0.851
"3651",0.344
"3652",1.276
"3653",1.121
"3654",1.155
"3655",0.987
"3656",1.228
"3657",0.98
"3658",1.175
"3659",1.15
"3660",1.459
"3661",0.628
"3662",1.102
"3663",1.371
"3664",0.782
"3665",1.593
"3666",1.095
"3667",1.301
"3668",1.313
"3669",1.35
"3670",0.842
"3671",0.874
"3672",1.529
"3673",1.239
"3674",1.283
"3675",1.468
"3676",0.81
"3677",0.691
"3678",1.055
"3679",1.246
"3680",0.674
"3681",0.533
"3682",0.955
"3683",1.005
"3684",0.963
"3685",1.28
"3686",1.125
"3687",0.731
"3688",0.382
"3689",1.1
"3690",0.794
"3691",1.127
"3692",1.368
"3693",1.386
"3694",1.209
"3695",1.083
"3696",1.376
"3697",1.311
"3698",0.931
"3699",0.557
"3700",1.058
"3701",1.169
"3702",1.259
"3703",1.265
"3704",0.857
"3705",1.168
"3706",0.956
"3707",0.166
"3708",1.22
"3709",0.917
"3710",1.264
"3711",1.066
"3712",0.764
"3713",0.968
"3714",0.241
"3715",0.539
"3716",0.693
"3717",0.94
"3718",1.03
"3719",1.09
"3720",0.852
"3721",0.786
"3722",0.726
"3723",0.951
"3724",1.173
"3725",1.055
"3726",0.962
"3727",0.778
"3728",0.584
"3729",0.436
"3730",0.231
"3731",0.866
"3732",0.581
"3733",0.935
"3734",0.915
"3735",0.815
"3736",1.087
"3737",1.468
"3738",1.109
"3739",0.52
"3740",1.098
"3741",0.791
"3742",0.747
"3743",1.024
"3744",0.956
"3745",0.491
"3746",0.873
"3747",0.995
"3748",0.63
"3749",1.176
"3750",1.106
"3751",1.328
"3752",1.163
"3753",0.497
"3754",1.163
"3755",1.539
"3756",1.47
"3757",1.043
"3758",1.366
"3759",1.36
"3760",0.385
"3761",1.425
"3762",0.287
"3763",0.916
"3764",1.084
"3765",0.228
"3766",0.238
"3767",1.352
"3768",1.56
"3769",1.292
"3770",0.689
"3771",0.464
"3772",1.017
"3773",0.809
"3774",1.062
"3775",1.123
"3776",0.775
"3777",1.072
"3778",1.376
"3779",0.987
"3780",1.337
"3781",1.501
"3782",0.981
"3783",0.929
"3784",0.73
"3785",1.491
"3786",1.172
"3787",0.816
"3788",1.37
"3789",1.583
"3790",1.477
"3791",1.417
"3792",0.761
"3793",1.083
"3794",1.046
"3795",1.214
"3796",1.46
"3797",1.362
"3798",1.025
"3799",1.164
"3800",1.411
"3801",0.531
"3802",1.103
"3803",1.107
"3804",1.144
"3805",0.655
"3806",1.178
"3807",1.059
"3808",1.288
"3809",0.915
"3810",1.352
"3811",1.417
"3812",0.666
"3813",1.03
"3814",1.393
"3815",1.159
"3816",1.383
"3817",1.221
"3818",1.081
"3819",1.103
"3820",1.264
"3821",1.603
"3822",0.686
"3823",0.324
"3824",0.868
"3825",0.805
"3826",0.113
"3827",1.166
"3828",0.899
"3829",0.752
"3830",1.232
"3831",0.881
"3832",1.035
"3833",0.954
"3834",1.046
"3835",1.055
"3836",1.141
"3837",1.617
"3838",1.16
"3839",1.383
"3840",0.628
"3841",0.484
"3842",0.793
"3843",0.957
"3844",0.667
"3845",0.838
"3846",0.456
"3847",0.252
"3848",0.783
"3849",0.922
"3850",1.061
"3851",1.013
"3852",1.295
"3853",0.436
"3854",1.342
"3855",1.293
"3856",0.884
"3857",1.123
"3858",1.235
"3859",0.771
"3860",0.012
"3861",1.004
"3862",1.319
"3863",1.305
"3864",1.349
"3865",1.506
"3866",1.498
"3867",1.191
"3868",1.192
"3869",1.094
"3870",1.402
"3871",0.599
"3872",1.239
"3873",0.695
"3874",0.85
"3875",0.436
"3876",1.022
"3877",0.74
"3878",0.932
"3879",1.016
"3880",1.176
"3881",0.964
"3882",0.801
"3883",1.171
"3884",1.079
"3885",0.705
"3886",0.449
"3887",1.191
"3888",1.219
"3889",0.841
"3890",0.809
"3891",0.464
"3892",1.037
"3893",0.936
"3894",0.751
"3895",1.26
"3896",0.989
"3897",1.217
"3898",1.336
"3899",1.153
"3900",0.785
"3901",1.28
"3902",1.068
"3903",0.353
"3904",0.744
"3905",0.601
"3906",0.832
"3907",0.849
"3908",0.022
"3909",1.172
"3910",1.071
"3911",1.318
"3912",0.639
"3913",1.013
"3914",1.373
"3915",1.172
"3916",0.806
"3917",1.317
"3918",1.108
"3919",1.258
"3920",0.492
"3921",1.269
"3922",1.124
"3923",1.006
"3924",1.176
"3925",0.348
"3926",1.111
"3927",1.199
"3928",0.385
"3929",0.997
"3930",1.027
"3931",1.261
"3932",1.109
"3933",0.575
"3934",0.825
"3935",0.686
"3936",0.871
"3937",1.027
"3938",0.925
"3939",0.996
"3940",1.063
"3941",1.166
"3942",1.134
"3943",0.923
"3944",0.813
"3945",0.713
"3946",1.062
"3947",0.967
"3948",1.39
"3949",1.246
"3950",1.162
"3951",1.593
"3952",1.411
"3953",1.207
"3954",1.01
"3955",1.177
"3956",1.183
"3957",1.237
"3958",0.488
"3959",0.471
"3960",1.231
"3961",0.421
"3962",1.014
"3963",1.342
"3964",1.162
"3965",1.399
"3966",1.266
"3967",1.185
"3968",0.899
"3969",1.291
"3970",1.029
"3971",0.62
"3972",1.014
"3973",1.463
"3974",1.174
"3975",0.944
"3976",0.352
"3977",1.234
"3978",1.261
"3979",0.74
"3980",0.678
"3981",1.03
"3982",1.297
"3983",1.123
"3984",1.126
"3985",1.225
"3986",0.89
"3987",1.11
"3988",0.995
"3989",1.114
"3990",1.104
"3991",1.564
"3992",0.737
"3993",0.747
"3994",1.133
"3995",1.24
"3996",0.917
"3997",1.26
"3998",0.546
"3999",0.992
"4000",1.021
"4001",1.125
"4002",0.93
"4003",0.304
"4004",0.738
"4005",0.304
"4006",1.038
"4007",1.321
"4008",1.127
"4009",1.319
"4010",1.216
"4011",0.942
"4012",1.275
"4013",1.383
"4014",0.863
"4015",0.601
"4016",1.152
"4017",1.409
"4018",1.222
"4019",1.046
"4020",0.961
"4021",0.321
"4022",0.259
"4023",1.048
"4024",1.206
"4025",1.111
"4026",1.007
"4027",1.169
"4028",1.239
"4029",1.086
"4030",1.564
"4031",1.555
"4032",1.099
"4033",0.814
"4034",1.469
"4035",1.51
"4036",1.389
"4037",1.714
"4038",0.658
"4039",0.858
"4040",1.089
"4041",1.309
"4042",1.056
"4043",0.262
"4044",0.901
"4045",1.183
"4046",1.282
"4047",0.925
"4048",0.785
"4049",1.213
"4050",0.903
"4051",1.112
"4052",1.12
"4053",0.896
"4054",1.241
"4055",1.07
"4056",0.418
"4057",0.687
"4058",0.74
"4059",0.79
"4060",1.006
"4061",1.075
"4062",1.168
"4063",1.089
"4064",1.18
"4065",0.489
"4066",1.15
"4067",1.108
"4068",1.084
"4069",1.172
"4070",1.329
"4071",1.414
"4072",0.451
"4073",0.905
"4074",0.353
"4075",1.129
"4076",0.88
"4077",0.902
"4078",1.117
"4079",1.181
"4080",0.982
"4081",1.315
"4082",1.015
"4083",1.253
"4084",0.983
"4085",1.107
"4086",1.178
"4087",1.118
"4088",1.072
"4089",0.857
"4090",0.825
"4091",0.431
"4092",1.131
"4093",1.33
"4094",0.661
"4095",0.987
"4096",1.105
"4097",1.135
"4098",1.377
"4099",1.548
"4100",1.319
"4101",1.197
"4102",1.444
"4103",1.096
"4104",0.436
"4105",1.04
"4106",0.823
"4107",0.982
"4108",1.086
"4109",1.263
"4110",0.867
"4111",1.306
"4112",1.301
"4113",1.124
"4114",1.147
"4115",0.369
"4116",1.097
"4117",1.388
"4118",1.299
"4119",1.152
"4120",1.168
"4121",0.602
"4122",0.889
"4123",0.857
"4124",1.142
"4125",0.972
"4126",0.788
"4127",0.964
"4128",0.818
"4129",0.941
"4130",0.622
"4131",0.49
"4132",1.26
"4133",0.766
"4134",0.14
"4135",0.877
"4136",0.718
"4137",0.838
"4138",0.903
"4139",1.192
"4140",1.007
"4141",0.972
"4142",1.089
"4143",0.902
"4144",1.049
"4145",0.811
"4146",0.45
"4147",0.955
"4148",0.593
"4149",1.177
"4150",1.052
"4151",1.062
"4152",1.045
"4153",1.464
"4154",1.426
"4155",0.821
"4156",0.309
"4157",1.006
"4158",1.026
"4159",1.313
"4160",1.268
"4161",1.381
"4162",1.266
"4163",0.786
"4164",1.066
"4165",1.526
"4166",1.125
"4167",1.051
"4168",1.162
"4169",0.859
"4170",0.99
"4171",0.646
"4172",1.336
"4173",1.147
"4174",0.87
"4175",1.011
"4176",0.848
"4177",1.081
"4178",1.021
"4179",0.933
"4180",0.656
"4181",0.456
"4182",1.044
"4183",1.188
"4184",0.758
"4185",0.87
"4186",0.655
"4187",0.641
"4188",0.849
"4189",0.876
"4190",1.188
"4191",0.912
"4192",1.341
"4193",1.41
"4194",1.134
"4195",1.184
"4196",0.96
"4197",1.042
"4198",1.333
"4199",1.03
"4200",0.708
"4201",1.07
"4202",1.202
"4203",1.23
"4204",1.322
"4205",1.059
"4206",1.083
"4207",0.406
"4208",0.645
"4209",1.36
"4210",1.249
"4211",0.401
"4212",1.096
"4213",1.297
"4214",0.405
"4215",0.886
"4216",0.582
"4217",1.244
"4218",1.342
"4219",1.338
"4220",1.485
"4221",1.112
"4222",0.94
"4223",1.075
"4224",0.691
"4225",0.166
"4226",1.267
"4227",1.218
"4228",1.366
"4229",0.932
"4230",1.295
"4231",0.902
"4232",0.429
"4233",0.284
"4234",0.943
"4235",1.281
"4236",1.187
"4237",0.938
"4238",0.922
"4239",1.183
"4240",1.006
"4241",0.945
"4242",0.19
"4243",0.996
"4244",0.861
"4245",0.942
"4246",1.345
"4247",1.291
"4248",0.827
"4249",1.217
"4250",1.171
"4251",1.248
"4252",1.266
"4253",1.279
"4254",1.215
"4255",1.487
"4256",1.17
"4257",1.004
"4258",1.088
"4259",1.219
"4260",1.008
"4261",0.879
"4262",1.232
"4263",0.239
"4264",1.057
"4265",1.07
"4266",1.112
"4267",1.39
"4268",1.231
"4269",1.141
"4270",1.192
"4271",0.761
"4272",0.193
"4273",0.93
"4274",0.808
"4275",1.358
"4276",1.043
"4277",0.504
"4278",0.973
"4279",1.213
"4280",1.239
"4281",1.231
"4282",0.77
"4283",1.276
"4284",1.097
"4285",1.005
"4286",1.155
"4287",0.992
"4288",0.916
"4289",1.068
"4290",1.184
"4291",1.124
"4292",0.228
"4293",1.145
"4294",0.373
"4295",0.883
"4296",1.057
"4297",0.234
"4298",1.089
"4299",1.059
"4300",0.807
"4301",1.396
"4302",1.011
"4303",0.315
"4304",1.05
"4305",1.059
"4306",0.848
"4307",0.882
"4308",1.051
"4309",1.034
"4310",0.345
"4311",0.925
"4312",1.023
"4313",1.232
"4314",1.23
"4315",1.264
"4316",0.548
"4317",1.227
"4318",1.208
"4319",1.439
"4320",1.184
"4321",1.313
"4322",1.28
"4323",0.252
"4324",1.524
"4325",1.361
"4326",1.229
"4327",0.659
"4328",0.36
"4329",1.035
"4330",1.042
"4331",1.333
"4332",1.207
"4333",0.743
"4334",0.999
"4335",0.863
"4336",0.334
"4337",0.949
"4338",1.124
"4339",0.866
"4340",0.536
"4341",1.006
"4342",0.993
"4343",0.749
"4344",1.142
"4345",1.256
"4346",1.077
"4347",1.315
"4348",1.328
"4349",0.593
"4350",1.118
"4351",1.221
"4352",0.863
"4353",0.854
"4354",1.251
"4355",0.367
"4356",0.905
"4357",1.054
"4358",1.006
"4359",0.558
"4360",0.982
"4361",0.418
"4362",0.819
"4363",0.958
"4364",0.97
"4365",0.603
"4366",0.459
"4367",1.082
"4368",1.161
"4369",0.869
"4370",1.134
"4371",1.218
"4372",1.23
"4373",1.077
"4374",0.95
"4375",1.274
"4376",1.201
"4377",0.898
"4378",1.291
"4379",1.15
"4380",0.644
"4381",0.861
"4382",0.693
"4383",0.809
"4384",0.239
"4385",0.984
"4386",1.145
"4387",1.14
"4388",1.128
"4389",1.234
"4390",0.908
"4391",1.022
"4392",1.302
"4393",0.799
"4394",1.529
"4395",1.304
"4396",1.125
"4397",1.448
"4398",1.281
"4399",1.234
"4400",0.877
"4401",1.283
"4402",0.889
"4403",0.973
"4404",1.157
"4405",0.702
"4406",0.958
"4407",0.794
"4408",1.006
"4409",1.029
"4410",0.973
"4411",0.918
"4412",1.023
"4413",1.273
"4414",1.267
"4415",0.824
"4416",0.909
"4417",1.009
"4418",0.845
"4419",1.003
"4420",0.891
"4421",1.151
"4422",0.98
"4423",1.09
"4424",1.101
"4425",0.894
"4426",1.297
"4427",1.189
"4428",1.185
"4429",0.989
"4430",1.104
"4431",0.11
"4432",1.319
"4433",1.383
"4434",1.061
"4435",0.806
"4436",0.694
"4437",1.073
"4438",1.063
"4439",0.608
"4440",0.993
"4441",0.969
"4442",1.128
"4443",1.191
"4444",0.395
"4445",1.278
"4446",0.855
"4447",1.163
"4448",0.979
"4449",1.024
"4450",1.007
"4451",0.985
"4452",0.449
"4453",0.945
"4454",0.865
"4455",1.081
"4456",0.913
"4457",1.043
"4458",0.659
"4459",0.859
"4460",0.804
"4461",1.027
"4462",1.016
"4463",1.074
"4464",0.721
"4465",1.156
"4466",0.865
"4467",0.886
"4468",1.295
"4469",1.269
"4470",0.884
"4471",1.462
"4472",1.094
"4473",1.124
"4474",0.664
"4475",1.149
"4476",0.59
"4477",1.236
"4478",0.921
"4479",1.207
"4480",1.306
"4481",1.3
"4482",0.481
"4483",1.021
"4484",1.049
"4485",0.61
"4486",0.267
"4487",1.287
"4488",1.296
"4489",1.072
"4490",0.978
"4491",1.196
"4492",1.357
"4493",0.928
"4494",0.972
"4495",1.223
"4496",1.161
"4497",1.244
"4498",0.577
"4499",0.839
"4500",1.229
"4501",0.823
"4502",0.841
"4503",0.003
"4504",1.127
"4505",1.308
"4506",1.022
"4507",1.202
"4508",0.958
"4509",1.056
"4510",0.975
"4511",0.993
"4512",1.045
"4513",0.759
"4514",0.752
"4515",0.814
"4516",0.6
"4517",0.899
"4518",1.166
"4519",0.747
"4520",1.054
"4521",1.242
"4522",1.125
"4523",1.239
"4524",1.183
"4525",1.36
"4526",0.994
"4527",1.15
"4528",1.158
"4529",1.29
"4530",1.042
"4531",1.17
"4532",0.764
"4533",0.695
"4534",0.763
"4535",1.06
"4536",0.9
"4537",1.182
"4538",1.032
"4539",0.816
"4540",0.553
"4541",0.302
"4542",0.329
"4543",0.773
"4544",0.603
"4545",0.76
"4546",0.99
"4547",0.927
"4548",1.124
"4549",1.102
"4550",0.592
"4551",0.808
"4552",0.819
"4553",0.62
"4554",0.923
"4555",0.939
"4556",0.977
"4557",0.741
"4558",1.01
"4559",1.15
"4560",1.106
"4561",0.99
"4562",1.186
"4563",1.156
"4564",1.032
"4565",1.065
"4566",0.653
"4567",0.723
"4568",0.49
"4569",0.937
"4570",0.975
"4571",1.06
"4572",1.052
"4573",0.791
"4574",0.066
"4575",0.958
"4576",1.123
"4577",0.499
"4578",0.754
"4579",0.664
"4580",0.93
"4581",0.956
"4582",0.553
"4583",0.993
"4584",0.801
"4585",1.289
"4586",1.303
"4587",1.238
"4588",0.954
"4589",0.944
"4590",0.829
"4591",0.851
"4592",1.039
"4593",1.243
"4594",1.009
"4595",1.307
"4596",1.286
"4597",1.477
"4598",0.349
"4599",1.122
"4600",1.349
"4601",0.993
"4602",0.989
"4603",0.779
"4604",1.045
"4605",1.101
"4606",0.981
"4607",1.192
"4608",0.457
"4609",1.203
"4610",1.049
"4611",1.294
"4612",1.302
"4613",1.556
"4614",1.308
"4615",1.468
"4616",0.786
"4617",0.794
"4618",1.26
"4619",1.264
"4620",0.849
"4621",1.448
"4622",0.74
"4623",1.435
"4624",1.141
"4625",1.369
"4626",1.567
"4627",1.622
"4628",1.347
"4629",0.893
"4630",1.267
"4631",1.284
"4632",1.047
"4633",0.96
"4634",1.287
"4635",1.326
"4636",1.366
"4637",1.395
"4638",1.084
"4639",1.144
"4640",1.121
"4641",1.155
"4642",1.087
"4643",1.137
"4644",1.334
"4645",1.079
"4646",1.159
"4647",1.284
"4648",1.251
"4649",1.357
"4650",0.388
"4651",1.07
"4652",0.949
"4653",1.111
"4654",0.143
"4655",0.995
"4656",0.849
"4657",1.118
"4658",0.957
"4659",0.712
"4660",0.621
"4661",0.754
"4662",0.919
"4663",0.344
"4664",0.747
"4665",0.839
"4666",0.942
"4667",0.716
"4668",0.77
"4669",0.764
"4670",0.684
"4671",0.938
"4672",1.317
"4673",0.653
"4674",1.043
"4675",1.09
"4676",1.18
"4677",1.002
"4678",1.116
"4679",1.231
"4680",0.928
"4681",1.44
"4682",1.151
"4683",1.405
"4684",1.243
"4685",1.229
"4686",0.34
"4687",1.533
"4688",1.09
"4689",1.492
"4690",1.239
"4691",1.318
"4692",1.385
"4693",0.91
"4694",0.461
"4695",1.171
"4696",1.241
"4697",1.482
"4698",1.382
"4699",1.181
"4700",1.199
"4701",1.048
"4702",1.32
"4703",1.598
"4704",1.264
"4705",0.979
"4706",1.253
"4707",0.984
"4708",0.814
"4709",0.272
"4710",0.937
"4711",1.219
"4712",1.157
"4713",1.249
"4714",1.252
"4715",1.033
"4716",1.122
"4717",1.379
"4718",1.288
"4719",1.598
"4720",0.733
"4721",0.976
"4722",0.62
"4723",1.227
"4724",0.72
"4725",1.14
"4726",1.299
"4727",1.106
"4728",0.635
"4729",1.106
"4730",0.943
"4731",0.74
"4732",0.281
"4733",0.858
"4734",0.632
"4735",0.713
"4736",0.736
"4737",0.928
"4738",0.897
"4739",0.702
"4740",1.222
"4741",0.975
"4742",0.568
"4743",0.257
"4744",0.761
"4745",0.823
"4746",1.226
"4747",0.176
"4748",1.211
"4749",0.785
"4750",0.711
"4751",0.218
"4752",0.959
"4753",0.72
"4754",0.937
"4755",0.802
"4756",0.745
"4757",0.995
"4758",0.807
"4759",1.063
"4760",0.663
"4761",1.013
"4762",0.536
"4763",1.088
"4764",0.818
"4765",0.703
"4766",1.131
"4767",1.262
"4768",1.227
"4769",1.09
"4770",0.69
"4771",1.286
"4772",0.934
"4773",1.19
"4774",1.066
"4775",0.771
"4776",0.835
"4777",0.912
"4778",0.812
"4779",0.672
"4780",0.766
"4781",1.009
"4782",0.531
"4783",0.8
"4784",0.941
"4785",0.904
"4786",0.92
"4787",0.564
"4788",0.852
"4789",0.891
"4790",0.617
"4791",1.237
"4792",1.274
"4793",1.071
"4794",0.835
"4795",1.13
"4796",0.85
"4797",1.106
"4798",0.902
"4799",0.403
"4800",0.634
"4801",1.122
"4802",0.424
"4803",0.97
"4804",1.168
"4805",1.081
"4806",1.093
"4807",0.803
"4808",0.784
"4809",1.136
"4810",1.148
"4811",1.257
"4812",0.683
"4813",0.726
"4814",1.123
"4815",1.195
"4816",0.976
"4817",1.222
"4818",1.731
"4819",1.622
"4820",1.614
"4821",1.266
"4822",1.006
"4823",0.938
"4824",1.183
"4825",1.3
"4826",0.857
"4827",0.935
"4828",1.22
"4829",1.25
"4830",0.194
"4831",1.302
"4832",0.943
"4833",0.918
"4834",0.821
"4835",0.947
"4836",0.835
"4837",1.284
"4838",1.107
"4839",0.467
"4840",0.692
"4841",0.812
"4842",0.624
"4843",1.13
"4844",0.907
"4845",1.08
"4846",1.386
"4847",0.956
"4848",0.437
"4849",1.086
"4850",0.726
"4851",0.981
"4852",0.866
"4853",0.833
"4854",1.18
"4855",0.852
"4856",0.37
"4857",1.053
"4858",0.232
"4859",0.85
"4860",0.861
"4861",0.58
"4862",0.763
"4863",0.73
"4864",0.942
"4865",0.976
"4866",1.06
"4867",0.848
"4868",0.841
"4869",1.142
"4870",1.136
"4871",1.152
"4872",1.35
"4873",1.142
"4874",1.015
"4875",0.967
"4876",1.203
"4877",0.738
"4878",0.758
"4879",1.225
"4880",0.59
"4881",1.35
"4882",0.252
"4883",1.253
"4884",1.224
"4885",0.986
"4886",1.03
"4887",1.002
"4888",1.026
"4889",1.079
"4890",0.603
"4891",1.051
"4892",0.928
"4893",1.088
"4894",1.103
"4895",0.912
"4896",0.831
"4897",0.232
"4898",1.116
"4899",0.807
"4900",1.098
"4901",1.185
"4902",1.08
"4903",1.165
"4904",1.227
"4905",0.463
"4906",1.003
"4907",1.102
"4908",0.829
"4909",1.355
"4910",1.201
"4911",0.209
"4912",0.595
"4913",1.05
"4914",1.054
"4915",1.024
"4916",1.02
"4917",0.575
"4918",0.866
"4919",0.749
"4920",1.015
"4921",0.911
"4922",0.883
"4923",0.106
"4924",1.076
"4925",0.843
"4926",1.212
"4927",0.811
"4928",1.234
"4929",1.211
"4930",0.916
"4931",0.287
"4932",1.297
"4933",1.211
"4934",1.238
"4935",0.535
"4936",1.146
"4937",1.347
"4938",1.16
"4939",1.062
"4940",1.101
"4941",0.239
"4942",1.344
"4943",1.451
"4944",1.234
"4945",1.321
"4946",1.058
"4947",0.383
"4948",0.339
"4949",0.102
"4950",0.943
"4951",0.844
"4952",1.245
"4953",1.23
"4954",1.163
"4955",1.336
"4956",0.93
"4957",1.13
"4958",0.906
"4959",1.054
"4960",0.975
"4961",0.634
"4962",1.073
"4963",1.164
"4964",0.862
"4965",1.209
"4966",1.022
"4967",0.688
"4968",1.13
"4969",0.97
"4970",1.294
"4971",1.306
"4972",0.655
"4973",0.961
"4974",0.316
"4975",0.931
"4976",0.958
"4977",1.115
"4978",1.057
"4979",0.986
"4980",0.953
"4981",1.568
"4982",1.2
"4983",1.409
"4984",0.746
"4985",1.191
"4986",1.185
"4987",0.855
"4988",0.913
"4989",1.247
"4990",1.307
"4991",1.308
"4992",1.131
"4993",0.735
"4994",0.579
"4995",0.819
"4996",0.687
"4997",1.068
"4998",1.046
"4999",1.076
"5000",1.07
"5001",1.292
"5002",0.861
"5003",0.903
"5004",1.216
"5005",0.927
"5006",1.286
"5007",1.215
"5008",0.905
"5009",0.182
"5010",0.889
"5011",1.047
"5012",1.052
"5013",1.274
"5014",1.179
"5015",1.232
"5016",1.097
"5017",1.082
"5018",1.54
"5019",1.331
"5020",1.215
"5021",1.002
"5022",0.746
"5023",0.929
"5024",1.071
"5025",1.36
"5026",1.048
"5027",1.115
"5028",1.114
"5029",1.265
"5030",1.361
"5031",1.547
"5032",1.205
"5033",1.223
"5034",0.967
"5035",1.02
"5036",1.146
"5037",0.906
"5038",1.236
"5039",0.983
"5040",0.985
"5041",1.115
"5042",1.176
"5043",0.71
"5044",1.417
"5045",0.028
"5046",0.54
"5047",1.131
"5048",0.557
"5049",0.99
"5050",1.133
"5051",1.438
"5052",1.085
"5053",1.152
"5054",1.022
"5055",1.106
"5056",0.955
"5057",0.782
"5058",0.866
"5059",1.041
"5060",0.973
"5061",1.063
"5062",1.099
"5063",0.99
"5064",1.388
"5065",1.075
"5066",0.981
"5067",0.788
"5068",1.258
"5069",1.142
"5070",1.094
"5071",0.789
"5072",0.978
"5073",0.706
"5074",0.524
"5075",1.05
"5076",0.932
"5077",0.989
"5078",1.12
"5079",0.553
"5080",1.261
"5081",0.96
"5082",0.864
"5083",0.93
"5084",1.023
"5085",0.708
"5086",0.126
"5087",1.109
"5088",0.903
"5089",0.994
"5090",0.954
"5091",0.698
"5092",1.125
"5093",0.895
"5094",0.905
"5095",0.9
"5096",1.019
"5097",1.234
"5098",0.837
"5099",1.176
"5100",1.098
"5101",1.128
"5102",1.226
"5103",1.526
"5104",1.026
"5105",1.029
"5106",1.03
"5107",0.434
"5108",1.127
"5109",1.086
"5110",1.121
"5111",0.963
"5112",0.194
"5113",0.629
"5114",1.292
"5115",0.977
"5116",1.016
"5117",1.388
"5118",0.886
"5119",0.82
"5120",0.905
"5121",1.011
"5122",1.295
"5123",0.622
"5124",1.257
"5125",0.786
"5126",0.14
"5127",0.903
"5128",0.513
"5129",1.145
"5130",0.725
"5131",0.906
"5132",0.862
"5133",0.787
"5134",1.025
"5135",0.737
"5136",1.135
"5137",1.152
"5138",0.799
"5139",0.925
"5140",0.747
"5141",0.543
"5142",0.965
"5143",1.297
"5144",0.879
"5145",1.227
"5146",1.22
"5147",0.229
"5148",1.047
"5149",1.136
"5150",0.026
"5151",1.083
"5152",1.218
"5153",1.525
"5154",1.69
"5155",0.94
"5156",1.09
"5157",1.416
"5158",1.442
"5159",1.439
"5160",1.518
"5161",1.033
"5162",1.184
"5163",0.961
"5164",1.452
"5165",1.243
"5166",1.376
"5167",1.486
"5168",1.435
"5169",1.434
"5170",1.61
"5171",1.531
"5172",1.535
"5173",1.638
"5174",0.532
"5175",1.364
"5176",1.546
"5177",1.324
"5178",0.993
"5179",1.503
"5180",1.247
"5181",1.39
"5182",1.096
"5183",0.721
"5184",0.141
"5185",0.625
"5186",1.164
"5187",0.297
"5188",1.183
"5189",1.284
"5190",0.809
"5191",1
"5192",1.048
"5193",0.341
"5194",0.281
"5195",1.212
"5196",1.257
"5197",1.215
"5198",0.947
"5199",0.964
"5200",1.115
"5201",1.2
"5202",0.931
"5203",1.037
"5204",1.21
"5205",1.009
"5206",1.063
"5207",0.269
"5208",0.423
"5209",0.976
"5210",1.139
"5211",0.973
"5212",1.089
"5213",1.028
"5214",1.136
"5215",1.028
"5216",1.239
"5217",1.215
"5218",1.02
"5219",1.019
"5220",0.945
"5221",1.066
"5222",1.186
"5223",1.12
"5224",0.653
"5225",0.108
"5226",0.998
"5227",1.212
"5228",0.779
"5229",0.562
"5230",0.833
"5231",0.986
"5232",0.866
"5233",0.583
"5234",0.823
"5235",0.811
"5236",0.847
"5237",0.925
"5238",0.806
"5239",0.887
"5240",1.094
"5241",0.998
"5242",1.186
"5243",0.874
"5244",0.47
"5245",1.265
"5246",0.724
"5247",0.592
"5248",0.881
"5249",1.076
"5250",0.959
"5251",0.978
"5252",0.731
"5253",0.303
"5254",1.027
"5255",1.003
"5256",1.011
"5257",0.747
"5258",0.723
"5259",0.969
"5260",0.891
"5261",0.96
"5262",0.759
"5263",0.105
"5264",0.899
"5265",1.154
"5266",1.086
"5267",1.024
"5268",1.002
"5269",0.942
"5270",0.874
"5271",0.948
"5272",0.82
"5273",1.18
"5274",1.107
"5275",0.477
"5276",0.054
"5277",0.927
"5278",0.848
"5279",0.694
"5280",0.691
"5281",0.717
"5282",1.028
"5283",0.719
"5284",0.351
"5285",0.999
"5286",0.734
"5287",1.037
"5288",1.069
"5289",0.389
"5290",0.976
"5291",1.059
"5292",1.044
"5293",0.974
"5294",1.119
"5295",1.432
"5296",0.997
"5297",1.227
"5298",0.94
"5299",1.264
"5300",1.301
"5301",1.345
"5302",0.562
"5303",0.253
"5304",0.87
"5305",1.58
"5306",1.282
"5307",1.259
"5308",1.006
"5309",0.941
"5310",1.187
"5311",1.274
"5312",0.556
"5313",0.933
"5314",0.843
"5315",1.188
"5316",1.259
"5317",1.174
"5318",1.045
"5319",0.606
"5320",0.871
"5321",1.204
"5322",1.172
"5323",0.982
"5324",1.02
"5325",0.547
"5326",0.927
"5327",0.65
"5328",0.456
"5329",0.965
"5330",1.146
"5331",0.729
"5332",0.741
"5333",1.096
"5334",0.298
"5335",0.819
"5336",1.051
"5337",1.011
"5338",1.141
"5339",1.091
"5340",0.985
"5341",1.087
"5342",0.453
"5343",0.977
"5344",0.76
"5345",0.901
"5346",1.17
"5347",1.106
"5348",0.823
"5349",1.104
"5350",0.595
"5351",0.929
"5352",1.244
"5353",1.271
"5354",1.214
"5355",1.225
"5356",1.108
"5357",1.268
"5358",1.25
"5359",1.006
"5360",1.135
"5361",1.045
"5362",1.087
"5363",0.635
"5364",0.479
"5365",0.322
"5366",0.817
"5367",0.646
"5368",0.306
"5369",0.598
"5370",0.922
"5371",0.905
"5372",0.858
"5373",0.889
