"1mon" "2mon" "3mon" "4mon" "5mon" "5.5mon" "6.5mon" "7.5mon" "8.5mon" "9.5mon" "NA"
5.2203 5.60697 5.88332 6.03239 6.14208 6.20725 6.2392 6.35251 6.43426 6.44284 6.46112
5.24405 5.70326 5.99906 6.15268 6.27008 6.33119 6.35315 6.45701 6.53896 6.54747 6.57404
5.24263 5.6993 6.00318 6.16104 6.26923 6.33134 6.34924 6.45219 6.53195 6.53917 6.56821
5.2599 5.64599 5.91619 6.07037 6.17667 6.23848 6.25875 6.36405 6.4385 6.4438 6.47304
5.23485 5.63384 5.91414 6.06364 6.17445 6.23633 6.25663 6.365 6.44295 6.44653 6.47297
5.24348 5.6621 5.94371 6.09593 6.20465 6.26837 6.29999 6.41295 6.48918 6.49408 6.5167
5.26423 5.65427 5.93616 6.08503 6.19189 6.25573 6.286 6.40073 6.47486 6.47842 6.50589
5.28495 5.64801 5.91694 6.06051 6.16404 6.22351 6.24484 6.35999 6.43405 6.43675 6.46609
5.25585 5.65866 5.93491 6.08545 6.19587 6.25825 6.29014 6.40281 6.47178 6.47782 6.50487
5.23918 5.67991 5.9778 6.13171 6.23816 6.29941 6.32917 6.4399 6.50925 6.5155 6.54256
5.23126 5.69129 5.98619 6.15199 6.26396 6.32904 6.36548 6.48099 6.54962 6.5558 6.58654
5.25745 5.71067 6.02382 6.18451 6.29075 6.36269 6.40694 6.53234 6.59844 6.60321 6.63773
5.23982 5.66431 5.96692 6.13783 6.26163 6.32722 6.36345 6.48498 6.5533 6.55717 6.58977
5.24486 5.65666 5.95916 6.1353 6.25304 6.3188 6.35621 6.47743 6.54556 6.55119 6.58376
5.25708 5.6474 5.92904 6.10467 6.22857 6.29371 6.32948 6.44665 6.51635 6.52717 6.55656
5.2474 5.60303 5.86193 6.02632 6.14097 6.20795 6.24442 6.36121 6.4354 6.44781 6.4718
5.2217 5.56669 5.81308 5.97111 6.08698 6.15458 6.19014 6.30555 6.3758 6.38768 6.4199
5.23648 5.55816 5.80479 5.95648 6.06709 6.13408 6.1679 6.28302 6.35636 6.36963 6.40227
5.2224 5.56884 5.82827 5.98135 6.09624 6.16006 6.19439 6.3107 6.37923 6.3925 6.43141
5.20431 5.56969 5.84123 5.99598 6.10714 6.17234 6.20753 6.31923 6.39084 6.40642 6.43881
5.21181 5.53795 5.79199 5.94393 6.04959 6.11549 6.15252 6.26772 6.33917 6.35204 6.3858
5.22685 5.54086 5.79039 5.9444 6.04664 6.1079 6.14256 6.25522 6.32484 6.33962 6.37935
5.20925 5.54815 5.7982 5.95159 6.05526 6.11908 6.15063 6.25724 6.32564 6.3431 6.38404
5.19565 5.55327 5.81453 5.96733 6.06941 6.13053 6.16505 6.27244 6.34151 6.36131 6.39971
5.17171 5.51205 5.75722 5.89904 5.99537 6.06098 6.09672 6.19004 6.25628 6.28337 6.31789
5.16985 5.47698 5.71267 5.8552 5.95161 6.01506 6.04819 6.13664 6.20464 6.23678 6.27165
5.1921 5.49026 5.7203 5.86218 5.95953 6.02399 6.0565 6.14396 6.21127 6.24167 6.27665
5.17153 5.49264 5.73131 5.87689 5.97824 6.04016 6.07084 6.16298 6.23194 6.25887 6.29704
5.13506 5.51298 5.78343 5.93853 6.05117 6.11462 6.14546 6.24465 6.31434 6.33812 6.37915
5.13752 5.50497 5.77306 5.9249 6.03461 6.10173 6.12837 6.22265 6.29439 6.31912 6.35917
5.17737 5.52921 5.80553 5.95047 6.05838 6.12413 6.15375 6.25477 6.32541 6.34867 6.39364
5.16265 5.54168 5.83034 5.96993 6.07139 6.13673 6.16247 6.2595 6.33142 6.35495 6.3977
5.22099 5.6727 5.98862 6.1409 6.24776 6.3107 6.33768 6.42642 6.48822 6.50914 6.55575
5.25905 5.67931 6.00883 6.16318 6.27251 6.339 6.35902 6.44185 6.4995 6.51806 6.56903
5.30555 5.70357 6.00997 6.16433 6.2749 6.33403 6.35159 6.4246 6.48452 6.5104 6.56006
5.29558 5.71727 6.02529 6.18253 6.28688 6.35007 6.37135 6.45515 6.51879 6.53243 6.57283
5.29754 5.72513 6.03698 6.19946 6.31397 6.37134 6.39226 6.47863 6.54569 6.5642 6.60638
5.30699 5.73847 6.04049 6.19788 6.30554 6.36872 6.39489 6.48524 6.55217 6.57155 6.60814
5.33802 5.75495 6.06012 6.22116 6.32699 6.39302 6.42507 6.51863 6.58151 6.59489 6.63197
5.31649 5.71833 6.01553 6.17343 6.2748 6.33787 6.36576 6.45828 6.5223 6.53862 6.57744
5.31123 5.72949 6.02009 6.17865 6.28136 6.34292 6.37091 6.46277 6.52171 6.54138 6.57919
5.32261 5.71306 6.01453 6.1791 6.27769 6.34592 6.38014 6.46998 6.52623 6.54773 6.59095
5.32756 5.73368 6.04239 6.20886 6.30865 6.37463 6.40709 6.50694 6.56631 6.58499 6.6249
5.3523 5.80302 6.13345 6.32104 6.43104 6.49246 6.52186 6.61748 6.67866 6.69555 6.7381
5.34448 5.78286 6.10265 6.28466 6.40195 6.47496 6.51073 6.59946 6.66091 6.68068 6.71342
5.36982 5.81194 6.13834 6.30968 6.4222 6.48893 6.51791 6.61164 6.67566 6.68967 6.72252
5.41198 5.82008 6.14141 6.31688 6.42607 6.49256 6.52482 6.61523 6.67683 6.69466 6.72776
5.42037 5.83634 6.1628 6.33939 6.44816 6.51046 6.54073 6.63289 6.69514 6.71077 6.74203
5.44687 5.86536 6.19845 6.37658 6.47228 6.53206 6.55879 6.64769 6.69564 6.70465 6.74269
5.51213 5.91059 6.21934 6.38452 6.47676 6.5376 6.56439 6.64364 6.69194 6.70324 6.73724
5.49679 5.90512 6.21108 6.36908 6.45414 6.51368 6.54253 6.62816 6.67636 6.68315 6.71664
5.52341 5.94506 6.25022 6.41199 6.49973 6.55092 6.57097 6.65092 6.69673 6.69983 6.7369
5.51508 5.97458 6.29471 6.44826 6.54063 6.59834 6.62447 6.70701 6.75804 6.75844 6.76524
5.49676 6.03449 6.37628 6.53494 6.63062 6.69111 6.72016 6.81308 6.86318 6.86033 6.89343
5.49713 6.03205 6.36769 6.53771 6.64753 6.70724 6.73732 6.82794 6.87747 6.87846 6.90848
5.46411 6.00727 6.34647 6.51533 6.61555 6.67469 6.70742 6.79767 6.84944 6.85585 6.87796
5.4462 5.99986 6.3434 6.5042 6.60798 6.66488 6.69016 6.77665 6.83213 6.83736 6.85759
5.37906 5.97612 6.32851 6.49294 6.59827 6.6564 6.68133 6.76889 6.82376 6.82731 6.85014
5.43905 6.01251 6.37767 6.54451 6.65797 6.71011 6.73413 6.82531 6.88017 6.88387 6.90956
5.45208 5.98751 6.33885 6.50141 6.61229 6.66163 6.68242 6.76997 6.82164 6.82959 6.86219
5.44956 6.01608 6.37353 6.53567 6.64297 6.69516 6.71617 6.80174 6.85493 6.86145 6.89088
5.45423 6.01585 6.37232 6.53408 6.64459 6.69777 6.72076 6.8055 6.85733 6.86403 6.89168
5.46488 6.02412 6.38843 6.54563 6.65632 6.70583 6.72247 6.8072 6.861 6.86542 6.88948
5.47182 6.08113 6.45843 6.62289 6.72721 6.77487 6.79469 6.87704 6.92573 6.93096 6.9622
5.46437 6.08089 6.4698 6.63242 6.73452 6.77673 6.79289 6.87708 6.92663 6.92941 6.95487
5.46787 6.02543 6.38848 6.54477 6.64009 6.68388 6.69964 6.78001 6.83205 6.83785 6.83934
5.45744 6.03622 6.40772 6.56733 6.66474 6.70521 6.71894 6.7957 6.85004 6.85642 6.88035
5.46183 6.01194 6.3685 6.52651 6.62189 6.66131 6.67718 6.75535 6.81018 6.8144 6.83347
5.44029 5.99068 6.33955 6.50034 6.59791 6.64201 6.66186 6.73984 6.79134 6.79821 6.8214
5.42818 6.01274 6.37747 6.53868 6.63471 6.67596 6.69401 6.7732 6.8261 6.83279 6.85649
5.43064 6.00979 6.36372 6.51588 6.60383 6.64845 6.66969 6.74065 6.78812 6.79608 6.81304
5.42691 6.02969 6.39567 6.55647 6.65024 6.69624 6.71878 6.79171 6.83797 6.84594 6.86893
5.45752 6.06606 6.43944 6.60492 6.69886 6.73781 6.75723 6.83206 6.87741 6.88634 6.91341
5.48967 6.07505 6.45197 6.61568 6.71186 6.75482 6.77692 6.85159 6.89428 6.90193 6.92824
5.52176 6.0689 6.42783 6.58811 6.68577 6.7277 6.74825 6.82425 6.86929 6.87598 6.89925
5.43306 5.93074 6.25126 6.41808 6.51933 6.57191 6.6016 6.68656 6.73134 6.73805 6.75977
5.44015 5.90496 6.19782 6.35617 6.44972 6.50467 6.53552 6.62714 6.67414 6.67967 6.70409
5.45279 5.89767 6.18961 6.33472 6.4245 6.48013 6.50937 6.58629 6.63716 6.6546 6.68114
5.48287 5.89549 6.17803 6.32784 6.41362 6.4716 6.50127 6.57226 6.62097 6.64059 6.66478
5.48023 5.89896 6.18768 6.33686 6.41971 6.47091 6.49642 6.56063 6.60844 6.6299 6.65281
5.46535 5.91459 6.21156 6.35157 6.42955 6.47799 6.49872 6.55527 6.60047 6.62178 6.64561
5.4394 5.9579 6.27595 6.42804 6.51146 6.55569 6.57827 6.64769 6.69418 6.71094 6.73847
5.44437 5.9354 6.23547 6.38063 6.46643 6.51212 6.53471 6.60453 6.65323 6.66925 6.69156
5.39907 5.86878 6.15929 6.30855 6.39899 6.44207 6.46623 6.55076 6.60741 6.62075 6.64341
5.38282 5.85698 6.13991 6.29128 6.37961 6.42531 6.45249 6.5384 6.58949 6.60473 6.63161
5.37101 5.90434 6.20204 6.36477 6.48359 6.51738 6.53239 6.59801 6.64188 6.65864 6.69096
5.34038 5.87401 6.18131 6.32571 6.41965 6.46859 6.4951 6.57259 6.61723 6.62991 6.65545
5.27086 5.86292 6.1565 6.30555 6.40609 6.44576 6.46983 6.55984 6.5983 6.60592 6.62978
5.36725 5.89234 6.18974 6.33072 6.43136 6.47347 6.4977 6.58515 6.6271 6.63698 6.66232
5.44326 5.91162 6.20511 6.34921 6.44662 6.4905 6.514 6.58934 6.63368 6.64729 6.67161
5.37948 5.84866 6.15863 6.32173 6.41722 6.46971 6.49998 6.5781 6.62883 6.6447 6.66419
5.29018 5.84192 6.15739 6.33443 6.45082 6.50571 6.53474 6.61214 6.66099 6.67703 6.70217
5.31312 5.8601 6.18215 6.3602 6.48106 6.53012 6.55677 6.63341 6.68127 6.69698 6.72104
5.47534 5.8964 6.17485 6.31907 6.39875 6.45394 6.4821 6.54497 6.60284 6.64493 6.67874
5.34525 5.88325 6.22162 6.39599 6.51175 6.5637 6.59006 6.6644 6.71132 6.72964 6.76079
5.2961 5.90372 6.24605 6.40707 6.52568 6.57157 6.59393 6.66859 6.71507 6.73288 6.76404
5.26453 5.87318 6.20872 6.36954 6.48372 6.531 6.55869 6.63083 6.669 6.68736 6.71551
5.29104 5.80929 6.12797 6.28918 6.39029 6.44559 6.47347 6.54672 6.59652 6.61682 6.63794
5.22712 5.81396 6.13463 6.28794 6.38832 6.43649 6.45821 6.5279 6.57804 6.59956 6.6231
5.25475 5.80062 6.11086 6.2598 6.35686 6.40618 6.43018 6.50254 6.55127 6.5697 6.59412
5.28629 5.7987 6.11231 6.2642 6.35777 6.40501 6.42544 6.49165 6.54377 6.56284 6.58575
5.30563 5.80057 6.10935 6.26905 6.36547 6.40814 6.4272 6.49606 6.54402 6.56194 6.58772
5.30074 5.74038 6.03541 6.1772 6.26481 6.30817 6.32769 6.39708 6.43832 6.45325 6.48823
5.34472 5.78383 6.07816 6.22677 6.31348 6.36085 6.38252 6.44544 6.48486 6.50163 6.53475
5.34694 5.79608 6.09578 6.24408 6.33486 6.38161 6.40413 6.46999 6.51147 6.52759 6.55626
5.31816 5.80167 6.10138 6.24383 6.32794 6.37217 6.39322 6.46221 6.51166 6.52564 6.54613
5.3094 5.71565 5.99044 6.13815 6.22927 6.28145 6.31075 6.38744 6.43827 6.45151 6.47175
5.31182 5.69188 5.95437 6.09947 6.18314 6.23057 6.25635 6.32747 6.38292 6.40707 6.43233
5.30887 5.69566 5.93979 6.07548 6.16115 6.2047 6.22634 6.2964 6.35217 6.3753 6.39724
5.28236 5.71885 5.97161 6.10618 6.19025 6.23018 6.25111 6.32947 6.38627 6.40688 6.42733
5.32985 5.70169 5.94919 6.0893 6.17005 6.21142 6.23464 6.30224 6.35457 6.3774 6.3998
5.34211 5.71516 5.9531 6.08624 6.17065 6.21784 6.24369 6.31092 6.35712 6.37747 6.4028
5.33501 5.7001 5.93644 6.06499 6.14631 6.19575 6.22121 6.2822 6.32435 6.34502 6.36862
5.3588 5.72298 5.96129 6.09304 6.17958 6.22587 6.25035 6.31373 6.35724 6.37668 6.40267
5.38161 5.7297 5.96526 6.09703 6.18328 6.23442 6.2612 6.3242 6.36725 6.38738 6.41284
5.37386 5.7282 5.9771 6.11632 6.20377 6.2623 6.29349 6.36128 6.40563 6.42687 6.4546
5.35805 5.73247 5.99673 6.15177 6.24606 6.30418 6.33663 6.41006 6.45393 6.47257 6.50183
5.33548 5.73102 5.99606 6.15006 6.24413 6.301 6.33285 6.40628 6.45225 6.47316 6.50294
5.33931 5.75591 6.02528 6.17128 6.27627 6.33334 6.36238 6.43209 6.47242 6.48793 6.51781
5.33938 5.72328 5.97254 6.11402 6.21376 6.26725 6.2932 6.36034 6.40289 6.41911 6.443
5.33599 5.71771 5.96457 6.09603 6.18925 6.2433 6.26892 6.33247 6.37398 6.39306 6.42319
5.36277 5.65633 5.87218 5.99601 6.07842 6.14197 6.17389 6.23433 6.26913 6.28592 6.3112
5.34455 5.63611 5.84847 5.96965 6.05175 6.10822 6.13487 6.1895 6.22665 6.24966 6.28002
5.36994 5.63887 5.8483 5.9743 6.05467 6.11373 6.1411 6.19222 6.22873 6.25569 6.28845
5.35927 5.62458 5.82844 5.9495 6.02806 6.08783 6.11615 6.16847 6.20262 6.22523 6.25457
5.36879 5.6324 5.83295 5.94928 6.02656 6.086 6.11584 6.1749 6.21387 6.23757 6.26686
5.34809 5.63554 5.8382 5.9398 6.01339 6.06555 6.0914 6.14761 6.18647 6.21089 6.24235
5.35509 5.66019 5.87432 5.97825 6.04698 6.09239 6.11564 6.17074 6.21071 6.23545 6.26667
5.35314 5.65298 5.8684 5.97034 6.04733 6.09297 6.11776 6.17891 6.21677 6.2375 6.2658
5.39283 5.63482 5.81937 5.92516 5.9907 6.03702 6.06029 6.10964 6.14775 6.17346 6.20115
5.38595 5.63275 5.81932 5.92376 5.9914 6.03548 6.05833 6.11159 6.15066 6.17321 6.19967
5.3959 5.64439 5.84133 5.94573 6.03295 6.08207 6.10625 6.16391 6.20057 6.22112 6.24756
5.37887 5.60636 5.78337 5.8843 5.9558 5.9964 6.01614 6.06652 6.10674 6.1289 6.14779
5.38028 5.6044 5.77387 5.86774 5.94421 5.99167 6.01146 6.05709 6.09229 6.11103 6.13027
5.37582 5.6085 5.77859 5.87024 5.94508 5.99533 6.01808 6.06946 6.10867 6.12932 6.14812
5.39562 5.62404 5.79385 5.88856 5.96399 6.01535 6.03933 6.09253 6.13183 6.15383 6.17876
5.38763 5.61019 5.78069 5.87381 5.94647 5.99752 6.02056 6.07215 6.11231 6.13565 6.16112
5.41822 5.57835 5.71489 5.81344 5.88677 5.94269 5.96762 6.01395 6.05025 6.07655 6.10171
5.42972 5.5639 5.68105 5.76812 5.83683 5.89292 5.91834 5.96527 6.00256 6.03136 6.06002
5.44022 5.55668 5.65698 5.73084 5.792 5.84871 5.87574 5.92554 5.966 5.99794 6.0283
5.46661 5.65753 5.81172 5.90759 5.97479 6.03251 6.06032 6.11087 6.14738 6.175 6.20781
5.4585 5.67484 5.84121 5.94137 6.01115 6.06552 6.09021 6.13691 6.17343 6.20143 6.23123
5.49423 5.69455 5.85301 5.95258 6.02001 6.07512 6.10094 6.14849 6.18452 6.21159 6.24015
5.47967 5.68249 5.84314 5.94059 6.00495 6.05871 6.08444 6.13258 6.16955 6.1975 6.22637
5.44546 5.67127 5.83968 5.93904 6.00868 6.06216 6.08635 6.13344 6.17197 6.20175 6.23215
5.50762 5.75454 5.94497 6.05988 6.13637 6.20679 6.24333 6.30917 6.35106 6.37716 6.40467
5.52593 5.75026 5.92677 6.04419 6.12225 6.18633 6.2188 6.28142 6.32952 6.36429 6.39822
5.46808 5.75738 5.94472 6.06387 6.15537 6.21356 6.24889 6.32473 6.36625 6.39051 6.42821
5.49299 5.72041 5.89863 6.02336 6.11573 6.18801 6.2245 6.29248 6.33854 6.36865 6.39853
5.50528 5.68732 5.84342 5.96066 6.04901 6.11998 6.15251 6.20991 6.25263 6.28625 6.31957
5.46615 5.65297 5.81428 5.93555 6.02625 6.09873 6.13509 6.20389 6.2508 6.27572 6.29648
5.43695 5.61018 5.76257 5.88556 5.97891 6.04603 6.08128 6.15144 6.19855 6.22156 6.23975
5.43773 5.63053 5.78522 5.90366 5.99486 6.05246 6.08362 6.15169 6.1989 6.21971 6.23342
5.44651 5.6556 5.81929 5.93352 6.01951 6.07959 6.11158 6.17812 6.22311 6.24399 6.26052
5.45388 5.6922 5.87261 5.98748 6.07053 6.14073 6.1766 6.24192 6.28405 6.30565 6.32493
5.42094 5.69787 5.89827 6.03105 6.12454 6.19291 6.22915 6.30377 6.35823 6.38461 6.4026
5.4618 5.73274 5.92845 6.0551 6.15058 6.22107 6.25697 6.32569 6.37306 6.3965 6.41255
5.42816 5.7305 5.93226 6.05062 6.13965 6.20456 6.23917 6.31161 6.362 6.38378 6.39723
5.44303 5.73586 5.93966 6.06351 6.15752 6.2218 6.25301 6.31547 6.35877 6.3804 6.39595
5.44308 5.69048 5.87298 5.99253 6.08216 6.1438 6.17292 6.23102 6.27458 6.298 6.31213
5.43362 5.7223 5.91189 6.02902 6.12072 6.17652 6.20573 6.27101 6.31543 6.33439 6.34918
5.43452 5.6947 5.87574 5.99746 6.08977 6.14891 6.17807 6.23865 6.28215 6.30323 6.31806
5.41435 5.70303 5.89311 6.01262 6.11068 6.16949 6.19851 6.26191 6.30555 6.32471 6.33832
5.44987 5.71627 5.90623 6.02674 6.11737 6.18184 6.21188 6.26903 6.30939 6.33134 6.34895
5.38847 5.71448 5.90773 6.03554 6.14142 6.19692 6.22839 6.29906 6.34529 6.36622 6.38116
5.4041 5.71358 5.90636 6.02554 6.12194 6.1818 6.20992 6.26789 6.3089 6.32896 6.34363
5.36937 5.70698 5.91042 6.03235 6.13036 6.18854 6.21688 6.27546 6.31582 6.33732 6.35312
5.30577 5.71893 5.92884 6.05017 6.15823 6.21106 6.23968 6.30061 6.33944 6.35927 6.36778
5.32675 5.71562 5.93781 6.06354 6.16802 6.22645 6.25806 6.32242 6.3614 6.3824 6.40127
5.37783 5.66299 5.86371 5.98241 6.06584 6.13322 6.16676 6.22654 6.26547 6.28847 6.31016
5.39838 5.66714 5.85883 5.97605 6.06102 6.12634 6.15819 6.21605 6.25514 6.27959 6.30287
5.39764 5.58748 5.73549 5.83124 5.89838 5.95672 5.98619 6.04025 6.07948 6.106 6.13012
5.41402 5.58909 5.72754 5.82178 5.89009 5.9484 5.97716 6.02969 6.06879 6.09661 6.1217
5.42112 5.60039 5.7447 5.84643 5.91767 5.97186 5.99755 6.04531 6.0825 6.10966 6.13518
5.43798 5.60981 5.74381 5.83706 5.90461 5.95771 5.9825 6.0279 6.06351 6.09036 6.11507
5.42038 5.58974 5.72146 5.81462 5.88238 5.93172 5.95426 5.99671 6.03186 6.05957 6.08508
5.37865 5.61607 5.75774 5.84403 5.91668 5.96229 5.98628 6.03582 6.072 6.09519 6.11385
5.36262 5.58909 5.72479 5.8076 5.87358 5.91613 5.93785 5.98397 6.02046 6.04385 6.05671
5.34718 5.6316 5.79283 5.88196 5.95468 6.00027 6.02357 6.071 6.10772 6.12861 6.14037
5.36128 5.60349 5.74847 5.83987 5.91004 5.95302 5.97541 6.02328 6.06137 6.08402 6.09895
5.32183 5.60162 5.74897 5.83685 5.91368 5.95989 5.98754 6.04105 6.07616 6.09826 6.11471
5.30472 5.61234 5.76275 5.84213 5.9222 5.97003 6.00336 6.06358 6.0976 6.11837 6.12962
5.39384 5.57803 5.70435 5.78343 5.845 5.90007 5.9291 5.982 6.01808 6.03972 6.05727
5.40289 5.56959 5.68797 5.76543 5.82667 5.8806 5.90827 5.95863 5.99369 6.01507 6.03235
5.36254 5.54836 5.67166 5.75153 5.81589 5.8707 5.89966 5.95406 5.99188 6.01331 6.02935
5.35844 5.52287 5.63419 5.70521 5.76508 5.82155 5.85158 5.90738 5.94692 5.96929 5.98399
5.37286 5.51564 5.62169 5.69316 5.7511 5.80493 5.83198 5.88144 5.91805 5.94188 5.9617
5.36456 5.59319 5.73055 5.8091 5.88106 5.93995 5.96917 6.02301 6.0604 6.08174 6.09937
5.39022 5.60947 5.75119 5.83483 5.90433 5.96112 5.98864 6.03729 6.06994 6.0881 6.1028
5.37675 5.65003 5.79994 5.87889 5.95426 6.01192 6.04283 6.10081 6.13557 6.15159 6.16438
5.39823 5.61866 5.75426 5.82653 5.8898 5.94404 5.97194 6.02425 6.05811 6.07448 6.08818
5.34312 5.63696 5.78686 5.86014 5.93151 5.97624 6.0039 6.06118 6.0923 6.10563 6.11811
5.35668 5.63097 5.78333 5.86324 5.93303 5.98658 6.0149 6.06188 6.08337 6.0958 6.11283
5.36797 5.67684 5.85709 5.94658 6.01602 6.0637 6.08711 6.13087 6.1582 6.16831 6.1791
5.38738 5.68068 5.84339 5.92661 5.99626 6.04416 6.06833 6.11227 6.1378 6.14702 6.15603
5.41635 5.69723 5.85851 5.93767 5.99947 6.0447 6.06878 6.11287 6.13495 6.14195 6.15084
5.47841 5.70722 5.85028 5.92395 5.98018 6.03215 6.05819 6.09925 6.11908 6.12769 6.14023
5.45562 5.62795 5.75084 5.82458 5.87808 5.9306 5.95854 6.00681 6.03491 6.04782 6.06072
5.45974 5.62936 5.74502 5.81251 5.85808 5.90494 5.93298 5.9825 6.00923 6.0178 6.02174
5.36573 5.48895 5.58864 5.66705 5.72393 5.77805 5.81077 5.87467 5.91549 5.93172 5.94522
5.43596 5.57745 5.69186 5.76563 5.81507 5.86608 5.89611 5.94864 5.97753 5.99052 6.00842
5.41404 5.5391 5.63367 5.70112 5.75193 5.80162 5.82994 5.88146 5.9135 5.92808 5.94053
5.41164 5.51567 5.59773 5.6556 5.69825 5.74118 5.76625 5.8137 5.84519 5.86073 5.8739
5.44059 5.52706 5.5981 5.65225 5.69541 5.73912 5.76342 5.80889 5.84124 5.86116 5.87885
5.52606 5.60682 5.66739 5.71259 5.75433 5.80213 5.82917 5.87791 5.90864 5.92447 5.93947
5.51599 5.62414 5.70071 5.75609 5.80171 5.84649 5.87245 5.92086 5.95069 5.96314 5.97409
5.51053 5.61708 5.69847 5.75815 5.80419 5.84668 5.87057 5.9151 5.94302 5.95608 5.96924
5.4959 5.59413 5.67494 5.73088 5.76875 5.80567 5.82667 5.8644 5.88741 5.90099 5.92055
5.50804 5.60071 5.67863 5.73623 5.77677 5.81322 5.83277 5.86705 5.88754 5.89832 5.91091
5.54427 5.63132 5.70275 5.75402 5.79243 5.82806 5.84684 5.87991 5.89992 5.91002 5.92152
5.53544 5.61034 5.6749 5.72808 5.77181 5.80989 5.82815 5.85874 5.8763 5.88533 5.89849
5.5243 5.60108 5.6604 5.70882 5.75106 5.78963 5.80903 5.84181 5.85975 5.86808 5.88018
5.51983 5.59298 5.65694 5.71204 5.75685 5.79267 5.80908 5.83622 5.85203 5.86045 5.87171
5.55198 5.60615 5.65772 5.70526 5.74508 5.77471 5.78651 5.80609 5.82327 5.84258 5.86826
5.57987 5.62292 5.66178 5.70397 5.74787 5.78361 5.79734 5.81533 5.82378 5.83219 5.84964
5.55528 5.61003 5.64466 5.68021 5.72095 5.75164 5.76542 5.78729 5.79814 5.80182 5.80626
5.5672 5.63258 5.67679 5.71162 5.74724 5.77681 5.79048 5.81222 5.82289 5.82683 5.8336
5.52794 5.58443 5.62935 5.66904 5.70704 5.73899 5.7545 5.78204 5.80036 5.81037 5.8205
5.57395 5.62818 5.67386 5.71529 5.75279 5.78274 5.79639 5.81939 5.83378 5.84301 5.85594
5.59261 5.64058 5.68074 5.71807 5.75444 5.78329 5.79521 5.81375 5.8246 5.83199 5.84342
5.6069 5.6613 5.70545 5.74187 5.77543 5.8028 5.81367 5.82897 5.83713 5.84378 5.85529
5.64039 5.6851 5.72539 5.7591 5.78526 5.80299 5.80946 5.81975 5.82912 5.84076 5.85746
5.63478 5.68846 5.72583 5.75109 5.77757 5.80261 5.81257 5.82495 5.82963 5.83254 5.83959
5.62364 5.68837 5.73133 5.7561 5.77983 5.80188 5.811 5.82308 5.82869 5.83313 5.84207
5.59614 5.65444 5.69806 5.72659 5.75076 5.77249 5.7822 5.79715 5.80613 5.81325 5.82422
5.58872 5.63155 5.66993 5.70342 5.73499 5.7649 5.77909 5.80261 5.81773 5.82802 5.84002
5.62694 5.68576 5.74013 5.7864 5.8232 5.84988 5.85999 5.87517 5.8859 5.89562 5.90786
5.67975 5.73392 5.78482 5.83002 5.86697 5.89327 5.90294 5.91727 5.92808 5.93958 5.95524
5.64659 5.70635 5.76195 5.81059 5.85063 5.88063 5.89228 5.90973 5.92157 5.93232 5.94661
5.60451 5.65252 5.69917 5.74439 5.78627 5.82174 5.83681 5.86106 5.87839 5.89229 5.90714
5.58088 5.6096 5.64089 5.67792 5.71584 5.74768 5.76081 5.7816 5.79703 5.81072 5.82635
5.5598 5.57551 5.59434 5.62021 5.64962 5.67566 5.68685 5.70557 5.72042 5.73338 5.74725
5.61938 5.6184 5.62791 5.65465 5.68562 5.70953 5.72076 5.74131 5.75723 5.76666 5.77159
5.60659 5.61624 5.62843 5.64997 5.67835 5.70444 5.71729 5.73875 5.75149 5.75577 5.75582
5.64678 5.64523 5.65019 5.67469 5.70717 5.72869 5.73948 5.76316 5.78311 5.79166 5.7899
5.63931 5.62879 5.62526 5.63936 5.66715 5.69 5.70017 5.71895 5.7357 5.74495 5.74424
5.66343 5.62892 5.6105 5.61469 5.63235 5.65255 5.66252 5.68084 5.69545 5.70637 5.71583
5.67293 5.65371 5.64069 5.63471 5.64089 5.6505 5.65621 5.6704 5.68575 5.69625 5.69883
5.66806 5.65025 5.6415 5.64041 5.64817 5.66166 5.66946 5.68542 5.69966 5.70902 5.71235
5.64454 5.63706 5.6387 5.64535 5.65657 5.67264 5.68265 5.70349 5.72137 5.73061 5.73039
5.62773 5.63555 5.64643 5.66049 5.67444 5.68098 5.68446 5.69633 5.71306 5.7246 5.72484
5.63186 5.64203 5.65355 5.6655 5.67791 5.68936 5.69609 5.71132 5.72718 5.73851 5.74289
5.5995 5.63758 5.66891 5.69232 5.71073 5.72715 5.7363 5.75503 5.7707 5.78092 5.78782
5.54793 5.58538 5.61387 5.63947 5.66293 5.67989 5.68913 5.70796 5.72332 5.73206 5.73505
5.53105 5.54176 5.55117 5.56508 5.58277 5.59983 5.60858 5.62577 5.64101 5.65263 5.66111
5.45322 5.43557 5.42253 5.41782 5.42092 5.43564 5.44714 5.47169 5.49265 5.5089 5.52288
5.41561 5.38567 5.36939 5.37162 5.38384 5.40527 5.41901 5.44607 5.46776 5.48445 5.49981
5.4364 5.40501 5.38877 5.39673 5.41549 5.44297 5.46172 5.50076 5.53016 5.54792 5.56133
5.37748 5.31116 5.27897 5.28835 5.31324 5.3481 5.37086 5.41884 5.45879 5.48623 5.5073
5.30843 5.19324 5.14504 5.1649 5.19717 5.23276 5.26079 5.32619 5.37769 5.40357 5.41717
5.34605 5.23442 5.17518 5.17632 5.2047 5.25031 5.27985 5.33519 5.37114 5.39047 5.40268
5.38602 5.28524 5.22097 5.21412 5.24446 5.29073 5.31782 5.367 5.39843 5.41708 5.43363
5.39718 5.30088 5.24843 5.25725 5.29219 5.33158 5.35576 5.40306 5.43556 5.45273 5.46106
