RMRF	SMB	HML	UMD	RF	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10
2.65	3.04	-2.97	2.87	0.47	7.57	5.66	6.31	5.88	4.03	4.21	5.2	3.1	2.38	2.34
3.63	2.22	-2.2	2.55	0.45	5.28	7.07	6.12	7.16	6.17	5.83	6.11	5.26	3.87	3.27
0.46	1.81	1.9	0.15	0.47	4.57	3.87	1.83	1.99	2.3	1.07	1.2	1.9	2.1	0.23
3.21	-2.01	-1.01	2.76	0.43	2.29	2.67	1.66	2.05	1.64	1.37	2.52	2.32	2.62	5.09
-1.6	-3.91	-0.1	4.15	0.47	-4.98	-4.19	-6.28	-6.35	-4.1	-1.98	-0.89	-2.97	-2.13	0.43
3.85	-0.84	0.33	-0.62	0.42	0.52	2.92	4.25	5.29	3.58	5.7	4.47	4.58	5.25	4.19
1.03	0.38	1.29	2.52	0.49	0.83	2.76	2.89	2.79	1.36	2.86	0.34	-0.34	0.82	1.91
2.38	-2.57	0.43	0.5	0.43	2.5	0.15	-0.42	-0.04	0.07	-0.95	0.66	2.6	3.1	3.58
1.24	2.07	-2.2	0.59	0.39	3.1	3.16	3.28	3.69	3.49	2.93	3.13	1.69	2.4	1.03
0.7	1.28	1.28	-1.9	0.39	2.95	3.09	1.39	2.99	2.52	2.91	2.36	0.66	1.18	0.74
2.09	4.93	-3.9	-0.95	0.46	7.39	7.92	7.54	6.33	4.62	4	3.49	3.07	1.86	1.17
2.26	3.16	-1.42	1.64	0.42	8.73	5.33	5.84	4.47	3.3	1.85	1.39	1.46	1.69	2.78
-1.23	-3.67	2.03	0.96	0.4	-4.71	-4.47	-3.47	-4.45	-3.16	-3.39	-2	-1.5	-0.83	0.84
-5.83	-3.57	4.31	-0.15	0.45	-8.96	-9.39	-11.21	-9.14	-8.75	-8.58	-5.81	-6.48	-6.31	-4.04
2.84	2.25	-0.57	0.02	0.41	3.26	5.09	5.84	6.64	6.64	6.08	5.45	5.11	3.62	1.84
4.86	-0.82	-3.79	2.72	0.44	2.03	3.88	3.92	4.07	4.46	5.28	4.03	5.02	5.38	5.95
0.94	-4.1	4.8	3.84	0.42	-2.56	-1.81	-1.25	-1.98	-3.06	-2.15	0.94	-0.35	1.06	2.7
6.14	-3.57	0.15	-2.24	0.41	1.32	2.9	3.31	2.55	3.89	4.55	5.63	6.02	6.8	7.83
-1.6	3.15	0.95	0.57	0.46	0.3	2	2.78	2.31	0.89	0.38	0.54	-0.96	-2.35	-1.8
4.89	-1.51	-2.34	1.91	0.45	6.28	4.05	3.05	2.41	3.19	1.03	3.18	2.79	4.84	6.81
-0.51	-2.54	4.7	-2.02	0.39	-1.39	-2.5	-3.88	-2.5	-1.66	-2.48	-0.45	0.06	-0.09	0.74
-4.91	-0.29	3.87	0.96	0.43	-4.52	-4.92	-5.97	-4.78	-5.39	-4.3	-4.77	-4.79	-4.16	-4.45
3.8	-5.17	-1.05	4.94	0.43	-2.94	-3.89	-1.24	-0.48	1	2.18	2.2	1.93	3.06	6.67
6.67	4.72	-4.31	-5.2	0.49	7.78	11	12.89	12.24	11.43	9.94	8.55	7.81	7.4	5.92
4.04	1.5	0.65	2.56	0.37	5.13	6.53	5.33	5.23	4.97	4.23	3.9	3.18	2.66	4.77
7.22	-2.44	-0.42	3.81	0.43	4.85	6.07	3.15	6.35	5.52	6.35	6.34	7.38	9.02	8.16
-4.03	7.43	1.06	-2.61	0.41	4.34	4.31	3.71	2.37	2.71	1.23	0.41	-0.07	-2.09	-6.29
5.41	2.68	-0.23	1.48	0.44	10.25	9.03	8.1	7.68	7.89	6.05	6.58	4.53	5.7	5.37
-3.87	-0.85	2.27	-0.45	0.42	-2.15	-4.02	-4.91	-3.96	-5.35	-3.63	-4.5	-4.88	-3.23	-2.9
2.66	-5	0.94	0.35	0.39	-2.72	-1.16	-1.5	-2.38	-0.48	-0.73	1.47	1.9	2.73	5.12
1.29	-2.33	3.79	3.88	0.48	-3.36	0.12	0.48	1.27	1.3	2.58	2.54	1.33	3.68	1.71
0.02	-1.02	-1.81	0.13	0.43	-0.32	-0.98	-0.42	-1.43	-0.62	-1.85	-0.85	-1.17	-2.35	1.96
6.93	0.24	-0.77	-1.11	0.39	5.08	7.24	7.52	8.27	8.4	8.74	7.58	7.54	8	7.12
4.74	-1.22	1.63	2.12	0.39	5.12	5.43	4.07	4.81	4.35	4.53	5.08	4.64	4.76	5.34
0.66	0.44	0.32	0.76	0.43	2.7	2.46	0.42	1.72	0.14	1.09	1.01	-0.05	0.24	1.61
-2.97	-3.57	4.25	1.85	0.4	-4.28	-5.1	-4.93	-6.04	-5.6	-5.76	-4.04	-3.5	-2.32	-1.58
2.79	-3.25	-1.9	7.33	0.41	-3.01	1.47	-0.26	1.43	1.62	0.56	0.83	-0.01	2.49	5.08
-2.72	-4.85	-1.19	3.75	0.4	-6.21	-6.17	-7.66	-7.56	-7.78	-8.1	-5.65	-5.81	-4.55	0.01
-16.2	-5.57	5.11	1.86	0.43	-20.85	-22.5	-20.87	-19.36	-19.96	-19.91	-18.53	-16.94	-14.67	-14.44
5.93	-0.18	-3.77	-0.65	0.46	1.14	5.69	7.05	7.65	6.56	7.54	4.84	7.24	5.75	6.65
7.12	-3.19	-2.76	-5.28	0.32	1.11	3.12	3.5	4.41	5.44	4.14	6.86	7.28	7.76	8
5.89	1.18	-3.5	1.2	0.31	7.85	8.52	6.94	6.4	6.86	5.03	4.73	3.72	5.75	6.67
5.93	-0.25	-4.82	8.99	0.38	0.59	4.48	5.73	5.52	6.12	7.68	5.75	5.95	5.81	6.78
3.49	0.79	-5.45	2.87	0.35	7.11	4.13	1.94	-0.03	2.55	0.2	-0.93	-1.63	1.39	4.9
-4.16	-5.58	1.65	-0.17	0.35	-5.21	-7.34	-8.35	-9.19	-8.78	-7.11	-4.13	-3.73	-1.96	-3.39
3.38	-3.76	-2.95	-1.37	0.43	-3.62	-2.22	0.12	1.45	4.6	2.63	0.81	3.56	4.69	3.93
4.52	3.07	2.5	-9.11	0.37	8.08	11.17	9.53	5.91	11.12	9.59	7.65	10.03	6.12	3
-2.41	3.66	2.73	-5.25	0.34	3.2	1.05	1.51	2.69	-0.25	-0.05	2.92	0.73	-1.25	-2.63
4.71	3.29	-4.04	5.06	0.4	3.78	10.42	6.64	7.24	5.52	3.82	5.07	6	2.44	5.36
-3.43	2.23	0.62	1.63	0.38	2.22	0.92	-1.11	-2.32	-2	-2.61	-0.26	-2.79	-3.72	-3.33
-1.39	-1.31	-0.94	3.12	0.39	-2.85	-2.86	-4.35	-3.9	-2.35	-4.12	-3.98	-1.25	-1.94	-0.22
-2.65	3.23	-3.04	6.45	0.39	-2.39	-0.68	0.35	-0.54	1.48	-0.01	-1.14	-1.84	-4.53	-2.6
5.82	-6.67	-3.26	5.42	0.39	-0.58	-1.39	-0.35	-0.15	2.55	1.16	5.98	4.99	6.03	6.98
3.34	7.53	-7.76	5.64	0.36	11.89	9.74	8.73	7.52	6.53	5.33	6.11	4.69	2.31	2.52
7.96	6.81	-9.09	13.21	0.44	12.49	15.68	9.46	12.13	11.83	6.19	12.2	12.55	6.99	5.96
-4.37	4.31	0	1.82	0.41	10.4	1.79	0.88	-3.19	-4.48	-3.31	-3.86	-3.52	-3.4	-4.68
2.76	21.83	-12.65	18.38	0.43	29	25.54	18.11	16.72	14.71	9.74	13.26	13.06	6.39	-2.65
4.92	-16.62	7.93	-6.79	0.47	-10.27	-10.37	-5.88	-6.65	-6.91	0.9	3.23	3.84	5.36	10.65
-6.43	-7.55	9.21	-8.57	0.46	-17.89	-11.93	-11.88	-6.56	-5.46	-5.02	-5.62	-6.47	-4.75	-3.37
-4.4	-4.74	3.77	-9.15	0.5	-10.09	-7.38	-8.29	-4.46	-3.25	-3.4	-5.16	-3.9	-2.78	-2.5
4.76	13.43	-9.79	16.39	0.4	18.11	21.68	12.83	8.65	7.81	5.51	4.9	7.3	3.14	2.6
-2.2	-2.71	8.48	-0.09	0.48	-1.83	-1.77	-1.42	-4.26	-3.31	-2.87	-3.53	-1.65	-0.85	-1.81
7.13	-0.96	-1.28	5.65	0.5	3.77	7.93	6.04	5.5	7.71	7.91	6.97	10.2	9.08	7.35
-5.65	-1.73	6.8	2.44	0.51	-3.26	-3.66	-3.59	-2.91	-4.7	-3.36	-4.67	-4.76	-0.87	-5.52
-3.02	-3.63	5.11	-4.78	0.56	-7.25	-7.61	-4.39	-5.38	-4.24	-5.76	-3.37	-2.4	-1.92	-1.57
-10.82	-3.06	12.45	-2.51	0.51	-9.04	-10.6	-9.34	-10.31	-10.37	-10.81	-7.88	-9.87	-9.24	-9.78
1.46	1.63	6.09	6.81	0.5	-2.29	1.3	6.3	7.82	8.81	9.26	8.65	7.59	6.9	-0.18
3.42	6.78	-5.73	-24.96	0.54	17.3	14.63	10.51	7.21	4.42	5.23	2.36	3.91	2.67	3.23
-10.33	-1.16	13.65	12.42	0.39	-3.15	-5.31	-5.18	-5.1	-6.7	-7.43	-5.63	-7.65	-5.04	-10.52
-7.46	0.58	6.25	8.35	0.44	-1.1	-4.3	-3.19	-2.92	-5.65	-6.81	-6.77	-4.78	-5.63	-7.31
8.03	0.22	-4.47	-8.08	0.39	2.91	7.37	7.05	7.14	8.1	8.32	8.78	10.42	7.63	7.98
0.73	2.93	2.74	2.15	0.32	8.79	12.49	4.72	2.76	2.51	2.72	3.04	3.22	2.41	0.23
-2.01	6.39	-2.08	0.31	0.28	2	3.16	8.28	5.76	3.95	-0.08	1.47	-0.71	-1.45	-2.4
-2.12	-4.19	5.42	5.6	0.3	-0.7	-4.12	-6.46	-6.27	-5.6	-4.16	-1.26	-2.91	-3.67	-0.94
-6.27	2.11	3.38	5.45	0.31	-3.12	-3.27	-4.2	-4.56	-3.93	-4.13	-4.42	-5.45	-4.76	-6.75
-9.44	-6.43	1.75	11.56	0.28	-10.96	-13.51	-15.61	-16.05	-15.25	-13	-11.74	-14.78	-10.82	-7.12
2.57	6.83	-7.03	-8.44	0.22	6.76	5	6.89	7.37	7.75	7.69	4.57	4.83	3.56	1.71
7.71	0.39	0.77	-8.59	0.17	5.61	7.45	8.82	9.88	8.34	7.85	7.43	9.82	7.55	7.75
1.64	5.07	0.38	-0.01	0.15	6.52	8.02	7.38	6.83	6	6.19	5.63	4.38	2.56	0.42
-1.73	1.03	3.57	3.67	0.14	4.46	-0.49	-1.04	-2.59	-1.4	-2.15	0.24	-1.98	-0.21	-1.82
-2.34	-1.7	3.98	6.82	0.13	-3.83	-4.32	-3.7	-3.21	-2.96	-1.81	-1.23	-1.4	-1.63	-2.25
4.33	4.31	1.13	-1.67	0.13	7.87	8.36	9.13	8.51	8.82	6.73	5.92	6.5	5.96	3.32
-5.12	5.79	4.29	7.89	0.15	2.02	1.66	1.55	1.45	-0.11	-0.88	-1.71	-0.73	-3.15	-7.16
-1.23	-3.67	2.46	3.07	0.14	1.92	-3.82	-5.57	-4.57	-5.23	-2.84	-1.48	-1.55	-0.97	-0.73
-7.18	3.55	1.63	6.18	0.13	-4.17	0.14	-3.32	-5.11	-6.23	-6.83	-7.41	-8.26	-6.36	-7.59
-8.26	-5.06	-3.69	3.35	0.15	-11.27	-16.81	-15.19	-16.26	-12.74	-9.61	-9.67	-10.12	-9.79	-6.44
0.63	-2.21	2.2	1.72	0.14	-0.67	-1.37	-0.77	1.24	0.31	1.97	0.63	0.29	0.52	0.82
-10.12	2.73	1.19	9.06	0.14	-7.99	-7.91	-7.26	-7.1	-7.67	-8.72	-8.93	-10.72	-8.61	-10.88
7.31	-3.03	-6.67	-5.18	0.14	3.38	2.64	4.21	3.21	5.28	3.37	5.61	5.55	6.57	9.37
6.01	3.09	-1.61	-16.16	0.12	11.35	12.27	9.88	9.57	8.89	7.39	8.34	9.03	5.08	5.32
-5.45	-0.49	3.91	9.72	0.11	-3.91	-6.28	-6.58	-5.68	-5.97	-3.89	-5.59	-4.45	-3.75	-6.22
-2.41	1.38	-0.82	1.55	0.1	1.97	-2.28	-2.99	-2.62	-2.54	-3.22	-1.48	-1.98	-1.95	-2.99
-1.61	-0.33	-1.56	1.34	0.09	-1.16	-4.74	-2.41	-2.94	-3.76	-2.29	-1.69	-2.36	-0.58	-1.98
0.93	0.83	-1.62	1.51	0.1	1.75	1.02	0.75	1.74	1.11	1.39	0.59	0.49	1.03	1.15
8.15	1.16	0.07	-9.5	0.1	9.26	10.22	10.19	9.5	11.21	8.41	8.83	7.93	6.51	8.39
6.22	4.69	0.09	-10.81	0.09	13.79	13.53	11.1	11.17	10.59	7.82	9.48	9.39	9.03	4.45
1.54	1.45	0.55	-1.02	0.1	5.38	5.43	1.67	1.73	1.8	1.95	2.04	0.78	0.27	1.5
2.23	5.48	-2.21	-0.38	0.07	9.11	7.57	7.93	6.47	5.39	3.99	4.1	3.28	2.07	1.57
2.47	2.54	1.84	-0.53	0.07	5.15	4.77	4.91	4.66	5.81	5.1	5.18	4.67	3.81	1.3
-1.01	0.68	0.98	-0.06	0.08	4.35	0.11	-2.26	-2.62	-2.56	-1.48	-1.25	-1.83	-1.67	-0.98
5.95	2.85	1.82	3.8	0.07	9.31	8.99	8.88	8.77	8.77	8.46	7.33	8.57	6.79	5.13
1.58	2.24	1.28	1.67	0.07	4.9	3.94	3.52	3.43	3.44	3.6	3.23	2.5	2.19	0.65
4.47	-2.83	2.79	-5.65	0.08	2.72	2.42	2.14	2.24	1.68	3.22	1.87	3.07	3.41	5.39
