losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"Mozambique"	541	"Portugal"	235	1975	0.0	0.0	0.0	0.29456666	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	541235.0	34.0	0.0	62.0	0.0	1.0	1.0	0.0	34.0				0.0				1.0	9.005774			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"India"	750	1947	0.0	0.0	0.0	0.63321215	0.0	1.0	0.0	0.0	1.0		1	1	0.0	4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	750200.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				1.0	8.7478285	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"India"	750	"United Kingdom"	200	1947	0.0	0.0	0.0	0.36678785	0.0	1.0	0.0	0.0	0.0		1	1		4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	750200.0	31.0	0.0	56.0	0.0	1.0	1.0	0.0	31.0				0.0				1.0	8.79179			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Pakistan"	770	1947	0.0	0.0	0.0	0.88854665	0.0	0.0	0.0	0.0	1.0		1	1	0.0	4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	770200.0	31.0	0.0	56.0	0.0	0.0	1.0	0.0	31.0				0.0				1.0	8.611775	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Pakistan"	770	"United Kingdom"	200	1947	0.0	0.0	0.0	0.11145334	0.0	0.0	0.0	0.0	0.0		1	1		4	1.0	1.0	0.0	40.0	6.0	0.0	6.0	770200.0	31.0	0.0	56.0	0.0	1.0	1.0	0.0	31.0				0.0				1.0	8.683046			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Jamaica"	51	"United Kingdom"	200	1962	0.0	0.0	0.0	0.003982569	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	200051.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.874028			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Jamaica"	51	1962	0.0	0.0	0.0	0.99601746	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	200051.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.920923	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Belgium"	211	"Burundi"	516	1962	0.0	0.0	0.0	0.9758766	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	516211.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.760139	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Burundi"	516	"Belgium"	211	1962	0.0	0.0	0.0	0.024123352	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	516211.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.75558			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Belgium"	211	"Rwanda"	517	1962	0.0	0.0	0.0	0.97756493	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	517211.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.744488	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Rwanda"	517	"Belgium"	211	1962	0.0	0.0	0.0	0.022435054	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	517211.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.725994			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Cameroon"	471	1960	0.0	0.0	0.0	0.9900809	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	471220.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.322638	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Cameroon"	471	"France"	220	1960	0.0	0.0	0.0	0.009919104	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	471220.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.385716			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"New Zealand"	920	"West Samoa"	990	1962	0.0	0.0	0.0	0.98845315	0.0		0.0	0.0	0.0		0	0	0.0	4	1.0			60.0	6.0	0.0	6.0	990920.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.101678	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"West Samoa"	990	"New Zealand"	920	1962	0.0	0.0	0.0	0.011546849	0.0		0.0	0.0	0.0		0	0		4	1.0			60.0	6.0	0.0	6.0	990920.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	7.917172			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Trinidad and Tobago"	52	"United Kingdom"	200	1962	0.0	0.0	0.0	0.023727374	0.0	1.0	0.0	0.0	0.0		1	0		4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	200052.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.809565			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Trinidad and Tobago"	52	1962	0.0	0.0	0.0	0.97627264	0.0	1.0	0.0	0.0	1.0		1	0	0.0	4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	200052.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.863192	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Kenya"	501	1963	0.0	0.0	0.0	0.9827727	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	501200.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.71506	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Kenya"	501	"United Kingdom"	200	1963	0.0	0.0	0.0	0.017227279	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	501200.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.81046			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Dominica"	54	"United Kingdom"	200	1978	0.0	0.0	0.0	1.28399E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	200054.0	34.0	0.0	62.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	8.745125			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Dominica"	54	1978	0.0	0.0	0.0	0.9998716	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			70.0	6.0	0.0	6.0	200054.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.806574	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Solomon Islands"	940	1978	0.0	0.0	0.0	0.9996574	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	70.0	6.0	0.0	6.0	940200.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	9.590146	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Solomon Islands"	940	"United Kingdom"	200	1978	0.0	0.0	0.0	3.42585E-4	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	70.0	6.0	0.0	6.0	940200.0	34.0	0.0	62.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	9.57255			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"St. Lucia"	56	"United Kingdom"	200	1979	0.0	0.0	0.0	1.80179E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	200056.0	34.0	0.0	62.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	8.75857			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"St. Lucia"	56	1979	0.0	0.0	0.0	0.9998198	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			70.0	6.0	0.0	6.0	200056.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.821879	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Suriname"	115	"Netherlands"	210	1975	0.0	0.0	0.0	0.007454755	0.0	0.0	0.0	0.0	0.0		1	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	210115.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.903272			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Netherlands"	210	"Suriname"	115	1975	0.0	0.0	0.0	0.99254525	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	210115.0	34.0	0.0	62.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.913416	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Malaysia"	820	1963	0.0	0.0	0.0	0.9611773	0.0	1.0	0.0	0.0	1.0		0	1	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	9.223454	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malaysia"	820	"United Kingdom"	200	1963	0.0	0.0	0.0	0.038822737	0.0	1.0	0.0	0.0	0.0		1	1		1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.249561			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Malaysia"	820	1963	0.0	0.0	0.0	0.9611773	0.0	1.0	0.0	0.0	1.0		1	1	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.24619	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malaysia"	820	"United Kingdom"	200	1963	0.0	0.0	0.0	0.038822737	0.0	1.0	0.0	0.0	0.0		1	1		1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	820200.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	9.2533045			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Nigeria"	475	1960	0.0	0.0	0.0	0.9115776	0.0	1.0	0.0	0.0	1.0		1	0	0.0	4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	475200.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.34593	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Nigeria"	475	"United Kingdom"	200	1960	0.0	0.0	0.0	0.08842244	0.0	1.0	0.0	0.0	0.0		1	0		4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	475200.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.4487			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Jordan"	663	"Saudi Arabia"	670	1965	0.0	0.0	0.0	0.30247983	0.0	0.0	1.0	0.0	0.0	2.5	1	0	0.0	1	1.0	1.0	0.0	60.0	1.0	0.0	3.0	670663.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	4.7095304	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Saudi Arabia"	670	"Jordan"	663	1965	0.0	0.0	0.0	0.6975202	0.0	0.0	1.0	0.0	1.0	2.5	1	0	0.0	1	1.0	1.0	0.0	60.0	1.0	0.0	3.0	670663.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	6.979145	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Granada"	55	"United Kingdom"	200	1974	0.0	0.0	0.0	1.82553E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			70.0	6.0	0.0	6.0	200055.0	34.0	0.0	61.0	0.0	1.0	0.0	0.0	34.0				0.0				1.0	8.7936125			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Granada"	55	1974	0.0	0.0	0.0	0.99981743	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			70.0	6.0	0.0	6.0	200055.0	34.0	0.0	61.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	8.851521	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malaysia"	820	"Brunei"	835	1957	0.0	0.0	0.0	0.02995285	0.0	0.0	0.0	0.0	0.0	3.0	1	1	63.370823	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	835820.0	26.0	0.0	47.0	0.0	1.0	1.0	0.0	26.0				0.0	1.0	"Malay"	"8101_E1_1945_U5"	0.0	7.237059	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Brunei"	835	"Malaysia"	820	1957	0.0	0.0	0.0	0.9700472	0.0	0.0	0.0	0.0	0.0	3.0	1	1	0.015780132	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	835820.0	26.0	0.0	47.0	0.0	0.0	1.0	0.0	26.0				0.0	1.0	"Malays"	"8101_E1_1945_U5"	0.0	7.1372786	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"United Kingdom"	200	"Australia"	900	1947	0.0	0.0	0.0	0.90753543	0.0	1.0	0.0	1.0	1.0		0	0	0.0	4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	900200.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	31.0				0.0				1.0	9.572341	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Australia"	900	"United Kingdom"	200	1947	0.0	0.0	0.0	0.09246458	0.0	1.0	0.0	1.0	0.0		0	0		4	1.0	0.0	1.0	40.0	6.0	0.0	6.0	900200.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	31.0				0.0				1.0	9.73068			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Malta"	338	1964	0.0	0.0	0.0	0.9991846	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			60.0	6.0	0.0	2.0	338200.0	9.0	0.0	15.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	7.6314316	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malta"	338	"United Kingdom"	200	1964	0.0	0.0	0.0	8.15413E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			60.0	6.0	0.0	2.0	338200.0	9.0	0.0	15.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	7.5989003			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Zambia"	551	1964	0.0	0.0	0.0	0.989821	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	551200.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.882669	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Zambia"	551	"United Kingdom"	200	1964	0.0	0.0	0.0	0.010178998	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	551200.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.965079			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Egypt"	651	"Israel"	666	1967	1.0	1.0	1.0	0.80639225	1.0	0.0	1.0	0.0	1.0	2.5	1	0	0.0	4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666651.0	15.0	0.0	27.0	1.0	0.0	1.0	1.0	15.0				1.0	1.0	"Arabs"	"ANM"	0.0	4.787492	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Israel"	666	"Egypt"	651	1967	0.0	1.0	1.0	0.19360776	1.0	0.0	1.0	0.0	0.0	2.5	1	0		4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666651.0	15.0	0.0	27.0	0.0	0.0	1.0	0.0	15.0				0.0	0.0	"Jews"		0.0	5.68358	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"United Kingdom"	200	"Botswana"	571	1966	0.0	0.0	0.0	0.9992456	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	1.0	60.0	6.0	0.0	6.0	571200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.987822	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Botswana"	571	"United Kingdom"	200	1966	0.0	0.0	0.0	7.54429E-4	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	1.0	60.0	6.0	0.0	6.0	571200.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	9.076809			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Spain"	230	"Morocco"	600	1956	0.0	0.0	1.0	0.87260747	0.0	0.0	1.0	1.0	1.0		1	0	0.0	4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	600230.0	32.0	0.0	58.0	0.0	0.0	1.0	0.0	32.0				0.0				0.0	6.2595816	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Morocco"	600	"Spain"	230	1956	0.0	0.0	1.0	0.12739253	0.0	0.0	1.0	1.0	1.0		1	0		4	1.0	1.0	0.0	50.0	6.0	0.0	6.0	600230.0	32.0	0.0	58.0	0.0	1.0	1.0	0.0	32.0				0.0				0.0	5.5012584	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Malawi"	553	1964	0.0	0.0	0.0	0.99467385	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	553200.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.917311	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Malawi"	553	"United Kingdom"	200	1964	0.0	0.0	0.0	0.005326149	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	553200.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.970559			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Gambia"	420	1965	0.0	0.0	0.0	0.9994447	0.0	1.0	0.0	0.0	1.0		0	0	0.0	4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	420200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.387085	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Gambia"	420	"United Kingdom"	200	1965	0.0	0.0	0.0	5.5529E-4	0.0	1.0	0.0	0.0	0.0		0	0		4	1.0	0.0	1.0	60.0	6.0	0.0	6.0	420200.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.337588			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United States of America"	2	"Japan"	740	1968	0.0	0.0	0.0	0.80556047	0.0	1.0	1.0	1.0	1.0		1	0	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	740002.0	33.0	0.0	60.0	0.0	0.0	1.0	0.0	33.0				0.0				0.0	9.196647	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Japan"	740	"United States of America"	2	1968	0.0	0.0	0.0	0.19443953	0.0	1.0	1.0	1.0	1.0		1	0		1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	740002.0	33.0	0.0	60.0	0.0	0.0	1.0	0.0	33.0				0.0				0.0	8.923325	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Spain"	230	"Mauritania"	435	1976	0.0	0.0	0.0	0.98344314	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	435230.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	7.3258076	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Mauritania"	435	"Spain"	230	1976	0.0	0.0	0.0	0.016556848	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	70.0	6.0	0.0	6.0	435230.0	34.0	0.0	62.0	0.0	0.0	0.0	0.0	34.0				0.0				1.0	7.7070627		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Saudi Arabia"	670	"Kuwait"	690	1969	0.0	0.0	0.0	0.66910857	0.0	0.0	1.0	0.0	1.0	3.5	1	1	0.0	1	1.0	1.0	0.0	60.0	1.0	0.0	3.0	690670.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	6.089045	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Kuwait"	690	"Saudi Arabia"	670	1969	0.0	0.0	0.0	0.33089143	0.0	0.0	1.0	0.0	0.0	3.5	1	1		1	1.0	1.0	0.0	60.0	1.0	0.0	3.0	690670.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	4.1271343	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"St. Kitts-Nevis"	60	"United Kingdom"	200	1983	0.0	0.0	0.0	8.72565E-5	0.0		0.0	0.0	0.0		0	0		4	1.0			80.0	6.0	0.0	6.0	200060.0	35.0	0.0	63.0	0.0	1.0	0.0	0.0	35.0				0.0				1.0	8.737132			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"St. Kitts-Nevis"	60	1983	0.0	0.0	0.0	0.99991274	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			80.0	6.0	0.0	6.0	200060.0	35.0	0.0	63.0	0.0	0.0	0.0	0.0	35.0				0.0				1.0	8.798001	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Brunei"	835	1984	0.0	0.0	0.0	0.99492484	0.0		0.0	1.0	1.0		1	0	0.0	4	1.0			80.0	6.0	0.0	6.0	835200.0	35.0	0.0	63.0	0.0	0.0	1.0	0.0	35.0				0.0				1.0	9.328835	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Brunei"	835	"United Kingdom"	200	1984	0.0	0.0	0.0	0.005075168	0.0		0.0	1.0	0.0		1	0		4	1.0			80.0	6.0	0.0	6.0	835200.0	35.0	0.0	63.0	0.0	1.0	1.0	0.0	35.0				0.0				1.0	9.317579			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Swaziland"	572	1968	0.0	0.0	0.0	0.9991843	0.0	0.0	0.0	1.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	572200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	9.1146	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Swaziland"	572	"United Kingdom"	200	1968	0.0	0.0	0.0	8.15697E-4	0.0	0.0	0.0	1.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	572200.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	9.113058			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Mauritius"	590	1968	0.0	0.0	0.0	0.9971477	0.0	1.0	0.0	0.0	1.0		0	0	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	590200.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				0.0	9.181015	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Mauritius"	590	"United Kingdom"	200	1968	1.0	0.0	0.0	0.0028523	0.0	1.0	0.0	0.0	0.0		0	1	0.0	1	1.0	0.0	1.0	60.0	6.0	0.0	6.0	590200.0	33.0	0.0	60.0	1.0	1.0	0.0	0.0	33.0				1.0				0.0	9.170351	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0			
"United States of America"	2	"Japan"	740	1971	0.0	0.0	0.0	0.76081175	0.0	1.0	1.0	1.0	1.0		1	0	0.0	1	1.0	0.0	1.0	70.0	6.0	0.0	6.0	740002.0	34.0	0.0	61.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	9.196647	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Japan"	740	"United States of America"	2	1971	0.0	0.0	0.0	0.23918825	0.0	1.0	1.0	1.0	1.0		1	0		1	1.0	0.0	1.0	70.0	6.0	0.0	6.0	740002.0	34.0	0.0	61.0	0.0	0.0	1.0	0.0	34.0				0.0				1.0	8.923325	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Pakistan"	770	"Bangladesh"	771	1971	1.0	0.0	0.0	0.6310037	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	0.0	1.0	0.0	70.0	5.0	1.0	5.0	771770.0	28.0	0.0	50.0	1.0	0.0	1.0	1.0	28.0				1.0	1.0	"Muslim"		0.0	7.415175	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
