"","d","s","y","spp"
"1466",9.5,0.320563,1,"black spruce"
"1467",13,0.321258,0,"black spruce"
"1468",13,0.321258,1,"black spruce"
"1469",13,0.321258,0,"black spruce"
"1470",10,0.321258,0,"black spruce"
"1471",13,0.321258,0,"cedar"
"1472",15,0.321258,0,"cedar"
"1473",16,0.321258,1,"cedar"
"1474",29,0.321258,1,"paper birch"
"1475",10,0.321258,0,"red pine"
"1476",17,0.323477,1,"aspen"
"1477",19,0.323477,1,"aspen"
"1478",21,0.323477,1,"aspen"
"1479",25,0.323477,1,"aspen"
"1480",14,0.323477,1,"aspen"
"1481",10,0.323477,1,"black spruce"
"1482",9,0.323477,1,"black spruce"
"1483",18,0.323477,1,"paper birch"
"1484",14,0.327542,0,"black spruce"
"1485",15,0.327542,1,"black spruce"
"1486",9,0.327542,0,"cedar"
"1487",13,0.327542,0,"cedar"
"1488",21,0.327542,1,"cedar"
"1489",10,0.327542,0,"cedar"
"1490",16,0.327542,1,"cedar"
"1491",24,0.327869,1,"cedar"
"1492",5,0.327869,0,"cedar"
"1493",9,0.327869,0,"cedar"
"1494",8,0.327869,0,"cedar"
"1495",7,0.327869,0,"cedar"
"1496",21,0.327869,0,"paper birch"
"1497",22,0.329412,0,"aspen"
"1498",16,0.329412,0,"aspen"
"1499",7,0.329412,0,"red pine"
"1500",7,0.329682,1,"black spruce"
"1501",32,0.329682,1,"cedar"
"1502",14,0.330004,0,"red maple"
"1503",10,0.330004,0,"red maple"
"1504",14,0.330004,0,"red maple"
"1505",29,0.330004,0,"red maple"
"1506",6,0.330004,0,"red maple"
"1507",18,0.3301,0,"red maple"
"1508",24,0.3301,0,"red maple"
"1509",26,0.330477,1,"paper birch"
"1510",20,0.330477,1,"paper birch"
"1511",10,0.330477,0,"red pine"
"1512",12,0.330477,0,"red pine"
"1513",12,0.330477,0,"red pine"
"1514",9,0.330477,0,"red pine"
"1515",19,0.330644,1,"aspen"
"1516",16,0.330644,1,"black spruce"
"1517",15,0.330644,1,"black spruce"
"1518",23,0.330644,0,"jackpine"
"1519",14,0.330644,0,"jackpine"
"1520",10,0.330644,0,"jackpine"
"1521",5,0.330644,0,"jackpine"
"1522",5,0.330644,0,"red pine"
"1523",15,0.332474,0,"aspen"
"1524",7,0.332474,0,"aspen"
"1525",10,0.332474,0,"aspen"
"1526",13,0.332474,0,"aspen"
"1527",11,0.332474,0,"aspen"
"1528",8,0.332474,0,"aspen"
"1529",15,0.332474,1,"black spruce"
"1530",27,0.332917,1,"cedar"
"1531",10,0.332917,0,"jackpine"
"1532",35,0.333407,1,"aspen"
"1533",9,0.333407,1,"black spruce"
"1534",7,0.333407,0,"black spruce"
"1535",8,0.333407,1,"black spruce"
"1536",5,0.333407,0,"black spruce"
"1537",16,0.333407,0,"jackpine"
"1538",16,0.333922,1,"aspen"
"1539",32,0.333922,1,"cedar"
"1540",8,0.333922,0,"red pine"
"1541",7,0.333922,0,"red maple"
"1542",23,0.334151,1,"black spruce"
"1543",37.5,0.334151,1,"paper birch"
"1544",25.5,0.334151,1,"paper birch"
"1545",5,0.335679,0,"black spruce"
"1546",18,0.335679,0,"jackpine"
"1547",41,0.335679,0,"jackpine"
"1548",30,0.335679,1,"paper birch"
"1549",25,0.335679,1,"paper birch"
"1550",8,0.336481,0,"black spruce"
"1551",9,0.336481,1,"black spruce"
"1552",11,0.336481,0,"black spruce"
"1553",13,0.336481,1,"black spruce"
"1554",10,0.336481,0,"cedar"
"1555",12,0.336481,1,"cedar"
"1556",23,0.336481,1,"paper birch"
"1557",18,0.336481,1,"paper birch"
"1558",35,0.336481,1,"paper birch"
"1559",5,0.338376,0,"aspen"
"1560",7,0.338376,0,"black spruce"
"1561",7,0.338376,0,"black spruce"
"1562",6,0.338376,0,"black spruce"
"1563",5,0.338376,0,"black spruce"
"1564",6,0.338376,0,"black spruce"
"1565",6,0.338376,0,"black spruce"
"1566",7,0.338376,0,"black spruce"
"1567",5,0.338376,0,"black spruce"
"1568",5,0.338376,0,"black spruce"
"1569",9,0.338376,0,"black spruce"
"1570",5,0.338376,1,"black spruce"
"1571",10,0.338376,1,"black spruce"
"1572",6,0.338376,0,"black spruce"
"1573",6,0.338376,0,"red pine"
"1574",6,0.341799,0,"black spruce"
"1575",7,0.341799,0,"black spruce"
"1576",18,0.341799,0,"cedar"
"1577",13,0.341799,0,"cedar"
"1578",21,0.341799,1,"cedar"
"1579",18,0.341799,0,"cedar"
"1580",11,0.342239,1,"cedar"
"1581",13,0.342239,0,"red pine"
"1582",25,0.342915,1,"aspen"
"1583",15,0.342915,1,"aspen"
"1584",30,0.342915,1,"aspen"
"1585",28,0.342915,1,"aspen"
"1586",30,0.342915,0,"aspen"
"1587",24,0.342915,1,"aspen"
"1588",15,0.342915,1,"aspen"
"1589",13,0.342915,1,"black spruce"
"1590",5,0.344517,0,"black spruce"
"1591",6,0.344517,0,"black spruce"
"1592",13,0.344517,0,"cedar"
"1593",17,0.344517,0,"paper birch"
"1594",22,0.345472,0,"paper birch"
"1595",30,0.345472,1,"paper birch"
"1596",16,0.345472,0,"paper birch"
"1597",16,0.345472,0,"paper birch"
"1598",21,0.345472,0,"paper birch"
"1599",14,0.345472,0,"paper birch"
"1600",18,0.345472,0,"paper birch"
"1601",10,0.346258,1,"red pine"
"1602",13,0.346258,1,"red pine"
"1603",27,0.34667,1,"paper birch"
"1604",22,0.34667,1,"paper birch"
"1605",32.5,0.34667,1,"paper birch"
"1606",8,0.347461,1,"cedar"
"1607",11,0.347461,1,"cedar"
"1608",14,0.347461,1,"cedar"
"1609",15,0.351904,0,"cedar"
"1610",12,0.351904,0,"red pine"
"1611",10,0.351904,0,"red maple"
"1612",12,0.351904,0,"red maple"
"1613",11,0.351904,0,"red maple"
"1614",6,0.35246,0,"black spruce"
"1615",6,0.35246,0,"black spruce"
"1616",5,0.35246,0,"black spruce"
"1617",8,0.35246,0,"red maple"
"1618",32,0.354582,1,"aspen"
"1619",6,0.354582,0,"black spruce"
"1620",5,0.354582,0,"black spruce"
"1621",22,0.354582,0,"jackpine"
"1622",14,0.354582,0,"jackpine"
"1623",18,0.354582,0,"jackpine"
"1624",17,0.354582,0,"jackpine"
"1625",38,0.354582,0,"jackpine"
"1626",12,0.354582,0,"jackpine"
"1627",18,0.356787,1,"black spruce"
"1628",10,0.356787,0,"black spruce"
"1629",8,0.356787,0,"black spruce"
"1630",7,0.356787,0,"black spruce"
"1631",7,0.356787,0,"red pine"
"1632",49.5,0.356803,1,"black ash"
"1633",28,0.356974,1,"aspen"
"1634",10,0.356974,1,"cedar"
"1635",31,0.35738,1,"aspen"
"1636",23,0.35738,1,"aspen"
"1637",29,0.35738,1,"aspen"
"1638",5,0.35738,0,"black spruce"
"1639",5,0.35738,0,"black spruce"
"1640",17,0.358291,0,"cedar"
"1641",6,0.358291,0,"red pine"
"1642",8,0.358713,0,"black spruce"
"1643",12,0.358713,0,"jackpine"
"1644",14,0.358713,0,"jackpine"
"1645",15,0.358713,0,"jackpine"
"1646",12,0.358713,0,"jackpine"
"1647",17,0.358713,0,"jackpine"
"1648",15,0.358713,0,"jackpine"
"1649",15,0.359444,1,"black spruce"
"1650",27,0.359444,1,"cedar"
"1651",18,0.359444,0,"cedar"
"1652",14,0.359444,1,"cedar"
"1653",12,0.359444,0,"red pine"
"1654",10,0.359694,0,"cedar"
"1655",14,0.359694,0,"red pine"
"1656",19,0.359694,0,"red pine"
"1657",13,0.359694,0,"red pine"
"1658",31,0.360357,1,"paper birch"
"1659",22,0.360357,1,"paper birch"
"1660",10,0.360357,0,"red pine"
"1661",12,0.36057,0,"black spruce"
"1662",13,0.36057,0,"black spruce"
"1663",30,0.36057,1,"cedar"
"1664",5,0.36057,0,"red maple"
"1665",29,0.362757,1,"paper birch"
"1666",25,0.362757,1,"paper birch"
"1667",14,0.362757,0,"red pine"
"1668",13,0.36291,1,"aspen"
"1669",18,0.36291,0,"aspen"
"1670",12,0.36291,0,"aspen"
"1671",9,0.36291,0,"aspen"
"1672",12,0.36291,0,"aspen"
"1673",11,0.36291,0,"aspen"
"1674",10,0.36291,0,"aspen"
"1675",8,0.36291,0,"black spruce"
"1676",24,0.363574,1,"aspen"
"1677",8,0.363574,0,"black spruce"
"1678",7,0.363574,0,"black spruce"
"1679",10,0.364261,1,"black spruce"
"1680",5,0.364261,0,"black spruce"
"1681",7,0.364261,1,"black spruce"
"1682",29,0.364536,1,"paper birch"
"1683",14,0.364536,1,"paper birch"
"1684",10,0.366172,0,"black spruce"
"1685",7,0.366172,0,"black spruce"
"1686",7,0.366172,0,"black spruce"
"1687",6,0.366172,0,"black spruce"
"1688",5,0.366172,0,"black spruce"
"1689",6,0.366172,0,"black spruce"
"1690",7,0.366172,0,"black spruce"
"1691",13,0.367316,1,"aspen"
"1692",13,0.367316,1,"black spruce"
"1693",7,0.367316,0,"cedar"
"1694",25,0.367316,1,"paper birch"
"1695",16,0.367316,1,"paper birch"
"1696",9,0.367316,0,"red pine"
"1697",17,0.36735,1,"black spruce"
"1698",15,0.36735,1,"cedar"
"1699",19,0.36735,1,"cedar"
"1700",27,0.36735,1,"paper birch"
"1701",20,0.36735,0,"red pine"
"1702",12,0.367463,1,"black spruce"
"1703",15,0.367463,0,"cedar"
"1704",8,0.367463,1,"cedar"
"1705",33,0.37008,1,"aspen"
"1706",13,0.375813,1,"black spruce"
"1707",13,0.375813,1,"cedar"
"1708",13,0.375813,0,"cedar"
"1709",15,0.375813,1,"cedar"
"1710",8,0.375813,1,"cedar"
"1711",8,0.375813,1,"cedar"
"1712",8,0.375813,1,"cedar"
"1713",26,0.375813,1,"paper birch"
"1714",11,0.376297,1,"black spruce"
"1715",17,0.376297,1,"cedar"
"1716",12,0.376297,0,"cedar"
"1717",14,0.376297,1,"cedar"
"1718",7,0.376297,1,"jackpine"
"1719",10,0.376297,0,"jackpine"
"1720",20,0.376297,1,"paper birch"
"1721",31,0.376297,1,"paper birch"
"1722",9,0.378216,0,"black spruce"
"1723",19,0.378216,0,"cedar"
"1724",19,0.378216,1,"cedar"
"1725",33,0.378216,1,"paper birch"
"1726",14,0.378216,0,"red pine"
"1727",12,0.378216,0,"red pine"
"1728",6,0.378216,1,"red pine"
"1729",7,0.379872,0,"black spruce"
"1730",7,0.379872,0,"black spruce"
"1731",5,0.379872,0,"black spruce"
"1732",7,0.379872,0,"black spruce"
"1733",7,0.379872,0,"black spruce"
"1734",5,0.379872,0,"black spruce"
"1735",5,0.379872,0,"black spruce"
"1736",5,0.379872,0,"black spruce"
"1737",7,0.379872,0,"black spruce"
"1738",7,0.379872,0,"black spruce"
"1739",5,0.379872,0,"black spruce"
"1740",7,0.379872,0,"cedar"
"1741",8,0.379872,1,"cedar"
"1742",14,0.379872,0,"cedar"
"1743",6,0.380303,0,"black spruce"
"1744",10,0.380303,0,"red pine"
"1745",18,0.380303,0,"red pine"
"1746",21,0.381272,1,"black ash"
"1747",11,0.381465,1,"black spruce"
"1748",15,0.381465,1,"cedar"
"1749",35.5,0.381465,1,"paper birch"
"1750",40,0.381465,1,"black ash"
"1751",26,0.381465,1,"black ash"
"1752",44,0.381465,1,"black ash"
"1753",31.5,0.381465,1,"black ash"
"1754",8,0.381702,0,"black spruce"
"1755",7,0.381702,0,"black spruce"
"1756",12,0.381702,0,"cedar"
"1757",7,0.381702,1,"red pine"
"1758",7,0.381702,1,"red pine"
"1759",7,0.381702,0,"red pine"
"1760",10,0.38226,0,"black spruce"
"1761",9,0.38226,0,"black spruce"
"1762",14,0.38226,0,"red pine"
"1763",6,0.382829,0,"aspen"
"1764",32,0.382829,0,"aspen"
"1765",6,0.382829,0,"black spruce"
"1766",7,0.382829,0,"black spruce"
"1767",23,0.382829,0,"cedar"
"1768",14,0.38297,0,"cedar"
"1769",15,0.38297,0,"cedar"
"1770",20,0.38297,0,"cedar"
"1771",16,0.38297,0,"cedar"
"1772",18,0.38297,1,"cedar"
"1773",15,0.38297,0,"jackpine"
"1774",16,0.38297,0,"jackpine"
"1775",23,0.38297,0,"jackpine"
"1776",19,0.38297,0,"jackpine"
"1777",12,0.38297,0,"jackpine"
"1778",34,0.38297,0,"paper birch"
"1779",39,0.38297,1,"paper birch"
"1780",20,0.38297,1,"paper birch"
"1781",15,0.38489,1,"cedar"
"1782",19,0.38489,0,"red pine"
"1783",19,0.38489,0,"red pine"
"1784",11,0.38489,0,"red pine"
"1785",29,0.38498,1,"black spruce"
"1786",21,0.38498,0,"red pine"
"1787",15,0.38498,0,"red pine"
"1788",11,0.386872,0,"aspen"
"1789",8,0.386872,0,"black spruce"
"1790",5,0.386872,0,"black spruce"
"1791",7,0.386872,0,"black spruce"
"1792",8,0.386872,0,"black spruce"
"1793",9,0.386872,0,"black spruce"
"1794",19,0.387864,1,"cedar"
"1795",23,0.387864,1,"cedar"
"1796",27,0.387864,0,"jackpine"
"1797",13,0.387864,0,"jackpine"
"1798",20,0.387864,0,"jackpine"
"1799",15,0.387864,0,"jackpine"
"1800",27,0.387864,1,"paper birch"
"1801",25,0.387864,1,"paper birch"
"1802",19,0.387864,0,"red pine"
"1803",18,0.388031,1,"aspen"
"1804",22,0.388031,1,"aspen"
"1805",14,0.388031,1,"cedar"
"1806",12,0.388031,1,"paper birch"
"1807",17,0.388031,1,"paper birch"
"1808",13,0.391278,1,"black spruce"
"1809",15,0.391278,1,"black spruce"
"1810",22,0.391278,1,"cedar"
"1811",13,0.391801,1,"black spruce"
"1812",15,0.391801,1,"black spruce"
"1813",10,0.391801,1,"black spruce"
"1814",12,0.391801,1,"black spruce"
"1815",17,0.391801,1,"black spruce"
"1816",32,0.391997,1,"aspen"
"1817",25,0.391997,1,"aspen"
"1818",14,0.391997,1,"cedar"
"1819",11,0.391997,1,"cedar"
"1820",13,0.391997,1,"cedar"
"1821",12,0.391997,1,"cedar"
"1822",18,0.391997,1,"paper birch"
"1823",30,0.391997,1,"paper birch"
"1824",11,0.391997,1,"red pine"
"1825",14,0.391997,0,"red pine"
"1826",35,0.392487,1,"aspen"
"1827",25,0.392487,1,"aspen"
"1828",31,0.392487,1,"aspen"
"1829",14,0.392983,0,"balsam fir"
"1830",8,0.392983,0,"balsam fir"
"1831",7,0.392983,0,"balsam fir"
"1832",14,0.393157,1,"jackpine"
"1833",31,0.393157,0,"red pine"
"1834",20,0.393369,0,"jackpine"
"1835",23,0.393369,0,"jackpine"
"1836",31,0.393369,1,"paper birch"
"1837",30,0.393369,1,"paper birch"
"1838",7,0.393369,0,"red pine"
"1839",15,0.393877,1,"aspen"
"1840",18,0.393877,1,"aspen"
"1841",19,0.393877,1,"aspen"
"1842",19,0.393877,1,"aspen"
"1843",14,0.393877,1,"aspen"
"1844",14,0.393877,1,"cedar"
"1845",17,0.394674,1,"cedar"
"1846",39,0.394674,1,"paper birch"
"1847",8,0.394898,0,"black spruce"
"1848",6,0.394898,0,"black spruce"
"1849",6,0.394898,0,"black spruce"
"1850",5,0.394898,0,"black spruce"
"1851",14,0.394898,1,"cedar"
"1852",6,0.394898,0,"red pine"
"1853",11,0.394898,0,"red maple"
"1854",14,0.395517,0,"cedar"
"1855",8,0.395517,0,"red pine"
"1856",19,0.39603,0,"balsam fir"
"1857",13,0.39603,0,"balsam fir"
"1858",18,0.39603,0,"balsam fir"
"1859",10,0.39603,0,"balsam fir"
"1860",14,0.39603,0,"balsam fir"
"1861",35,0.398671,1,"aspen"
"1862",14,0.398671,1,"aspen"
"1863",29,0.398671,1,"aspen"
"1864",30,0.398671,1,"aspen"
"1865",13,0.398671,0,"black spruce"
"1866",18,0.398671,0,"red pine"
"1867",21,0.40016,1,"aspen"
"1868",29,0.40016,1,"paper birch"
"1869",22.5,0.40016,1,"paper birch"
"1870",38,0.40016,1,"paper birch"
"1871",20,0.400349,0,"jackpine"
"1872",17,0.400349,0,"jackpine"
"1873",27,0.400349,0,"jackpine"
"1874",30,0.400349,0,"jackpine"
"1875",20,0.400349,0,"red pine"
"1876",23,0.400349,0,"red pine"
"1877",10,0.400867,0,"aspen"
"1878",12,0.400867,0,"black spruce"
"1879",11,0.400867,0,"black spruce"
"1880",14,0.400867,0,"black spruce"
"1881",7,0.400867,0,"black spruce"
"1882",7,0.400867,0,"cedar"
"1883",33,0.40213,1,"aspen"
"1884",54,0.40213,1,"aspen"
"1885",5,0.402528,0,"black spruce"
"1886",7,0.402528,0,"black spruce"
"1887",7,0.402528,0,"black spruce"
"1888",6,0.402528,0,"black spruce"
"1889",12,0.402528,0,"cedar"
"1890",6,0.402528,0,"cedar"
"1891",6,0.402528,0,"cedar"
"1892",28,0.403794,0,"aspen"
"1893",26,0.403794,0,"aspen"
"1894",7,0.403794,1,"black spruce"
"1895",10,0.403794,1,"cedar"
"1896",15,0.403794,1,"cedar"
"1897",8,0.404768,0,"black spruce"
"1898",25,0.404768,1,"red pine"
"1899",7,0.404833,0,"black spruce"
"1900",15,0.404833,1,"cedar"
"1901",5,0.404833,0,"cedar"
"1902",7,0.404833,0,"cedar"
"1903",8,0.404833,0,"cedar"
"1904",8,0.404833,0,"cedar"
"1905",7,0.404833,0,"cedar"
"1906",15,0.404933,0,"aspen"
"1907",11,0.404933,0,"black spruce"
"1908",12,0.404933,0,"red pine"
"1909",10,0.404933,0,"red pine"
"1910",10,0.404933,0,"red pine"
"1911",8,0.404933,0,"red pine"
"1912",5,0.404933,1,"red pine"
"1913",14.5,0.405713,1,"cedar"
"1914",13,0.405713,0,"jackpine"
"1915",10.5,0.405713,0,"red pine"
"1916",9.5,0.405713,0,"red pine"
"1917",30,0.405954,1,"aspen"
"1918",24,0.405954,1,"aspen"
"1919",28,0.405954,1,"cedar"
"1920",16,0.405954,1,"cedar"
"1921",21,0.405954,0,"jackpine"
"1922",8,0.406581,1,"black spruce"
"1923",9,0.406581,0,"cedar"
"1924",30,0.406581,0,"paper birch"
"1925",28,0.406581,0,"paper birch"
"1926",9,0.406581,0,"red pine"
"1927",5,0.406581,0,"red maple"
"1928",12,0.406613,1,"black spruce"
"1929",8,0.406613,0,"black spruce"
"1930",21,0.406613,1,"cedar"
"1931",15,0.406613,1,"cedar"
"1932",16,0.406781,1,"aspen"
"1933",15,0.406781,1,"black spruce"
"1934",6,0.406781,1,"black spruce"
"1935",10,0.406781,1,"black spruce"
"1936",8,0.406781,1,"black spruce"
"1937",10,0.406781,1,"black spruce"
"1938",26,0.408082,1,"aspen"
"1939",24,0.408082,1,"aspen"
"1940",22,0.408082,1,"aspen"
"1941",26,0.408082,1,"aspen"
"1942",24,0.408765,1,"paper birch"
"1943",23.5,0.408765,1,"paper birch"
"1944",17,0.408765,0,"red pine"
"1945",14.5,0.408765,0,"red pine"
"1946",21,0.409336,1,"cedar"
"1947",10,0.409336,1,"cedar"
"1948",14,0.409336,1,"cedar"
"1949",15,0.409336,1,"cedar"
"1950",15,0.409336,0,"jackpine"
"1951",14.5,0.409336,0,"jackpine"
"1952",39.5,0.409336,1,"black ash"
"1953",34.5,0.409336,1,"black ash"
"1954",13,0.409826,1,"cedar"
"1955",17,0.409826,1,"cedar"
"1956",36,0.409826,1,"paper birch"
"1957",27,0.409826,1,"paper birch"
"1958",32,0.409826,1,"paper birch"
"1959",8,0.416345,0,"black spruce"
"1960",12,0.416345,0,"cedar"
"1961",24,0.416345,1,"paper birch"
"1962",16,0.416345,1,"paper birch"
"1963",13,0.416345,1,"paper birch"
"1964",12,0.416345,0,"paper birch"
"1965",17,0.416345,0,"paper birch"
"1966",14,0.416345,1,"paper birch"
"1967",17,0.416345,1,"paper birch"
"1968",17,0.416345,0,"paper birch"
"1969",12,0.41769,1,"cedar"
"1970",12,0.41769,1,"cedar"
"1971",20,0.41769,1,"paper birch"
"1972",25,0.41769,1,"paper birch"
"1973",7,0.420598,0,"black spruce"
"1974",7,0.420598,0,"black spruce"
"1975",17,0.420598,0,"cedar"
"1976",24,0.423524,1,"cedar"
"1977",9,0.423881,0,"cedar"
"1978",14,0.423881,0,"paper birch"
"1979",17,0.4239,1,"cedar"
"1980",21,0.4239,1,"cedar"
"1981",17,0.4239,1,"cedar"
"1982",22,0.4239,0,"cedar"
"1983",20.5,0.4239,0,"red pine"
"1984",27,0.4239,0,"red pine"
"1985",8,0.425459,0,"black spruce"
"1986",8,0.425459,0,"cedar"
"1987",10,0.425669,1,"black spruce"
"1988",17,0.425669,1,"cedar"
"1989",33,0.425669,1,"paper birch"
"1990",20,0.42588,1,"cedar"
"1991",27,0.42588,1,"paper birch"
"1992",13,0.42588,1,"paper birch"
"1993",7,0.429114,0,"black spruce"
"1994",22,0.429114,0,"red pine"
"1995",11.5,0.429305,1,"black spruce"
"1996",13.5,0.429305,1,"black spruce"
"1997",37.5,0.429305,1,"paper birch"
"1998",44,0.429305,1,"paper birch"
"1999",39,0.429305,1,"paper birch"
"2000",15.5,0.429305,0,"red pine"
"2001",13,0.431386,0,"cedar"
"2002",12,0.431386,1,"cedar"
"2003",10,0.431386,0,"jackpine"
"2004",17,0.431386,0,"jackpine"
"2005",8,0.431386,0,"jackpine"
"2006",10,0.431386,0,"jackpine"
"2007",9,0.431386,0,"jackpine"
"2008",8,0.431386,0,"jackpine"
"2009",7,0.431386,0,"red pine"
"2010",9,0.431416,1,"cedar"
"2011",9,0.431416,0,"cedar"
"2012",16,0.431416,1,"cedar"
"2013",5,0.431416,0,"jackpine"
"2014",7,0.431416,0,"jackpine"
"2015",11,0.431416,0,"jackpine"
"2016",12,0.431416,0,"jackpine"
"2017",13,0.431416,0,"jackpine"
"2018",9,0.431416,0,"jackpine"
"2019",8,0.431416,0,"jackpine"
"2020",15,0.434976,1,"black spruce"
"2021",14,0.435212,1,"balsam fir"
"2022",10,0.435212,0,"black spruce"
"2023",7,0.435212,0,"black spruce"
"2024",8,0.435212,0,"black spruce"
"2025",20,0.435212,1,"cedar"
"2026",8,0.435212,0,"red pine"
"2027",13,0.435212,0,"red pine"
"2028",6,0.435212,0,"red maple"
"2029",12,0.437452,1,"cedar"
"2030",10,0.437452,1,"cedar"
"2031",15,0.437452,1,"cedar"
"2032",10,0.437452,0,"cedar"
"2033",7,0.437452,0,"cedar"
"2034",6,0.437452,0,"cedar"
"2035",18,0.437452,1,"cedar"
"2036",32,0.437452,1,"paper birch"
"2037",16,0.438073,1,"cedar"
"2038",17,0.438073,1,"cedar"
"2039",6,0.438073,0,"red pine"
"2040",6,0.438073,0,"red pine"
"2041",14,0.438073,1,"red pine"
"2042",20,0.438073,1,"red pine"
"2043",14,0.438073,0,"red pine"
"2044",22,0.438073,1,"red pine"
"2045",12,0.438073,1,"red pine"
"2046",5,0.439344,0,"red pine"
"2047",26,0.441333,1,"aspen"
"2048",14,0.441635,0,"black spruce"
"2049",13,0.441635,1,"cedar"
"2050",20,0.441635,1,"cedar"
"2051",15,0.441635,1,"cedar"
"2052",6,0.441635,0,"cedar"
"2053",22,0.441635,0,"jackpine"
"2054",23,0.441635,1,"paper birch"
"2055",32,0.441635,0,"paper birch"
"2056",15,0.441635,1,"paper birch"
"2057",27,0.441635,1,"paper birch"
"2058",8,0.441635,0,"red pine"
"2059",9,0.441635,1,"red pine"
"2060",8,0.443507,0,"cedar"
"2061",8,0.443507,1,"cedar"
"2062",11,0.443507,1,"cedar"
"2063",11,0.443507,0,"jackpine"
"2064",9,0.443507,0,"jackpine"
"2065",9,0.443507,0,"jackpine"
"2066",8,0.443507,0,"jackpine"
"2067",17,0.443507,1,"jackpine"
"2068",10,0.443507,0,"jackpine"
"2069",12,0.443507,0,"jackpine"
"2070",11,0.443507,0,"red pine"
"2071",26,0.44398,1,"aspen"
"2072",24,0.44398,1,"aspen"
"2073",19,0.44398,1,"aspen"
"2074",8,0.44398,0,"black spruce"
"2075",11,0.44398,1,"cedar"
"2076",14,0.444747,1,"cedar"
"2077",12,0.444747,1,"cedar"
"2078",16,0.444747,0,"red pine"
"2079",10,0.444747,0,"red pine"
"2080",7,0.445453,0,"cedar"
"2081",11,0.445453,0,"jackpine"
"2082",29,0.445453,0,"jackpine"
"2083",20,0.445453,0,"jackpine"
"2084",11,0.445453,0,"jackpine"
"2085",16,0.445453,0,"jackpine"
"2086",12,0.445453,0,"jackpine"
"2087",16,0.445993,0,"cedar"
"2088",16,0.445993,1,"paper birch"
"2089",29,0.445993,0,"red pine"
"2090",11,0.448048,0,"black spruce"
"2091",16,0.448048,1,"black spruce"
"2092",7,0.448048,0,"black spruce"
"2093",8,0.448048,0,"red pine"
"2094",14,0.449021,1,"aspen"
"2095",16,0.449021,1,"aspen"
"2096",16,0.449021,1,"aspen"
"2097",10,0.449627,0,"black spruce"
"2098",15,0.449627,1,"cedar"
"2099",22,0.449627,0,"cedar"
"2100",22,0.449627,0,"red maple"
"2101",13,0.449627,0,"red maple"
"2102",8,0.450835,1,"black spruce"
"2103",5,0.450835,0,"black spruce"
"2104",7,0.450835,1,"black spruce"
"2105",9,0.450835,0,"black spruce"
"2106",17,0.450835,1,"cedar"
"2107",17,0.450835,1,"paper birch"
"2108",17,0.453102,1,"aspen"
"2109",21,0.453102,1,"paper birch"
"2110",25,0.453102,1,"paper birch"
"2111",13,0.453102,1,"paper birch"
"2112",20,0.453102,1,"paper birch"
"2113",15,0.453102,1,"paper birch"
"2114",21,0.453102,1,"paper birch"
"2115",18,0.453102,1,"paper birch"
"2116",10,0.453102,0,"red pine"
"2117",7,0.455902,1,"black spruce"
"2118",10,0.455902,0,"red pine"
"2119",10,0.45746,0,"cedar"
"2120",11,0.45746,0,"cedar"
"2121",11,0.45746,0,"cedar"
"2122",8,0.45746,1,"cedar"
"2123",29,0.45746,0,"paper birch"
"2124",24,0.45746,0,"paper birch"
"2125",23,0.45746,1,"paper birch"
"2126",15,0.457488,1,"aspen"
"2127",21,0.457488,1,"aspen"
"2128",13,0.457488,1,"aspen"
"2129",15,0.457488,1,"aspen"
"2130",19,0.457488,1,"aspen"
"2131",20,0.457488,1,"aspen"
"2132",27,0.457488,1,"aspen"
"2133",17,0.459406,1,"black spruce"
"2134",17,0.459406,0,"cedar"
"2135",15,0.459406,1,"cedar"
"2136",30,0.459406,1,"cedar"
"2137",9,0.459406,0,"cedar"
"2138",16,0.461366,0,"cedar"
"2139",15,0.461366,1,"cedar"
"2140",14,0.461366,0,"cedar"
"2141",14,0.461366,1,"cedar"
"2142",17,0.461366,1,"cedar"
"2143",18,0.461366,1,"paper birch"
"2144",35,0.461366,1,"paper birch"
"2145",27,0.461366,0,"paper birch"
"2146",10,0.461674,0,"cedar"
"2147",6,0.461674,1,"jackpine"
"2148",30,0.461674,1,"paper birch"
"2149",18,0.461674,1,"paper birch"
"2150",27,0.461674,1,"paper birch"
"2151",13,0.461674,1,"paper birch"
"2152",26,0.461674,1,"paper birch"
"2153",8,0.465298,1,"cedar"
"2154",6,0.465298,0,"cedar"
"2155",20,0.465298,1,"red pine"
"2156",25,0.465298,1,"red pine"
"2157",17,0.466155,1,"black spruce"
"2158",5,0.466155,1,"black spruce"
"2159",5,0.466155,0,"black spruce"
"2160",6,0.466155,0,"black spruce"
"2161",7,0.466155,0,"cedar"
"2162",14,0.466155,0,"red pine"
"2163",10,0.467157,1,"cedar"
"2164",11,0.467157,1,"cedar"
"2165",20,0.467157,1,"cedar"
"2166",16,0.467157,1,"cedar"
"2167",28,0.467157,1,"paper birch"
"2168",6,0.467157,1,"red pine"
"2169",6,0.467157,0,"red pine"
"2170",9,0.467301,1,"black spruce"
"2171",13,0.467301,1,"black spruce"
"2172",10,0.467301,1,"black spruce"
"2173",23,0.467301,0,"jackpine"
"2174",12,0.467301,0,"jackpine"
"2175",5,0.469594,0,"black spruce"
"2176",20,0.469594,1,"black spruce"
"2177",26,0.469594,0,"red pine"
"2178",17,0.46983,1,"cedar"
"2179",12,0.46983,0,"jackpine"
"2180",5,0.46983,0,"jackpine"
